gene,n_pairs,r
TTC21A,7376,0.0355
C11orf68,7066,0.0355
ZNF585B,7343,0.0354
MAGEA4,7115,0.0354
MTND5P25,45,0.0354
LINC01049,4136,0.0354
DMKN,7122,0.0354
SNX27,7622,0.0354
ENSG00000253116,2829,0.0354
PLCL2,7328,0.0354
ADRA1A,3622,0.0354
UBE2E1-AS1,1245,0.0354
ENSG00000258108,629,0.0354
FAM183BP,1211,0.0354
ENSG00000291063,7007,0.0354
SI,2075,0.0354
UVRAG-DT,4497,0.0354
TTLL6,6130,0.0354
LINC01232,6558,0.0354
TMCC2-AS1,177,0.0354
ENSG00000272647,6940,0.0354
KCNQ4,6825,0.0354
LINC02519,4222,0.0354
NECTIN2,7585,0.0354
ENSG00000285859,7280,0.0354
SF1-DT,4805,0.0353
SPTA1,2362,0.0353
P4HTM,7208,0.0353
LINC01816,6572,0.0353
IGF1R,7641,0.0353
SP2-AS1,7146,0.0353
TBC1D10C,1850,0.0353
XPO6,7620,0.0353
ENSG00000283217,6876,0.0353
ENSG00000227050,6000,0.0353
BFSP1,7288,0.0353
NUDT10,679,0.0353
ENSG00000279479,726,0.0353
PURA,7610,0.0353
ENSG00000272078,6217,0.0353
ENPP7P2,6385,0.0353
TUNAR,1501,0.0353
RGS5-AS1,3939,0.0353
LIPI,4719,0.0353
ENSG00000223502,868,0.0353
ENSG00000267743,2392,0.0353
CCDC90B,7450,0.0353
ENSG00000266869,6723,0.0353
ENSG00000287855,6420,0.0353
ENSG00000205414,4750,0.0353
AARSD1,7426,0.0352
GID8,7529,0.0352
ENSG00000229827,410,0.0352
CDH23,6972,0.0352
PUS3,7317,0.0352
ENSG00000285550,2185,0.0352
ENSG00000275527,459,0.0352
CUTA,7379,0.0352
TMEM222,7426,0.0352
EDNRA,6331,0.0352
ERLIN1,7473,0.0352
ENSG00000275409,1184,0.0352
SLC35A5,7359,0.0352
LINC02418,1509,0.0352
MRPS33,7349,0.0352
SLC35B4,7363,0.0352
FAM230F,1789,0.0352
ENSG00000283383,81,0.0352
NDUFA8,7362,0.0352
SMIM43,131,0.0352
FAM245A,793,0.0352
ENSG00000289899,6191,0.0351
LINC02764,528,0.0351
BCL7A,7454,0.0351
CLTRN,6431,0.0351
RBMS3-AS2,6985,0.0351
ENSG00000288695,6897,0.0351
POLE4,7314,0.0351
ENSG00000288759,4057,0.0351
BEX1,3222,0.0351
LINC01681,4592,0.0351
POMGNT2,7310,0.0351
ENSG00000254648,458,0.0351
EIF1P7,5447,0.0351
LINC01970,5843,0.0351
ENSG00000272588,4641,0.0351
HERC3-1,5799,0.0351
EEF1B2P7,204,0.0351
XK,6055,0.0351
LINC02734,2759,0.0351
CFAP97D2,3451,0.0351
ENSG00000254086,163,0.0351
SMO,7113,0.0351
ENSG00000291239,4585,0.0351
ENSG00000274215,1771,0.0351
PENK,29,0.0351
NRN1L,3703,0.0351
SPATA21,7183,0.0351
C18orf32,7520,0.0351
FANK1,7434,0.0351
TMEM86B,6437,0.0351
RBM45,7305,0.0351
COPS7A,7373,0.0351
TMEM212-AS1,4836,0.0351
ENSG00000265987,7271,0.0351
LINC00839,6785,0.0351
ENSG00000289537,5675,0.0351
WBP11P1,1497,0.0351
PXMP4,7177,0.0351
RP1L1,5869,0.035
ENSG00000229151,4933,0.035
UCHL1-DT,4611,0.035
SCG5-AS1,4275,0.035
PMEL,6991,0.035
GPRASP1,7068,0.035
ENSG00000278958,1277,0.035
ENSG00000290023,749,0.035
KANSL1-AS1,6003,0.035
ENSG00000249621,45,0.035
PDS5A,7640,0.035
HTR1F,6620,0.035
LINC01967,7190,0.035
SHMT1,7330,0.035
DPH5,7301,0.035
ENSG00000285770,289,0.035
ENSG00000242061,65,0.035
EVI2B,6972,0.035
ENSG00000287401,6136,0.035
ENSG00000282865,46,0.035
SRL,6254,0.035
CHRNB2,3640,0.035
FLJ40194,7268,0.035
ENSG00000219404,104,0.035
SSNA1,7307,0.0349
TMEM250,7244,0.0349
ENSG00000228818,1350,0.0349
ATP11C,7596,0.0349
ENSG00000230333,7146,0.0349
IGSF1,7312,0.0349
ARHGAP33,7289,0.0349
ENSG00000278704,3484,0.0349
ENSG00000288898,6927,0.0349
ENSG00000272764,796,0.0349
ENSG00000286082,4345,0.0349
ENSG00000265394,6097,0.0349
ITPR1-DT,3252,0.0349
LOXL3,7233,0.0349
ENSG00000291207,7425,0.0349
ENSG00000287161,3365,0.0349
UBE2MP1,491,0.0349
NFATC3,7617,0.0349
ENSG00000255491,3987,0.0349
CGRRF1,7396,0.0349
TRIM31-AS1,6474,0.0349
FAM72B,6619,0.0349
EP300-AS1,6515,0.0349
TDRD10,4227,0.0349
DHODH,7262,0.0349
SEC31A,7641,0.0349
ENSG00000257604,5794,0.0349
TAS1R3,2166,0.0349
ZNF845,7301,0.0349
ZNF767P-1,7607,0.0348
ENSG00000285841,442,0.0348
SAXO2,6624,0.0348
COPZ2,6736,0.0348
FCER1G,4719,0.0348
LINC00352,216,0.0348
TXNP1,38,0.0348
SBNO1,7630,0.0348
CCL28,7017,0.0348
SPNS3,5808,0.0348
LINC02935,7197,0.0348
ENSG00000290620,810,0.0348
ENSG00000287089,470,0.0348
WDR86,6476,0.0348
PCDH9-AS1,734,0.0348
DIO2-AS1,6205,0.0348
SPIN3,7384,0.0348
INHA,6497,0.0348
LINC01914,1098,0.0348
ANKHD1-EIF4EBP3,7409,0.0348
NTRAS,3364,0.0348
ENSG00000253238,6628,0.0348
FAM83B,7357,0.0347
ENSG00000261535,822,0.0347
CLASP1,7637,0.0347
REG3A,50,0.0347
IRF6,7196,0.0347
ENSG00000286457,1858,0.0347
C7orf33,1440,0.0347
TNFRSF13C,5493,0.0347
ENSG00000167046,1930,0.0347
NHLH1,6423,0.0347
ITGAD,4356,0.0347
ADAMTSL3,7082,0.0347
TEN1,7362,0.0347
HNRNPA1P50,376,0.0346
ENSG00000261474,7369,0.0346
C14orf178,6168,0.0346
MAGI2-AS3,6911,0.0346
ENSG00000271199,266,0.0346
ITPKB-AS1,1367,0.0346
PRRG2,6590,0.0346
ENSG00000287146,5498,0.0346
ENSG00000274019,311,0.0346
CYP4V2,7259,0.0346
DUXA,516,0.0346
LRRC71,3748,0.0346
H3P13,155,0.0346
LRTOMT,6181,0.0346
H4C1,2869,0.0346
DPY19L2P1,6856,0.0346
ENSG00000236935,4696,0.0346
ENSG00000224750,2479,0.0346
TMEM234,7227,0.0346
DDX46,7632,0.0346
SDAD1P2,160,0.0346
PMS2P3-1,7348,0.0346
RNF227,6709,0.0346
UIMC1,7591,0.0345
PRPF4,7453,0.0345
ENSG00000234450,344,0.0345
PGBD4,7113,0.0345
TMEM213,6301,0.0345
CISD3,7327,0.0345
RPL21P4,278,0.0345
MAMSTR,5758,0.0345
ENSG00000279016,90,0.0345
PIK3C3,7597,0.0345
ENSG00000280383,3362,0.0345
ENSG00000268873,5584,0.0345
MBD1,7508,0.0345
DNAAF1,4887,0.0345
CCDC74BP1,512,0.0345
FOXN2,7594,0.0345
ENSG00000225087,7165,0.0345
FRG1FP,5653,0.0345
ENSG00000276075,5912,0.0345
ENSG00000250415,222,0.0345
NPM1P49,3873,0.0345
GTF3C6,7371,0.0345
ENSG00000280143,6655,0.0345
RFESDP1,267,0.0345
FAM174C,7191,0.0345
CHGB,6909,0.0345
PRTN3,5817,0.0345
ENSG00000249463,885,0.0345
CCDC137,7446,0.0345
LINC01099,6116,0.0344
RDH10-AS1,6889,0.0344
C4B,1168,0.0344
SKINT1L,1913,0.0344
ZFP2,7134,0.0344
ENSG00000279721,3548,0.0344
ENSG00000267686,6826,0.0344
ENSG00000259737,1373,0.0344
ST13P5,1554,0.0344
ENSG00000288459,341,0.0344
BMS1P4,7384,0.0344
FBXO6,6732,0.0344
MOB1B,7564,0.0344
ENSG00000258272,6303,0.0344
ENSG00000223523,6240,0.0344
COMMD10,7623,0.0344
C1orf56,7194,0.0344
RPS26P35,302,0.0344
ZNF662,2756,0.0344
ENSG00000232930,2761,0.0344
GTF2E2,7536,0.0344
ENSG00000263657,7006,0.0344
ITFG1-AS1,6106,0.0343
ECM1P2,384,0.0343
ATP6V0A4,6754,0.0343
FAM124A,6677,0.0343
SMIM26,7337,0.0343
ATP8A2P3,4935,0.0343
ENSG00000249199,1838,0.0343
UNC5C-AS1,688,0.0343
RPL21P39,1750,0.0343
SDSL,7185,0.0343
ENSG00000222604,602,0.0343
GAGE1,2242,0.0343
ENSG00000258515,266,0.0343
ARPC3P5,188,0.0343
MICU3,7402,0.0343
RNU6-598P,1591,0.0343
SSMEM1,2507,0.0343
ENSG00000269102,6731,0.0343
ENSG00000236263,1910,0.0343
ENSG00000231881,6192,0.0343
ENSG00000255224,3063,0.0343
FAM167A,6985,0.0343
KCNN3,6999,0.0343
RNU2-51P,42,0.0342
ENSG00000225486,44,0.0342
FNDC4,5246,0.0342
CIDECP1,7091,0.0342
GFUS,7228,0.0342
KC6,6776,0.0342
MTX3,7499,0.0342
MPPE1,7388,0.0342
SSTR2,6033,0.0342
CXXC4-AS1,6238,0.0342
ZNF529,7469,0.0342
ENSG00000176515,1416,0.0342
RPL13AP25,1426,0.0342
ENSG00000251391,5512,0.0342
ENSG00000230730,3115,0.0342
C1orf226,6572,0.0342
ENSG00000232153,3444,0.0342
HNF4A-AS1,6588,0.0342
ENSG00000270171,357,0.0342
OOEP,7128,0.0342
ENSG00000287743,511,0.0342
LRRC8D,7499,0.0342
JCAD,7354,0.0342
PRSS47P,2887,0.0342
RBMXL1,7331,0.0342
RABAC1,7308,0.0342
RAB11FIP2,7514,0.0342
FAM53A,7271,0.0342
ENSG00000287584,6641,0.0341
POLR2J3-1,7148,0.0341
LINC00543,2234,0.0341
ENSG00000223761,1463,0.0341
KCNK4,5615,0.0341
LINC02427,6536,0.0341
LINC02748,2278,0.0341
SPA17,7280,0.0341
ENSG00000289015,6466,0.0341
GPD1L,7309,0.0341
ENSG00000205584,107,0.0341
VWA8-AS1,3881,0.0341
VIL1,7262,0.0341
LINC02264,873,0.0341
ENSG00000285769,3279,0.0341
ENSG00000256625,6920,0.0341
NCRNA00250,2175,0.0341
ENSG00000243243,1463,0.0341
SRGAP2-AS1,6048,0.0341
EPS15P1,1537,0.0341
IMPG1,6021,0.0341
TRPA1,6850,0.0341
FAM120A2P,1075,0.0341
GZF1,7394,0.0341
RFLNB,7114,0.0341
CNOT10-AS1,4111,0.0341
ENSG00000249679,6560,0.0341
NBPF17P,4633,0.0341
ENSG00000249818,194,0.0341
MRPL23-AS1,363,0.034
ENSG00000248434,768,0.034
ENSG00000279539,6201,0.034
MUC20-OT1,7585,0.034
ME2P1,411,0.034
ARMCX6,6818,0.034
GNAO1,7176,0.034
ENSG00000257622,2695,0.034
CIR1P2,725,0.034
ENSG00000279659,3877,0.034
MCCD1P2,277,0.034
GPM6B,7051,0.034
LINC01228,292,0.034
RAB33A,4349,0.034
ENSG00000230303,5385,0.034
ENSG00000264451,849,0.034
RDM1P5,7057,0.034
SLC18A2,6241,0.034
SPACDR,7384,0.034
TLX2,2373,0.034
CCKAR,511,0.0339
ANKRD40CL,2655,0.0339
MYL5,6839,0.0339
CYP46A1,7055,0.0339
ENSG00000289207,5752,0.0339
MTG2,7471,0.0339
TWF1P1,3190,0.0339
LINC02306,6791,0.0339
ENSG00000287287,2658,0.0339
ZNF273,7330,0.0339
U4-6,40,0.0339
DENND2B-AS1,5969,0.0339
FAM21EP-1,4851,0.0339
PAK2,7633,0.0339
ENSG00000256389,5821,0.0339
ENSG00000254730,2537,0.0339
ENSG00000286625,1856,0.0339
ZNF736,7404,0.0339
ENSG00000240497,2821,0.0339
TIGD7,7172,0.0339
ENSG00000259049,7034,0.0339
PRPF3,7583,0.0338
LINC02821,3721,0.0338
EVI2A,6331,0.0338
ENSG00000254733,7285,0.0338
TDRG1,727,0.0338
ENSG00000284685,7065,0.0338
ENSG00000267393,86,0.0338
ZNF428,7346,0.0338
OR2AG2,4972,0.0338
ENSG00000257355,6415,0.0338
SLC14A2-AS1,6112,0.0338
CDK5R2-AS1,4871,0.0338
ENSG00000260578,3044,0.0338
FBXL17,7636,0.0338
FGFR3,6775,0.0338
SAA3P,44,0.0338
MMP2,7209,0.0338
ENSG00000286071,6519,0.0338
ITIH2,6420,0.0338
KRTCAP2,7429,0.0338
ENSG00000286147,6348,0.0338
ABCA3,7297,0.0338
NXT1,7307,0.0338
NPM1P19,2323,0.0338
MAGEA4-AS1,4682,0.0338
CD300E,873,0.0338
CHRNA3,5033,0.0338
TADA2B,7379,0.0338
KRTAP4-6,192,0.0338
ENSG00000287451,5857,0.0338
PTPRVP,3010,0.0337
ZNF71,6887,0.0337
ENSG00000220506,803,0.0337
RTN3,7610,0.0337
PIN1,7367,0.0337
LINC02316,3282,0.0337
PPP1R14A,3801,0.0337
FAM86JP-1,3973,0.0337
ENSG00000263709,5870,0.0337
LINC02035,6996,0.0337
ENSG00000251414,5869,0.0337
ENSG00000254024,5229,0.0337
CSAD,7451,0.0337
TPRG1-AS1,2504,0.0337
PARP4P1,3359,0.0337
CCDC144BP-1,4477,0.0337
AZGP1P1,1069,0.0337
RPL26P19,3276,0.0337
SLX4,7359,0.0337
CHEK2,7478,0.0337
ENSG00000289704,2434,0.0337
ZNF566,7439,0.0337
ENSG00000289475,1487,0.0337
CIBAR2,1378,0.0336
CYP4F8,610,0.0336
ENSG00000285329,7328,0.0336
FOXO6-AS1,1889,0.0336
ENSG00000286505,1152,0.0336
ENSG00000288988,6497,0.0336
ENSG00000273073,1502,0.0336
BTN3A3,7308,0.0336
ENSG00000232716,5642,0.0336
LINC02612,2129,0.0336
WFDC2,6151,0.0336
ENSG00000274253,3463,0.0336
SERPINI2,5618,0.0336
FAM83C,3327,0.0336
GS1-24F4.2,5425,0.0336
ENSG00000253190,4033,0.0336
CENPW,7316,0.0336
AP1AR-DT,3333,0.0336
PRSS37,720,0.0336
PRSS38,3384,0.0336
LINC02019,5385,0.0336
DDX18,7617,0.0336
TRMT9B,5788,0.0336
MYCL,6206,0.0336
ENSG00000289859,2278,0.0336
ENSG00000254397,6042,0.0336
MIR142HG,2766,0.0336
TRGV3,54,0.0336
ALMS1,7565,0.0336
TMEM233,4839,0.0335
ZNF483,7305,0.0335
DYTN,4108,0.0335
BCHE,7169,0.0335
LINC01416,6593,0.0335
ASCL5,4307,0.0335
SAMM50,7418,0.0335
KCNQ5-AS1,1216,0.0335
DUOX2,6104,0.0335
ENSG00000288530,1139,0.0335
PDGFRA,6649,0.0335
TRIM44,7631,0.0335
ENSG00000287728,176,0.0335
OR9H1P,1108,0.0335
AGAP4,7293,0.0335
OSER1-DT,7267,0.0335
LRCH2,6804,0.0335
C2orf83-1,2915,0.0335
SERTAD3,7276,0.0335
COL6A6,6173,0.0335
NPY4R2,198,0.0335
ENSG00000255639,7217,0.0335
ENSG00000290461,4385,0.0335
ENSG00000286347,487,0.0335
PTPRN,6595,0.0335
ATOH7,492,0.0335
TMEM129,7264,0.0334
ENSG00000273064,6635,0.0334
RPL7AP18,545,0.0334
ZP1,3801,0.0334
CCNP,6923,0.0334
ENSG00000286240,3383,0.0334
CDC42EP5,6425,0.0334
SYT6,3430,0.0334
PREX1,7259,0.0334
RPL23AP7-1,7164,0.0334
ENSG00000286825,6883,0.0334
ENSG00000270228,3884,0.0334
PXMP2,7192,0.0334
LTB4R2,6442,0.0334
ENSG00000276530,117,0.0334
EFS,2269,0.0334
TSPAN33,6896,0.0334
ENSG00000284846,2105,0.0334
C17orf107,4994,0.0334
HPF1,7431,0.0334
FALEC,6688,0.0334
MCM9,7489,0.0334
PPP1R32,7199,0.0333
ENSG00000279557,5187,0.0333
ZCCHC14,7535,0.0333
ENSG00000247934,6815,0.0333
ENSG00000279379,345,0.0333
SLC9A8,7569,0.0333
LINC02381,6616,0.0333
SLCO4A1-AS1,5410,0.0333
LINC01229,4038,0.0333
LINC02703,1541,0.0333
MGAT4D,2378,0.0333
JAKMIP2-AS1,6695,0.0333
ENSG00000265794,6319,0.0333
ALDH3B2,4446,0.0333
DNM1P38,1166,0.0333
NPR2,7143,0.0333
GTF2IRD1P1-1,6759,0.0333
ACADS,7230,0.0333
JAM2,6885,0.0333
ENSG00000258949,6239,0.0333
IGF1,5327,0.0333
LINC01895,4426,0.0332
FTH1P1,887,0.0332
ENSG00000288942,6127,0.0332
ENSG00000289256,635,0.0332
ZNF816,6978,0.0332
ENSG00000250643,5528,0.0332
BATF3,6399,0.0332
GALNT9,6097,0.0332
ENSG00000290466,4925,0.0332
ENSG00000267262,4396,0.0332
NTF3,6533,0.0332
FLG,4026,0.0332
ENSG00000260272,6332,0.0332
MITD1,7490,0.0332
SLC20A1-DT,6045,0.0332
ENSG00000260008,1203,0.0332
GOLGA8VP,728,0.0332
ENSG00000204790,5965,0.0332
WASL,7606,0.0332
LINC02317,51,0.0332
CROCCP5,22,0.0332
HSPA8P14,4792,0.0332
HSPA8P19,1112,0.0332
ENSG00000287048,515,0.0332
CTD-2194D22.4,510,0.0332
ENSG00000253197,7067,0.0332
SIKE1,7474,0.0332
ZCRB1P1,5026,0.0332
ENSG00000269973,7291,0.0332
ENSG00000289565,6397,0.0332
FAM168B,7584,0.0331
ENSG00000272275,4914,0.0331
ENSG00000225421,6314,0.0331
ENSG00000267090,2184,0.0331
SLC10A4,3475,0.0331
LINC00383,4568,0.0331
MFSD14B,7555,0.0331
ENSG00000283689,3817,0.0331
ENSG00000290829,3529,0.0331
ENSG00000266846,6209,0.0331
TUBA4B,3028,0.0331
CFAP92,7228,0.0331
BASP1-AS1,7260,0.0331
CPE,7599,0.0331
ENSG00000259005,949,0.0331
ENSG00000223679,475,0.0331
ENSG00000223886,76,0.0331
ENSG00000287870,2123,0.0331
MSL2,7534,0.0331
CCR4,757,0.0331
PPFIA3,7316,0.0331
CEP85,7377,0.0331
SORD2P,4826,0.0331
ENSG00000279329,1250,0.0331
SMG1,7641,0.0331
ENSG00000287698,3255,0.0331
IL13RA2,6196,0.0331
ENSG00000286099,6578,0.0331
NUDT7,6571,0.0331
CCT6P3,7259,0.033
PIGBOS1,7303,0.033
ENSG00000250149,6633,0.033
ST3GAL3-AS1,6801,0.033
RHD,6598,0.033
TSPAN10,6344,0.033
CA6,3526,0.033
ENSG00000226078,149,0.033
PGBD2,7252,0.033
RUSF1-DT,4675,0.033
PLXNC1,7127,0.033
ATP1A3,6609,0.033
ITIH5,6633,0.033
SFTA1P,5121,0.033
ENSG00000285603,2165,0.033
ENSG00000287281,454,0.033
ENSG00000272482,3707,0.0329
HADHAP2,2586,0.0329
RECQL5,7453,0.0329
FKBP1B,7051,0.0329
TIGD2,6977,0.0329
ENSG00000242072,481,0.0329
ZNF669,7213,0.0329
URB2,7324,0.0329
LINC01521,6280,0.0329
SNAP91,5970,0.0329
IL21R,4012,0.0329
SPANXB1,1250,0.0329
ENSG00000267257,798,0.0329
ZNF439,6905,0.0329
HCK,5251,0.0329
TBX2-AS1,5574,0.0329
SIGLEC10,1517,0.0329
ENSG00000255557,4949,0.0329
ELAVL2,6988,0.0329
ENSG00000257268,475,0.0329
CD8B2,2418,0.0329
TMEM185A,7392,0.0328
ENSG00000286113,1766,0.0328
ENSG00000230440,771,0.0328
LGR4-AS1,4732,0.0328
MYCBP2,7638,0.0328
ENSG00000276148,4524,0.0328
ENSG00000287482,4743,0.0328
CTCF,7554,0.0328
ECI1-AS1,3583,0.0328
ENSG00000233968,1381,0.0328
HLA-DPB1,3704,0.0328
ENSG00000267284,7367,0.0328
CDH22,6139,0.0328
ENSG00000254553,6088,0.0328
CAPZA1,7635,0.0328
PAX7,5540,0.0328
HMGB1P20,6133,0.0328
GOSR1,7600,0.0328
ASAH2,6191,0.0328
ENSG00000266667,6783,0.0328
ENSG00000260498,6405,0.0328
ITPK1P1,4258,0.0328
DBNDD2,7206,0.0327
ENSG00000289126,6190,0.0327
DNM1P35,5769,0.0327
EEF1A1P35,725,0.0327
TMEM254-AS1,6787,0.0327
MKX,6794,0.0327
ENSG00000205959,6729,0.0327
RPGRIP1,5660,0.0327
PRKAG2-AS1,4728,0.0327
ACTBP1,465,0.0327
LINC01684,6243,0.0327
JAKMIP1,6313,0.0327
PCDHGB2,5350,0.0327
PPP2R5A,7595,0.0327
CSDC2,5119,0.0327
ENSG00000288964,2059,0.0327
ENSG00000288885,3224,0.0326
CTSW,2459,0.0326
ENSG00000235152,850,0.0326
ENSG00000230433,1650,0.0326
MOAP1,7385,0.0326
ERG28,7316,0.0326
ZFP42,2064,0.0326
ANAPC16,7568,0.0326
RASGRP1,7166,0.0326
ENSG00000267317,7109,0.0326
ENSG00000267360,6434,0.0326
ENSG00000250746,3139,0.0326
ENSG00000275236,5868,0.0326
FTLP3,1852,0.0326
FAM225B,3101,0.0326
ENSG00000227741,6444,0.0326
FAM200A,7303,0.0326
LINC02432,7000,0.0326
AMDHD1,6118,0.0326
DOC2GP,3140,0.0326
KANSL2,7489,0.0326
ENSG00000213981,6822,0.0326
WDR20,7588,0.0326
ENSG00000280228,6517,0.0326
KBTBD3,7297,0.0326
ENSG00000287630,449,0.0326
ANKRD18EP,2271,0.0326
TTTY4,111,0.0325
ENSG00000290588,5837,0.0325
GRTP1-AS1,3426,0.0325
ENSG00000236274,1316,0.0325
LINC01881,7464,0.0325
IGF2BP1,7406,0.0325
ENSG00000286362,6725,0.0325
LIPJ,1035,0.0325
SPTY2D1,7599,0.0325
ENSG00000255005,6051,0.0325
ENSG00000228303,513,0.0325
ENSG00000285547,6881,0.0325
TSPAN16,6677,0.0325
MCRIP2,7219,0.0325
MCRS1,7346,0.0325
SMARCA1,7537,0.0325
DHRS7B,7525,0.0325
RAB18,7620,0.0325
CSTF3-DT,7132,0.0325
ENSG00000268455,173,0.0325
CCDC92B,5244,0.0325
LINC02028,5500,0.0325
ENSG00000237938,6246,0.0325
ZNHIT3,7376,0.0324
ENSG00000284695,395,0.0324
LRRC20,7195,0.0324
ENSG00000278212,1240,0.0324
ENSG00000279148,6704,0.0324
ENSG00000288102,3709,0.0324
MFAP5,4077,0.0324
ENSG00000231201,7000,0.0324
CA1,6152,0.0324
BTNL8,5183,0.0324
ENSG00000253682,91,0.0324
ENSG00000261602,5419,0.0324
ENKD1,7025,0.0324
ENSG00000254205,5612,0.0324
DLG3-AS1,1005,0.0324
RNA5SP449,30,0.0324
TECPR1,7419,0.0324
ENSG00000271857,1814,0.0324
MIR4733HG,4663,0.0324
ENSG00000272154,6370,0.0324
SYN1,6933,0.0324
LINC01415,2141,0.0324
CLDN6,5633,0.0324
ZNF493,7397,0.0324
ENSG00000222012,1785,0.0324
TMEM18-DT,4017,0.0324
ENSG00000234446,3696,0.0324
RPUSD2,6979,0.0324
ENSG00000223944,4236,0.0324
SLC51A,6981,0.0323
RAB17-DT,3734,0.0323
ENSG00000251229,4613,0.0323
ENSG00000273181,625,0.0323
USP6NL,7596,0.0323
MRPS27,7499,0.0323
SLC25A24P1,5426,0.0323
MTUS2-AS1,5964,0.0323
ARFGEF2,7639,0.0323
RN7SKP133,145,0.0323
YAE1-DT,3991,0.0323
ZYG11A,6747,0.0323
TNNC1,3188,0.0323
ENSG00000290914,5004,0.0323
ELAC1,6830,0.0323
STPG3-AS1,2180,0.0323
ARMC1,7550,0.0323
ENSG00000226329,6553,0.0323
ENSG00000257515,583,0.0323
NFE4,4167,0.0323
LINC00373,4530,0.0323
NBPF2P,4600,0.0323
SCAMP3,7477,0.0323
HSPE1-MOB4,7106,0.0323
RN7SKP45,348,0.0322
GALNT16,6934,0.0322
ENSG00000285724,2138,0.0322
TNR,5938,0.0322
LMAN2L,7442,0.0322
SLC22A5,7336,0.0322
ENSG00000235681,40,0.0322
ENSG00000200235,518,0.0322
ENSG00000251184,4342,0.0322
ENSG00000257829,2839,0.0322
ENSG00000258231,6010,0.0322
GLYATL1,4508,0.0322
TEX28P1,612,0.0322
ENSG00000273828,7080,0.0322
GTPBP8,7411,0.0322
ENSG00000272079,3615,0.0322
B4GALT1-AS1,4518,0.0322
SKIC8,7462,0.0322
NUP88,7549,0.0322
AKR1B15,3522,0.0322
ENSG00000256913,572,0.0322
HOXA10-AS,5899,0.0322
ENSG00000279778,545,0.0322
GAPVD1,7616,0.0322
GGTA2P,1596,0.0322
FAM230J,47,0.0321
ENSG00000274015,7268,0.0321
NUDT8,6530,0.0321
LRRC37A4P,7155,0.0321
ENSG00000275496,4140,0.0321
ENSG00000289525,374,0.0321
PRIM2BP,6758,0.0321
GUCY2GP,2616,0.0321
FAM86DP,6951,0.0321
NAV2-AS4,564,0.0321
BHMT,2298,0.0321
ENSG00000255835,6738,0.0321
RPL7L1P11,440,0.0321
SPDYE18,6114,0.0321
TEKT3,6062,0.0321
GAPDHP1,5010,0.0321
SLC25A35,6400,0.0321
ZNF572,4307,0.0321
ROCK1P1-1,6008,0.0321
CNTN2,3489,0.0321
GS1-600G8.3,2320,0.0321
ENSG00000226900,2242,0.0321
CYS1,5351,0.0321
CDC26,7305,0.0321
LINC02739,5521,0.0321
ENSG00000285590,351,0.0321
ENSG00000289881,1223,0.032
PRMT6,6426,0.032
ENSG00000229625,4853,0.032
EXOC3L2,5316,0.032
NOVA1,7318,0.032
SLC6A4,6042,0.032
ENSG00000289212,5232,0.032
ANO5,7112,0.032
MYOCD,5718,0.032
FAM66A,3716,0.032
WNT10B,5372,0.032
ENSG00000264825,5777,0.032
CENPIP1,1807,0.032
ENSG00000291234,5813,0.032
ENSG00000230863,6201,0.032
ENSG00000279748,2114,0.032
ENSG00000259306,4050,0.032
ENSG00000275180,6640,0.032
BTBD18,6189,0.032
PINLYP,6108,0.032
ENSG00000287497,146,0.0319
ENSG00000236772,4944,0.0319
ENSG00000275895,6895,0.0319
ENSG00000284735,4314,0.0319
SLCO1C1,6813,0.0319
ENSG00000287904,75,0.0319
HSPA5-DT,6453,0.0319
FNBP1P1,7218,0.0319
TIFA,7292,0.0319
MYG1,7322,0.0319
ZBTB49,7350,0.0319
NEURL2,6645,0.0319
ZMYND11,7556,0.0319
ENSG00000232347,5279,0.0319
LINC01203,5826,0.0319
SKOR1,6404,0.0319
GPR63,6979,0.0319
ENSG00000271420,1114,0.0319
ZNF8-DT,7344,0.0319
ENSG00000285652,136,0.0319
UBE2D3P1,1139,0.0319
ZNF667,5527,0.0319
INSYN2A,7187,0.0319
ENSG00000254578,476,0.0319
PIWIL2-DT,6671,0.0319
ENSG00000286369,6953,0.0319
TMEM170B,7037,0.0318
ICMT-DT,4370,0.0318
AXIN1,7526,0.0318
LINC00566,1514,0.0318
CSAG1,5289,0.0318
DPH1-AS1,6864,0.0318
CALM1P2,96,0.0318
PLPPR3,6361,0.0318
ENSG00000270096,5686,0.0318
ATP6V1G2,6867,0.0318
ZNF70P1,115,0.0318
ENSG00000289305,4793,0.0318
LINC01965,4753,0.0318
SLC35E3,7543,0.0318
FBXO43,6527,0.0318
RALA,7608,0.0318
LY6G5B,7151,0.0318
YDJC,7095,0.0318
EIF1AX,7524,0.0318
MADCAM1-AS1,6598,0.0318
BIN1,7394,0.0318
EPB41,7624,0.0318
C12orf29,7395,0.0318
ENSG00000229403,516,0.0318
ENSG00000232749,178,0.0318
CNTN4-AS1,573,0.0318
OSBPL7,7083,0.0318
ENSG00000287807,6210,0.0318
ENSG00000275665,6139,0.0318
ENSG00000233842,1000,0.0318
ENSG00000225200,6836,0.0318
ENSG00000290734,66,0.0317
LINC02004,4949,0.0317
ENSG00000273145,4823,0.0317
LINC02911,2665,0.0317
LINC02211,5660,0.0317
ENSG00000249174,6552,0.0317
EXOSC10-AS1,3091,0.0317
ENSG00000267529,34,0.0317
FOXD2,6174,0.0317
VWC2,4120,0.0317
ENSG00000290801,2940,0.0317
OLA1P1,5493,0.0317
