patient,drug,dose,n_first,n_second,n_both,jaccard
ACH-000790,Adenine,5.0,65,947,50,0.052
ACH-000790,Adenosine,5.0,102,1219,73,0.0585
ACH-000790,Afatinib,0.05,647,297,87,0.1015
ACH-000790,Afatinib,0.5,1013,569,146,0.1017
ACH-000790,Afatinib,5.0,494,1199,137,0.088
ACH-000790,Aliskiren,5.0,57,504,49,0.0957
ACH-000790,Allantoin,5.0,158,1057,65,0.0565
ACH-000790,Almonertinib (hydrochloride),5.0,97,602,62,0.0973
ACH-000790,Almonertinib (mesylate),0.05,319,413,59,0.0877
ACH-000790,Almonertinib (mesylate),0.5,358,1411,112,0.0676
ACH-000790,Almonertinib (mesylate),5.0,471,722,80,0.0719
ACH-000790,Amsacrine,5.0,177,1317,125,0.0913
ACH-000790,Anethole trithione,5.0,149,1138,102,0.0861
ACH-000790,Artesunate,5.0,662,2615,449,0.1588
ACH-000790,Azithromycin (hydrate),5.0,91,675,63,0.0896
ACH-000790,Baicalin,5.0,121,847,86,0.0975
ACH-000790,Balsalazide (sodium hydrate),5.0,48,725,36,0.0488
ACH-000790,Belumosudil,0.05,348,170,47,0.0998
ACH-000790,Belumosudil,0.5,388,957,107,0.0864
ACH-000790,Belumosudil,5.0,815,842,132,0.0866
ACH-000790,Berbamine,0.5,1615,207,98,0.0568
ACH-000790,Berbamine,5.0,44,529,40,0.075
ACH-000790,Berbamine (dihydrochloride),0.05,551,259,95,0.1329
ACH-000790,Berbamine (dihydrochloride),0.5,624,666,98,0.0822
ACH-000790,Berbamine (dihydrochloride),5.0,681,480,61,0.0555
ACH-000790,Berberine (chloride hydrate),5.0,68,691,58,0.0827
ACH-000790,Bergenin,5.0,73,770,53,0.0671
ACH-000790,Bimatoprost,5.0,151,1050,81,0.0723
ACH-000790,Binimetinib,0.05,666,1795,390,0.1883
ACH-000790,Binimetinib,0.5,1163,2399,548,0.1818
ACH-000790,Binimetinib,5.0,2729,169,125,0.0451
ACH-000790,Busulfan,5.0,97,623,43,0.0635
ACH-000790,Captopril,0.05,644,743,99,0.0769
ACH-000790,Cepharanthine,5.0,68,727,45,0.06
ACH-000790,Chlorhexidine (diacetate),0.5,1452,311,133,0.0816
ACH-000790,Chlorhexidine (diacetate),5.0,37,824,33,0.0399
ACH-000790,Ciclopirox,5.0,85,1143,57,0.0487
ACH-000790,Clonidine (hydrochloride),5.0,74,1126,56,0.049
ACH-000790,Clotrimazole,5.0,95,862,67,0.0753
ACH-000790,Cloxacillin (sodium),5.0,43,424,35,0.081
ACH-000790,Cysteamine (hydrochloride),5.0,42,598,31,0.0509
ACH-000790,Cytarabine,0.05,813,678,149,0.111
ACH-000790,Cytarabine,0.5,354,997,97,0.0774
ACH-000790,Cytarabine,5.0,335,1077,95,0.0721
ACH-000790,DTP3,0.05,104,2518,27,0.0104
ACH-000790,Daidzin,0.05,719,309,93,0.0995
ACH-000790,Daidzin,0.5,491,1020,89,0.0626
ACH-000790,Daidzin,5.0,609,787,91,0.0697
ACH-000790,Darinaparsin,5.0,113,1356,82,0.0591
ACH-000790,Demeclocycline,5.0,62,660,32,0.0464
ACH-000790,Diammonium Glycyrrhizinate,5.0,68,939,43,0.0446
ACH-000790,Docetaxel,5.0,123,865,69,0.0751
ACH-000790,Elagolix sodium,5.0,75,881,49,0.054
ACH-000790,Flumatinib (mesylate),0.05,702,455,98,0.0925
ACH-000790,Flumatinib (mesylate),0.5,768,1662,243,0.1111
ACH-000790,Flumatinib (mesylate),5.0,480,537,73,0.0773
ACH-000790,Fluvoxamine (maleate),5.0,38,916,27,0.0291
ACH-000790,Folic acid,5.0,52,641,31,0.0468
ACH-000790,Fumaric acid,0.05,654,553,94,0.0845
ACH-000790,Fumaric acid,0.5,732,1843,198,0.0833
ACH-000790,Fumaric acid,5.0,917,1553,235,0.1051
ACH-000790,Furosemide,5.0,43,471,28,0.0576
ACH-000790,Fusidic acid,5.0,53,563,45,0.0788
ACH-000790,Gallic acid,5.0,88,802,65,0.0788
ACH-000790,Gallic acid (hydrate),5.0,95,743,55,0.0702
ACH-000790,Gemfibrozil,5.0,111,793,86,0.1051
ACH-000790,Goserelin (acetate),5.0,67,969,51,0.0518
ACH-000790,Hexylresorcinol,5.0,122,706,80,0.107
ACH-000790,Homoharringtonine,5.0,3210,6373,2560,0.3645
ACH-000790,Hydroxyfasudil,0.05,252,1138,45,0.0335
ACH-000790,Idarubicin (hydrochloride),5.0,2489,5862,1851,0.2848
ACH-000790,Irinotecan (hydrochloride),0.05,1543,342,105,0.059
ACH-000790,Irinotecan (hydrochloride),0.5,1170,1262,237,0.108
ACH-000790,Irinotecan (hydrochloride),5.0,1484,680,196,0.0996
ACH-000790,Isocorydine,5.0,77,481,33,0.0629
ACH-000790,L-Thyroxine (sodium salt pentahydrate),5.0,251,726,48,0.0517
ACH-000790,Larotrectinib,5.0,68,604,43,0.0684
ACH-000790,Lenalidomide (hemihydrate),5.0,53,693,39,0.0552
ACH-000790,Lidocaine (hydrochloride),5.0,204,1377,109,0.074
ACH-000790,Lipoic acid,5.0,94,525,66,0.1193
ACH-000790,Lumateperone (tosylate),5.0,58,467,39,0.0802
ACH-000790,Malotilate,0.05,2648,413,163,0.0562
ACH-000790,Medroxyprogesterone acetate,5.0,142,1337,82,0.0587
ACH-000790,Megestrol,5.0,99,710,66,0.0888
ACH-000790,Methylprednisolone succinate,0.05,185,773,28,0.0301
ACH-000790,Mitoxantrone (dihydrochloride),5.0,151,1828,96,0.051
ACH-000790,Naproxen,0.05,241,353,40,0.0722
ACH-000790,Naproxen,0.5,251,958,67,0.0587
ACH-000790,Naproxen,5.0,393,183,51,0.0971
ACH-000790,Neratinib (maleate),5.0,166,1926,126,0.0641
ACH-000790,Norepinephrine (hydrochloride),5.0,86,956,58,0.0589
ACH-000790,Olanzapine,5.0,100,1070,72,0.0656
ACH-000790,PF-06260933,0.05,30,509,10,0.0189
ACH-000790,Palmatine (chloride),5.0,52,538,42,0.0766
ACH-000790,Pasireotide (acetate),5.0,104,568,72,0.12
ACH-000790,Pentagastrin,5.0,53,950,31,0.0319
ACH-000790,Pentamidine (isethionate),0.5,473,330,62,0.0837
ACH-000790,Pentamidine (isethionate),5.0,113,1075,71,0.0636
ACH-000790,Pralsetinib,0.05,386,402,85,0.1209
ACH-000790,Pravastatin (sodium),0.05,584,297,53,0.064
ACH-000790,Pravastatin (sodium),0.5,547,680,92,0.0811
ACH-000790,Pravastatin (sodium),5.0,1105,810,226,0.1338
ACH-000790,Pyridoxine,5.0,91,1073,53,0.0477
ACH-000790,Pyridoxine (hydrochloride),5.0,54,484,34,0.0675
ACH-000790,Quinestrol,5.0,132,1064,106,0.0972
ACH-000790,Radotinib,5.0,138,977,95,0.0931
ACH-000790,Ralimetinib dimesylate,0.05,92,680,16,0.0212
ACH-000790,Raltitrexed,5.0,82,1064,64,0.0591
ACH-000790,Rapamycin,5.0,101,1811,66,0.0358
ACH-000790,Regorafenib,0.05,219,397,65,0.118
ACH-000790,Regorafenib,0.5,541,612,99,0.0939
ACH-000790,Regorafenib,5.0,401,43,15,0.035
ACH-000790,Relugolix,5.0,26,484,18,0.0366
ACH-000790,Resveratrol,5.0,151,1254,78,0.0588
ACH-000790,Retinoic acid,5.0,145,1222,115,0.0919
ACH-000790,Riluzole hydrochloride,5.0,86,1579,73,0.0459
ACH-000790,Rimonabant,5.0,102,858,72,0.0811
ACH-000790,Ritonavir,5.0,58,862,45,0.0514
ACH-000790,Ropivacaine (hydrochloride monohydrate),5.0,127,776,87,0.1066
ACH-000790,S-Adenosyl-L-methionine (disulfate tosylate),5.0,97,1103,68,0.0601
ACH-000790,Salicylic acid,5.0,89,742,58,0.075
ACH-000790,Saquinavir,5.0,114,1004,67,0.0637
ACH-000790,Selinexor ,5.0,385,2035,279,0.1303
ACH-000790,Sinomenine,5.0,70,565,48,0.0818
ACH-000790,Sodium Salicylate,5.0,152,829,90,0.101
ACH-000790,Sonidegib,0.05,151,798,23,0.0248
ACH-000790,Sulfisoxazole,0.5,2283,450,173,0.0676
ACH-000790,Sulfisoxazole,5.0,55,866,38,0.043
ACH-000790,Temsirolimus,5.0,63,966,56,0.0576
ACH-000790,Terfenadine,0.5,1667,283,84,0.045
ACH-000790,Terfenadine,5.0,55,714,36,0.0491
ACH-000790,Thymol,5.0,86,530,34,0.0584
ACH-000790,Tofacitinib,5.0,153,1380,116,0.0819
ACH-000790,Tofacitinib (citrate),5.0,166,1239,104,0.0799
ACH-000790,Tolcapone,5.0,63,995,53,0.0527
ACH-000790,Topotecan (hydrochloride),0.05,722,279,68,0.0729
ACH-000790,Topotecan (hydrochloride),0.5,484,3731,290,0.0739
ACH-000790,Topotecan (hydrochloride),5.0,719,3004,283,0.0823
ACH-000790,Trametinib,0.05,460,2325,259,0.1025
ACH-000790,Trametinib,0.5,1174,2326,521,0.1749
ACH-000790,Trametinib,5.0,3130,545,302,0.0895
ACH-000790,Triamcinolone,5.0,183,2398,153,0.063
ACH-000790,Triclosan,5.0,49,927,40,0.0427
ACH-000790,Trifluridine,5.0,37,772,20,0.0253
ACH-000790,Trimetrexate,5.0,73,887,50,0.0549
ACH-000790,Tucidinostat,5.0,181,5219,158,0.0301
ACH-000790,Vilanterol,5.0,51,707,41,0.0572
ACH-000790,Vinblastine (sulfate),5.0,264,2251,220,0.0959
ACH-000790,olaparib,0.05,54,722,14,0.0184
ACH-000793,(R)-Verapamil (hydrochloride),5.0,541,2964,380,0.1216
ACH-000793,18β-Glycyrrhetinic acid,5.0,821,2108,419,0.1669
ACH-000793,8-Hydroxyquinoline,5.0,685,2428,325,0.1166
ACH-000793,Acetohexamide,5.0,843,2148,316,0.1181
ACH-000793,Adagrasib,0.05,3698,2802,1546,0.3121
ACH-000793,Adenine,5.0,929,3016,507,0.1475
ACH-000793,Adenosine,5.0,913,2890,551,0.1694
ACH-000793,Afatinib,0.05,2176,454,196,0.0805
ACH-000793,Afatinib,0.5,1227,2910,437,0.1181
ACH-000793,Afatinib,5.0,1158,4621,678,0.1329
ACH-000793,Aliskiren,5.0,677,2221,385,0.1532
ACH-000793,Allantoin,5.0,1805,3350,904,0.2127
ACH-000793,Almonertinib (hydrochloride),5.0,1143,2355,497,0.1656
ACH-000793,Almonertinib (mesylate),0.05,310,375,51,0.0804
ACH-000793,Almonertinib (mesylate),0.5,434,1509,123,0.0676
ACH-000793,Almonertinib (mesylate),5.0,701,1453,213,0.1097
ACH-000793,Amsacrine,5.0,1061,2909,592,0.1753
ACH-000793,Anethole trithione,5.0,1621,3048,870,0.229
ACH-000793,Artesunate,5.0,2477,5573,1998,0.3301
ACH-000793,Azithromycin (hydrate),5.0,853,2249,417,0.1553
ACH-000793,Baicalin,5.0,963,3552,664,0.1724
ACH-000793,Balsalazide (sodium hydrate),5.0,493,3147,327,0.0987
ACH-000793,Belumosudil,0.05,448,209,64,0.1079
ACH-000793,Belumosudil,0.5,554,656,97,0.0872
ACH-000793,Belumosudil,5.0,1036,1614,293,0.1243
ACH-000793,Berbamine,0.5,1544,996,284,0.1259
ACH-000793,Berbamine,5.0,542,2769,354,0.1197
ACH-000793,Berbamine (dihydrochloride),0.05,896,311,113,0.1033
ACH-000793,Berbamine (dihydrochloride),0.5,1085,754,204,0.1248
ACH-000793,Berbamine (dihydrochloride),5.0,1032,1190,206,0.1022
ACH-000793,Berberine (chloride hydrate),5.0,701,3161,458,0.1345
ACH-000793,Bergenin,5.0,1086,2512,600,0.2001
ACH-000793,Bimatoprost,5.0,725,3066,382,0.1121
ACH-000793,Binimetinib,0.05,1566,1466,509,0.2017
ACH-000793,Binimetinib,0.5,1587,4669,840,0.1551
ACH-000793,Binimetinib,5.0,2206,1165,570,0.2035
ACH-000793,Busulfan,5.0,1142,2361,473,0.1561
ACH-000793,Captopril,0.05,1544,808,207,0.0965
ACH-000793,Cepharanthine,5.0,1435,2616,800,0.2461
ACH-000793,Chlorhexidine (diacetate),0.5,1389,1699,375,0.1382
ACH-000793,Chlorhexidine (diacetate),5.0,751,3527,533,0.1423
ACH-000793,Ciclopirox,5.0,697,3359,444,0.1229
ACH-000793,Clonidine (hydrochloride),5.0,1010,3889,676,0.1601
ACH-000793,Clotrimazole,5.0,793,3099,466,0.136
ACH-000793,Cloxacillin (sodium),5.0,691,2236,381,0.1496
ACH-000793,Cysteamine (hydrochloride),5.0,588,2246,333,0.1331
ACH-000793,Cytarabine,0.05,911,442,124,0.1009
ACH-000793,Cytarabine,0.5,627,830,107,0.0793
ACH-000793,Cytarabine,5.0,334,1191,101,0.0709
ACH-000793,DTP3,0.05,7746,2411,108,0.0107
ACH-000793,Daidzin,0.05,712,330,102,0.1085
ACH-000793,Daidzin,0.5,521,624,82,0.0771
ACH-000793,Daidzin,5.0,825,1308,171,0.0872
ACH-000793,Darinaparsin,5.0,1055,3337,618,0.1638
ACH-000793,Demeclocycline,5.0,618,1549,211,0.1079
ACH-000793,Diammonium Glycyrrhizinate,5.0,687,3359,413,0.1137
ACH-000793,Docetaxel,5.0,976,3042,500,0.1421
ACH-000793,Elagolix sodium,5.0,1117,2978,500,0.1391
ACH-000793,Flumatinib (mesylate),0.05,696,462,113,0.1081
ACH-000793,Flumatinib (mesylate),0.5,734,1192,184,0.1056
ACH-000793,Flumatinib (mesylate),5.0,613,1068,174,0.1155
ACH-000793,Fluvoxamine (maleate),5.0,660,3303,437,0.1239
ACH-000793,Folic acid,5.0,367,2990,210,0.0667
ACH-000793,Fumaric acid,0.05,620,497,108,0.107
ACH-000793,Fumaric acid,0.5,637,1526,192,0.0974
ACH-000793,Fumaric acid,5.0,779,1984,262,0.1048
ACH-000793,Furosemide,5.0,582,2021,283,0.122
ACH-000793,Fusidic acid,5.0,845,2736,575,0.1913
ACH-000793,Gallic acid,5.0,736,2896,472,0.1494
ACH-000793,Gallic acid (hydrate),5.0,945,3257,507,0.1372
ACH-000793,Gemfibrozil,5.0,1012,2707,543,0.171
ACH-000793,Goserelin (acetate),5.0,1393,3328,803,0.205
ACH-000793,Hexylresorcinol,5.0,1048,3367,681,0.1824
ACH-000793,Homoharringtonine,5.0,6841,8202,5104,0.5135
ACH-000793,Hydroxyfasudil,0.05,578,2923,182,0.0548
ACH-000793,Idarubicin (hydrochloride),5.0,8226,13278,7042,0.4869
ACH-000793,Irinotecan (hydrochloride),0.05,2614,315,130,0.0464
ACH-000793,Irinotecan (hydrochloride),0.5,3394,1100,424,0.1042
ACH-000793,Irinotecan (hydrochloride),5.0,2767,1232,457,0.129
ACH-000793,Isocorydine,5.0,965,2232,468,0.1715
ACH-000793,L-Thyroxine (sodium salt pentahydrate),5.0,300,2838,59,0.0192
ACH-000793,Larotrectinib,5.0,887,1861,354,0.1479
ACH-000793,Lenalidomide (hemihydrate),5.0,732,2592,434,0.1502
ACH-000793,Lidocaine (hydrochloride),5.0,1614,2997,699,0.1787
ACH-000793,Lipoic acid,5.0,832,2005,459,0.193
ACH-000793,Lumateperone (tosylate),5.0,533,2401,343,0.1324
ACH-000793,Malotilate,0.05,2791,628,239,0.0752
ACH-000793,Medroxyprogesterone acetate,5.0,1076,3138,520,0.1408
ACH-000793,Megestrol,5.0,637,2434,340,0.1245
ACH-000793,Methylprednisolone succinate,0.05,9317,822,44,0.0044
ACH-000793,Mitoxantrone (dihydrochloride),5.0,963,5753,579,0.0943
ACH-000793,Naproxen,0.05,286,214,49,0.1086
ACH-000793,Naproxen,0.5,357,969,101,0.0824
ACH-000793,Naproxen,5.0,456,285,65,0.0962
ACH-000793,Neratinib (maleate),5.0,1157,5716,899,0.1505
ACH-000793,Norepinephrine (hydrochloride),5.0,918,2965,435,0.1262
ACH-000793,Olanzapine,5.0,808,2985,474,0.1428
ACH-000793,Palmatine (chloride),5.0,518,2258,246,0.0972
ACH-000793,Pasireotide (acetate),5.0,1305,2888,714,0.2052
ACH-000793,Pentagastrin,5.0,634,3171,398,0.1168
ACH-000793,Pentamidine (isethionate),0.5,855,1696,222,0.0953
ACH-000793,Pentamidine (isethionate),5.0,1226,2674,499,0.1467
ACH-000793,Pralsetinib,0.05,2242,562,203,0.078
ACH-000793,Pravastatin (sodium),0.05,547,272,63,0.0833
ACH-000793,Pravastatin (sodium),0.5,559,611,94,0.0874
ACH-000793,Pravastatin (sodium),5.0,1055,1427,337,0.1571
ACH-000793,Pyridoxine,5.0,840,2680,419,0.1351
ACH-000793,Pyridoxine (hydrochloride),5.0,900,2155,375,0.1399
ACH-000793,Quinestrol,5.0,866,3034,604,0.1833
ACH-000793,Radotinib,5.0,1229,2915,747,0.2199
ACH-000793,Raltitrexed,5.0,536,2816,377,0.1267
ACH-000793,Rapamycin,5.0,1392,4402,777,0.1549
ACH-000793,Regorafenib,0.05,1562,585,189,0.0965
ACH-000793,Regorafenib,0.5,640,4267,348,0.0763
ACH-000793,Regorafenib,5.0,302,2425,130,0.0501
ACH-000793,Relugolix,5.0,387,2553,231,0.0853
ACH-000793,Resveratrol,5.0,1017,3288,492,0.129
ACH-000793,Retinoic acid,5.0,1220,3779,840,0.202
ACH-000793,Riluzole hydrochloride,5.0,1336,4076,825,0.1799
ACH-000793,Rimonabant,5.0,1200,3065,780,0.2238
ACH-000793,Ritonavir,5.0,641,2560,338,0.1181
ACH-000793,Ropivacaine (hydrochloride monohydrate),5.0,844,2646,558,0.1903
ACH-000793,S-Adenosyl-L-methionine (disulfate tosylate),5.0,1217,3745,826,0.1997
ACH-000793,Salicylic acid,5.0,669,2936,373,0.1154
ACH-000793,Saquinavir,5.0,752,2901,413,0.1275
ACH-000793,Selinexor ,5.0,2403,6260,1695,0.2433
ACH-000793,Sinomenine,5.0,843,2315,448,0.1653
ACH-000793,Sodium Salicylate,5.0,1228,3526,598,0.1439
ACH-000793,Sonidegib,0.05,3567,3237,178,0.0269
ACH-000793,Sulfisoxazole,0.5,1752,2173,457,0.1318
ACH-000793,Sulfisoxazole,5.0,747,3296,435,0.1206
ACH-000793,Temsirolimus,5.0,1099,3633,761,0.1916
ACH-000793,Terfenadine,0.5,1298,2041,351,0.1175
ACH-000793,Terfenadine,5.0,1392,3360,774,0.1946
ACH-000793,Thymol,5.0,992,1505,329,0.1518
ACH-000793,Tofacitinib,5.0,903,3697,561,0.1389
ACH-000793,Tofacitinib (citrate),5.0,1253,3652,790,0.192
ACH-000793,Tolcapone,5.0,485,3880,348,0.0866
ACH-000793,Topotecan (hydrochloride),0.05,915,320,85,0.0739
ACH-000793,Topotecan (hydrochloride),0.5,547,4193,323,0.0731
ACH-000793,Topotecan (hydrochloride),5.0,853,4280,411,0.087
ACH-000793,Trametinib,0.05,2166,2529,850,0.2211
ACH-000793,Trametinib,0.5,2171,5058,1228,0.2046
ACH-000793,Trametinib,5.0,3573,4132,1665,0.2757
ACH-000793,Triamcinolone,5.0,1679,3138,925,0.2377
ACH-000793,Triclosan,5.0,862,2942,498,0.1506
ACH-000793,Trifluridine,5.0,489,2983,296,0.0932
ACH-000793,Trimetrexate,5.0,803,3375,492,0.1335
ACH-000793,Tucidinostat,5.0,2696,9764,2233,0.2183
ACH-000793,Vilanterol,5.0,881,2547,545,0.189
ACH-000793,Vinblastine (sulfate),5.0,1773,5607,1364,0.2267
ACH-000793,olaparib,0.05,8842,2765,100,0.0087
ACH-000842,(R)-Verapamil (hydrochloride),5.0,897,3343,483,0.1286
ACH-000842,18β-Glycyrrhetinic acid,5.0,1559,2923,671,0.1761
ACH-000842,8-Hydroxyquinoline,5.0,1648,4218,873,0.1748
ACH-000842,Abemaciclib,0.05,11875,2976,144,0.0098
ACH-000842,Acetohexamide,5.0,1619,2986,563,0.1393
ACH-000842,Adagrasib,0.05,7390,6165,3793,0.3885
ACH-000842,Adenine,5.0,1389,4125,758,0.1594
ACH-000842,Adenosine,5.0,1917,4547,1033,0.1902
ACH-000842,Afatinib,0.05,3805,1422,637,0.1388
ACH-000842,Afatinib,0.5,3364,4865,1414,0.2075
ACH-000842,Afatinib,5.0,2580,6928,1441,0.1786
ACH-000842,Aliskiren,5.0,1361,3328,669,0.1664
ACH-000842,Allantoin,5.0,2852,4653,1445,0.2384
ACH-000842,Almonertinib (hydrochloride),5.0,1847,2993,685,0.1649
ACH-000842,Almonertinib (mesylate),0.05,1300,1358,314,0.134
ACH-000842,Almonertinib (mesylate),0.5,2220,3645,809,0.16
ACH-000842,Almonertinib (mesylate),5.0,1992,2684,612,0.1506
ACH-000842,Amsacrine,5.0,2567,6233,1721,0.2431
ACH-000842,Anethole trithione,5.0,2179,5091,1324,0.2227
ACH-000842,Artesunate,5.0,2837,6439,2147,0.3012
ACH-000842,Azithromycin (hydrate),5.0,1931,2843,769,0.192
ACH-000842,Baicalin,5.0,1682,4725,1052,0.1965
ACH-000842,Balsalazide (sodium hydrate),5.0,1149,4445,681,0.1386
ACH-000842,Belumosudil,0.05,1556,936,308,0.141
ACH-000842,Belumosudil,0.5,1873,2002,442,0.1288
ACH-000842,Belumosudil,5.0,2520,4230,981,0.17
ACH-000842,Berbamine,0.5,4010,1868,813,0.1605
ACH-000842,Berbamine,5.0,1141,4406,546,0.1092
ACH-000842,Berbamine (dihydrochloride),0.05,2197,787,329,0.1239
ACH-000842,Berbamine (dihydrochloride),0.5,2631,1957,539,0.1331
ACH-000842,Berbamine (dihydrochloride),5.0,1700,2461,458,0.1237
ACH-000842,Berberine (chloride hydrate),5.0,1613,5000,948,0.1673
ACH-000842,Bergenin,5.0,1516,3322,705,0.1706
ACH-000842,Bimatoprost,5.0,1559,3895,704,0.1482
ACH-000842,Binimetinib,0.05,4823,6571,2997,0.3569
ACH-000842,Binimetinib,0.5,6601,8343,3954,0.3598
ACH-000842,Binimetinib,5.0,8106,2156,1659,0.1928
ACH-000842,Busulfan,5.0,2496,3368,962,0.1962
ACH-000842,Captopril,0.05,2842,2070,558,0.1282
ACH-000842,Cepharanthine,5.0,2114,3078,939,0.2208
ACH-000842,Chlorhexidine (diacetate),0.5,3900,2689,1020,0.1832
ACH-000842,Chlorhexidine (diacetate),5.0,1144,4529,709,0.1428
ACH-000842,Ciclopirox,5.0,1199,4248,610,0.1261
ACH-000842,Clonidine (hydrochloride),5.0,1446,5942,1051,0.1659
ACH-000842,Clotrimazole,5.0,1401,4338,693,0.1373
ACH-000842,Cloxacillin (sodium),5.0,958,3418,510,0.1319
ACH-000842,Cysteamine (hydrochloride),5.0,1085,3331,523,0.1343
ACH-000842,Cytarabine,0.05,2483,1207,459,0.1421
ACH-000842,Cytarabine,0.5,1958,2918,569,0.1321
ACH-000842,Cytarabine,5.0,1466,3780,612,0.1321
ACH-000842,DTP3,0.05,10211,5416,339,0.0222
ACH-000842,Daidzin,0.05,2510,997,361,0.1147
ACH-000842,Daidzin,0.5,2131,2402,476,0.1173
ACH-000842,Daidzin,5.0,1670,2857,489,0.1211
ACH-000842,Darinaparsin,5.0,2627,4548,1483,0.2605
ACH-000842,Demeclocycline,5.0,1600,2547,485,0.1324
ACH-000842,Diammonium Glycyrrhizinate,5.0,1485,4569,781,0.1481
ACH-000842,Docetaxel,5.0,2655,4355,1286,0.2247
ACH-000842,Elagolix sodium,5.0,2196,4345,1038,0.1886
ACH-000842,Flumatinib (mesylate),0.05,1544,1549,413,0.1541
ACH-000842,Flumatinib (mesylate),0.5,2409,3735,1009,0.1965
ACH-000842,Flumatinib (mesylate),5.0,1721,2477,561,0.1542
ACH-000842,Fluvoxamine (maleate),5.0,1070,4735,692,0.1353
ACH-000842,Folic acid,5.0,1118,4415,652,0.1336
ACH-000842,Fumaric acid,0.05,2413,1622,504,0.1427
ACH-000842,Fumaric acid,0.5,2509,4134,919,0.1606
ACH-000842,Fumaric acid,5.0,2681,4232,1069,0.1829
ACH-000842,Furosemide,5.0,1231,2418,507,0.1614
ACH-000842,Fusidic acid,5.0,1402,3812,850,0.1948
ACH-000842,Gallic acid,5.0,1295,4262,766,0.1599
ACH-000842,Gallic acid (hydrate),5.0,2189,3787,1008,0.2029
ACH-000842,Gemfibrozil,5.0,2075,3839,986,0.2001
ACH-000842,Goserelin (acetate),5.0,1369,4612,840,0.1634
ACH-000842,Hexylresorcinol,5.0,1802,4237,1053,0.2112
ACH-000842,Homoharringtonine,5.0,11241,13852,9604,0.6201
ACH-000842,Hydroxyfasudil,0.05,784,3622,174,0.0411
ACH-000842,Idarubicin (hydrochloride),5.0,12248,16839,10617,0.5748
ACH-000842,Irinotecan (hydrochloride),0.05,3839,1254,543,0.1193
ACH-000842,Irinotecan (hydrochloride),0.5,2939,3225,898,0.1705
ACH-000842,Irinotecan (hydrochloride),5.0,3205,3459,1007,0.178
ACH-000842,Isocorydine,5.0,1041,3678,584,0.1412
ACH-000842,L-Thyroxine (sodium salt pentahydrate),5.0,403,3654,100,0.0253
ACH-000842,Larotrectinib,5.0,1344,2915,570,0.1545
ACH-000842,Lenalidomide (hemihydrate),5.0,1073,3357,542,0.1394
ACH-000842,Lidocaine (hydrochloride),5.0,3195,4554,1518,0.2436
ACH-000842,Lipoic acid,5.0,1446,2644,675,0.1977
ACH-000842,Lumateperone (tosylate),5.0,1076,3191,560,0.1511
ACH-000842,Malotilate,0.05,5526,1677,792,0.1235
ACH-000842,Medroxyprogesterone acetate,5.0,1772,3119,758,0.1834
ACH-000842,Megestrol,5.0,1468,3013,582,0.1493
ACH-000842,Mitoxantrone (dihydrochloride),5.0,2496,10435,1637,0.1449
ACH-000842,Naproxen,0.05,1151,1334,289,0.1316
ACH-000842,Naproxen,0.5,1431,2700,458,0.1247
ACH-000842,Naproxen,5.0,1427,740,212,0.1084
ACH-000842,Neratinib (maleate),5.0,1655,6120,1136,0.1711
ACH-000842,Norepinephrine (hydrochloride),5.0,1683,3643,696,0.1503
ACH-000842,Olanzapine,5.0,1621,4347,876,0.172
ACH-000842,PF-06260933,0.05,9487,1835,129,0.0115
ACH-000842,Palmatine (chloride),5.0,1247,3156,569,0.1484
ACH-000842,Pasireotide (acetate),5.0,1936,4345,978,0.1844
ACH-000842,Pentagastrin,5.0,1179,4824,638,0.1189
ACH-000842,Pentamidine (isethionate),0.5,1781,2920,512,0.1222
ACH-000842,Pentamidine (isethionate),5.0,1897,4156,948,0.1857
ACH-000842,Pralsetinib,0.05,3340,1555,555,0.1279
ACH-000842,Pravastatin (sodium),0.05,2174,992,349,0.1239
ACH-000842,Pravastatin (sodium),0.5,2274,1893,464,0.1253
ACH-000842,Pravastatin (sodium),5.0,3132,3190,1162,0.2252
ACH-000842,Pyridoxine,5.0,2232,4169,1032,0.1922
ACH-000842,Pyridoxine (hydrochloride),5.0,1815,4235,1028,0.2047
ACH-000842,Quinestrol,5.0,1472,4237,871,0.18
ACH-000842,Radotinib,5.0,1837,3769,1054,0.2315
ACH-000842,Ralimetinib dimesylate,0.05,10525,2677,173,0.0133
ACH-000842,Raltitrexed,5.0,1373,5494,1013,0.173
ACH-000842,Rapamycin,5.0,1810,4988,922,0.1569
ACH-000842,Regorafenib,0.05,2275,1730,507,0.1449
ACH-000842,Regorafenib,0.5,2079,4719,866,0.146
ACH-000842,Regorafenib,5.0,1749,1352,322,0.1159
ACH-000842,Relugolix,5.0,909,3787,441,0.1036
ACH-000842,Resveratrol,5.0,2040,4319,881,0.1608
ACH-000842,Retinoic acid,5.0,1566,3794,839,0.1856
ACH-000842,Riluzole hydrochloride,5.0,2807,5771,1707,0.2484
ACH-000842,Rimonabant,5.0,1429,3355,829,0.2096
ACH-000842,Ritonavir,5.0,1388,3711,757,0.1743
ACH-000842,Ropivacaine (hydrochloride monohydrate),5.0,1655,4016,1092,0.2385
ACH-000842,S-Adenosyl-L-methionine (disulfate tosylate),5.0,2032,5367,1373,0.2278
ACH-000842,Salicylic acid,5.0,1430,4085,767,0.1615
ACH-000842,Saquinavir,5.0,1349,3664,636,0.1453
