patient,drug,dose,n_first,n_second,n_both,jaccard
ACH-000396,Sodium Salicylate,5.0,1459,2740,626,0.1752
ACH-000396,Sonidegib,0.05,8119,2054,70,0.0069
ACH-000396,Sulfisoxazole,0.5,1227,2096,325,0.1084
ACH-000396,Sulfisoxazole,5.0,499,2925,273,0.0866
ACH-000396,Temsirolimus,5.0,701,3180,463,0.1355
ACH-000396,Terfenadine,0.5,965,2208,313,0.1094
ACH-000396,Terfenadine,5.0,760,3081,393,0.114
ACH-000396,Thymol,5.0,997,1507,337,0.1555
ACH-000396,Tofacitinib,5.0,808,2733,478,0.1561
ACH-000396,Tofacitinib (citrate),5.0,869,2717,461,0.1475
ACH-000396,Tolcapone,5.0,456,3612,296,0.0785
ACH-000396,Topotecan (hydrochloride),0.05,1046,588,151,0.1018
ACH-000396,Topotecan (hydrochloride),0.5,877,5589,577,0.098
ACH-000396,Topotecan (hydrochloride),5.0,910,3854,424,0.0977
ACH-000396,Trametinib,0.05,1671,1826,507,0.1696
ACH-000396,Trametinib,0.5,1865,5592,1124,0.1775
ACH-000396,Trametinib,5.0,4275,3982,1716,0.2623
ACH-000396,Triamcinolone,5.0,1321,3536,828,0.2055
ACH-000396,Triclosan,5.0,682,2453,390,0.1421
ACH-000396,Trifluridine,5.0,398,3150,225,0.0677
ACH-000396,Trimetrexate,5.0,669,3236,363,0.1025
ACH-000396,Tucidinostat,5.0,2087,9292,1765,0.1836
ACH-000396,Vilanterol,5.0,611,2544,364,0.1304
ACH-000396,Vinblastine (sulfate),5.0,758,3092,487,0.1448
ACH-000396,c-Kit-IN-1,0.05,6652,3389,86,0.0086
ACH-000396,olaparib,0.05,7526,1456,48,0.0054
ACH-000437,(R)-Verapamil (hydrochloride),5.0,0,61,0,0.0
ACH-000437,18β-Glycyrrhetinic acid,5.0,43,133,15,0.0932
ACH-000437,8-Hydroxyquinoline,5.0,10,28,5,0.1515
ACH-000437,Abemaciclib,0.05,30,3,3,0.1
ACH-000437,Acetohexamide,5.0,4,60,2,0.0323
ACH-000437,Adagrasib,0.05,38,55,16,0.2078
ACH-000437,Adenine,5.0,6,8,3,0.2727
ACH-000437,Adenosine,5.0,1,90,1,0.0111
ACH-000437,Afatinib,0.05,43,2,2,0.0465
ACH-000437,Afatinib,0.5,3,58,2,0.0339
ACH-000437,Afatinib,5.0,3,133,3,0.0226
ACH-000437,Aliskiren,5.0,5,38,4,0.1026
ACH-000437,Allantoin,5.0,40,37,11,0.1667
ACH-000437,Almonertinib (hydrochloride),5.0,91,83,19,0.1226
ACH-000437,Almonertinib (mesylate),0.05,0,0,0,
ACH-000437,Almonertinib (mesylate),0.5,1,30,0,0.0
ACH-000437,Almonertinib (mesylate),5.0,12,0,0,0.0
ACH-000437,Amsacrine,5.0,6,128,5,0.0388
ACH-000437,Anethole trithione,5.0,21,37,9,0.1837
ACH-000437,Artesunate,5.0,8,76,6,0.0769
ACH-000437,Azithromycin (hydrate),5.0,39,121,11,0.0738
ACH-000437,Baicalin,5.0,6,36,3,0.0769
ACH-000437,Balsalazide (sodium hydrate),5.0,2,27,1,0.0357
ACH-000437,Belumosudil,0.05,1,1,1,1.0
ACH-000437,Belumosudil,0.5,1,1,0,0.0
ACH-000437,Belumosudil,5.0,0,2,0,0.0
ACH-000437,Berbamine,0.5,1,12,0,0.0
ACH-000437,Berbamine,5.0,11,35,5,0.122
ACH-000437,Berbamine (dihydrochloride),0.05,4,3,2,0.4
ACH-000437,Berbamine (dihydrochloride),0.5,1,4,1,0.25
ACH-000437,Berbamine (dihydrochloride),5.0,5,3,2,0.3333
ACH-000437,Berberine (chloride hydrate),5.0,4,14,2,0.125
ACH-000437,Bergenin,5.0,11,19,2,0.0714
ACH-000437,Bimatoprost,5.0,5,89,4,0.0444
ACH-000437,Binimetinib,0.05,231,5,4,0.0172
ACH-000437,Binimetinib,0.5,1,575,1,0.0017
ACH-000437,Binimetinib,5.0,33,28,6,0.1091
ACH-000437,Busulfan,5.0,10,38,8,0.2
ACH-000437,Captopril,0.05,48,2,1,0.0204
ACH-000437,Cepharanthine,5.0,20,176,6,0.0316
ACH-000437,Chlorhexidine (diacetate),0.5,2,51,2,0.0392
ACH-000437,Chlorhexidine (diacetate),5.0,20,40,13,0.2766
ACH-000437,Ciclopirox,5.0,18,145,7,0.0449
ACH-000437,Clonidine (hydrochloride),5.0,5,78,2,0.0247
ACH-000437,Clotrimazole,5.0,14,134,7,0.0496
ACH-000437,Cloxacillin (sodium),5.0,26,14,5,0.1429
ACH-000437,Cysteamine (hydrochloride),5.0,3,20,2,0.0952
ACH-000437,Cytarabine,0.05,3,1,1,0.3333
ACH-000437,Cytarabine,0.5,1,1,1,1.0
ACH-000437,Cytarabine,5.0,4,8,0,0.0
ACH-000437,DTP3,0.05,57,7,5,0.0847
ACH-000437,Daidzin,0.05,2,0,0,0.0
ACH-000437,Daidzin,0.5,0,3,0,0.0
ACH-000437,Daidzin,5.0,2,3,1,0.25
ACH-000437,Darinaparsin,5.0,5,162,2,0.0121
ACH-000437,Demeclocycline,5.0,5,77,4,0.0513
ACH-000437,Diammonium Glycyrrhizinate,5.0,14,33,9,0.2368
ACH-000437,Docetaxel,5.0,59,141,13,0.0695
ACH-000437,Elagolix sodium,5.0,26,34,5,0.0909
ACH-000437,Flumatinib (mesylate),0.05,3,4,1,0.1667
ACH-000437,Flumatinib (mesylate),0.5,2,3,1,0.25
ACH-000437,Flumatinib (mesylate),5.0,3,2,0,0.0
ACH-000437,Fluvoxamine (maleate),5.0,14,88,6,0.0625
ACH-000437,Folic acid,5.0,17,23,4,0.1111
ACH-000437,Fumaric acid,0.05,3,1,0,0.0
ACH-000437,Fumaric acid,0.5,3,1,0,0.0
ACH-000437,Fumaric acid,5.0,1,6,1,0.1667
ACH-000437,Furosemide,5.0,1,14,1,0.0714
ACH-000437,Fusidic acid,5.0,1,51,1,0.0196
ACH-000437,Gallic acid,5.0,6,8,1,0.0769
ACH-000437,Gallic acid (hydrate),5.0,26,143,15,0.0974
ACH-000437,Gemfibrozil,5.0,22,155,11,0.0663
ACH-000437,Goserelin (acetate),5.0,34,21,3,0.0577
ACH-000437,Hexylresorcinol,5.0,9,10,3,0.1875
ACH-000437,Homoharringtonine,5.0,1996,2525,1369,0.4343
ACH-000437,Hydroxyfasudil,0.05,82,2,2,0.0244
ACH-000437,Idarubicin (hydrochloride),5.0,911,1660,601,0.3051
ACH-000437,Irinotecan (hydrochloride),0.05,3,3,2,0.5
ACH-000437,Irinotecan (hydrochloride),0.5,4,1,1,0.25
ACH-000437,Irinotecan (hydrochloride),5.0,12,1,1,0.0833
ACH-000437,Isocorydine,5.0,58,7,3,0.0484
ACH-000437,L-Thyroxine (sodium salt pentahydrate),5.0,23,40,6,0.1053
ACH-000437,Larotrectinib,5.0,16,93,6,0.0583
ACH-000437,Lenalidomide (hemihydrate),5.0,8,122,3,0.0236
ACH-000437,Lidocaine (hydrochloride),5.0,28,202,9,0.0407
ACH-000437,Lipoic acid,5.0,2,44,2,0.0455
ACH-000437,Lumateperone (tosylate),5.0,5,47,3,0.0612
ACH-000437,Malotilate,0.05,102,1,1,0.0098
ACH-000437,Medroxyprogesterone acetate,5.0,30,172,13,0.0688
ACH-000437,Megestrol,5.0,21,79,9,0.0989
ACH-000437,Mitoxantrone (dihydrochloride),5.0,17,704,10,0.0141
ACH-000437,Naproxen,0.05,1,2,0,0.0
ACH-000437,Naproxen,0.5,1,4,0,0.0
ACH-000437,Naproxen,5.0,1,4,0,0.0
ACH-000437,Neratinib (maleate),5.0,86,65,18,0.1353
ACH-000437,Norepinephrine (hydrochloride),5.0,14,151,4,0.0248
ACH-000437,Olanzapine,5.0,6,102,3,0.0286
ACH-000437,PF-06260933,0.05,11,4,3,0.25
ACH-000437,Palmatine (chloride),5.0,7,46,5,0.1042
ACH-000437,Pasireotide (acetate),5.0,38,12,7,0.1628
ACH-000437,Pentagastrin,5.0,10,39,2,0.0426
ACH-000437,Pentamidine (isethionate),0.5,2,119,2,0.0168
ACH-000437,Pentamidine (isethionate),5.0,23,132,16,0.1151
ACH-000437,Pralsetinib,0.05,75,0,0,0.0
ACH-000437,Pravastatin (sodium),0.05,1,2,1,0.5
ACH-000437,Pravastatin (sodium),0.5,2,4,1,0.2
ACH-000437,Pravastatin (sodium),5.0,25,3,0,0.0
ACH-000437,Pyridoxine,5.0,11,78,8,0.0988
ACH-000437,Pyridoxine (hydrochloride),5.0,28,6,1,0.0303
ACH-000437,Quinestrol,5.0,5,48,4,0.0816
ACH-000437,Radotinib,5.0,4,94,3,0.0316
ACH-000437,Raltitrexed,5.0,12,12,3,0.1429
ACH-000437,Rapamycin,5.0,27,208,13,0.0586
ACH-000437,Regorafenib,0.05,35,0,0,0.0
ACH-000437,Regorafenib,0.5,5,208,3,0.0143
ACH-000437,Regorafenib,5.0,0,5,0,0.0
ACH-000437,Relugolix,5.0,28,10,4,0.1176
ACH-000437,Resveratrol,5.0,57,94,9,0.0634
ACH-000437,Retinoic acid,5.0,29,66,19,0.25
ACH-000437,Riluzole hydrochloride,5.0,4,65,3,0.0455
ACH-000437,Rimonabant,5.0,3,32,2,0.0606
ACH-000437,Ritonavir,5.0,13,117,7,0.0569
ACH-000437,Ropivacaine (hydrochloride monohydrate),5.0,20,51,10,0.1639
ACH-000437,S-Adenosyl-L-methionine (disulfate tosylate),5.0,9,95,5,0.0505
ACH-000437,Salicylic acid,5.0,6,206,4,0.0192
ACH-000437,Saquinavir,5.0,26,104,9,0.0744
ACH-000437,Selinexor ,5.0,154,229,25,0.0698
ACH-000437,Sinomenine,5.0,16,74,10,0.125
ACH-000437,Sodium Salicylate,5.0,4,117,4,0.0342
ACH-000437,Sonidegib,0.05,8,5,1,0.0833
ACH-000437,Sulfisoxazole,0.5,5,93,2,0.0208
ACH-000437,Sulfisoxazole,5.0,16,101,8,0.0734
ACH-000437,Temsirolimus,5.0,9,177,8,0.0449
ACH-000437,Terfenadine,0.5,6,50,1,0.0182
ACH-000437,Terfenadine,5.0,17,165,9,0.052
ACH-000437,Thymol,5.0,5,87,3,0.0337
ACH-000437,Tofacitinib,5.0,8,52,6,0.1111
ACH-000437,Tofacitinib (citrate),5.0,9,73,5,0.0649
ACH-000437,Tolcapone,5.0,5,26,4,0.1481
ACH-000437,Topotecan (hydrochloride),0.05,4,3,1,0.1667
ACH-000437,Topotecan (hydrochloride),0.5,1,28,1,0.0357
ACH-000437,Topotecan (hydrochloride),5.0,3,49,3,0.0612
ACH-000437,Trametinib,0.05,77,27,7,0.0722
ACH-000437,Trametinib,0.5,20,664,15,0.0224
ACH-000437,Trametinib,5.0,95,118,21,0.1094
ACH-000437,Triamcinolone,5.0,69,498,40,0.0759
ACH-000437,Triclosan,5.0,7,33,2,0.0526
ACH-000437,Trifluridine,5.0,7,80,4,0.0482
ACH-000437,Trimetrexate,5.0,26,180,16,0.0842
ACH-000437,Tucidinostat,5.0,47,777,33,0.0417
ACH-000437,Vilanterol,5.0,23,103,12,0.1053
ACH-000437,Vinblastine (sulfate),5.0,66,226,33,0.1274
ACH-000437,olaparib,0.05,25,4,4,0.16
ACH-000463,(R)-Verapamil (hydrochloride),5.0,875,2467,448,0.1548
ACH-000463,18β-Glycyrrhetinic acid,5.0,1195,2244,578,0.202
ACH-000463,8-Hydroxyquinoline,5.0,1389,3529,776,0.1873
ACH-000463,Abemaciclib,0.05,7618,2200,205,0.0213
ACH-000463,Acetohexamide,5.0,1285,2384,441,0.1366
ACH-000463,Adagrasib,0.05,6156,5703,3303,0.386
ACH-000463,Adenine,5.0,1304,2512,619,0.1936
ACH-000463,Adenosine,5.0,1568,3845,823,0.1793
ACH-000463,Afatinib,0.05,2946,1276,520,0.1405
ACH-000463,Afatinib,0.5,2387,4622,1078,0.1818
ACH-000463,Afatinib,5.0,2214,4466,1066,0.1899
ACH-000463,Aliskiren,5.0,944,2798,506,0.1564
ACH-000463,Allantoin,5.0,2649,3948,1267,0.2377
ACH-000463,Almonertinib (hydrochloride),5.0,1598,2610,655,0.1844
ACH-000463,Almonertinib (mesylate),0.05,1060,1233,267,0.1318
ACH-000463,Almonertinib (mesylate),0.5,1768,4727,951,0.1715
ACH-000463,Almonertinib (mesylate),5.0,1037,3250,421,0.1089
ACH-000463,Amsacrine,5.0,1927,4201,1136,0.2276
ACH-000463,Anethole trithione,5.0,2074,3346,1113,0.2584
ACH-000463,Artesunate,5.0,2062,3380,1302,0.3145
ACH-000463,Azithromycin (hydrate),5.0,1683,2225,693,0.2156
ACH-000463,Baicalin,5.0,1533,3249,823,0.2079
ACH-000463,Balsalazide (sodium hydrate),5.0,1010,2812,532,0.1617
ACH-000463,Belumosudil,0.05,1126,1032,295,0.1583
ACH-000463,Belumosudil,0.5,1682,2253,613,0.1845
ACH-000463,Belumosudil,5.0,1566,3359,561,0.1286
ACH-000463,Berbamine,0.5,3211,1232,616,0.161
ACH-000463,Berbamine,5.0,848,3341,400,0.1056
ACH-000463,Berbamine (dihydrochloride),0.05,1663,841,337,0.1555
ACH-000463,Berbamine (dihydrochloride),0.5,1801,2110,537,0.1592
ACH-000463,Berbamine (dihydrochloride),5.0,1780,2758,533,0.1331
ACH-000463,Berberine (chloride hydrate),5.0,1343,3355,693,0.173
ACH-000463,Bergenin,5.0,1064,2749,510,0.1544
ACH-000463,Bimatoprost,5.0,1755,2888,754,0.1939
ACH-000463,Binimetinib,0.05,3018,4711,1645,0.2704
ACH-000463,Binimetinib,0.5,5435,7522,3138,0.3196
ACH-000463,Binimetinib,5.0,6179,1650,1280,0.1954
ACH-000463,Busulfan,5.0,1837,2407,682,0.1915
ACH-000463,Captopril,0.05,2837,1596,543,0.1396
ACH-000463,Cepharanthine,5.0,1799,2015,711,0.2291
ACH-000463,Chlorhexidine (diacetate),0.5,2951,1513,628,0.1637
ACH-000463,Chlorhexidine (diacetate),5.0,2432,5676,1715,0.2683
ACH-000463,Ciclopirox,5.0,1213,3218,621,0.163
ACH-000463,Clonidine (hydrochloride),5.0,1526,4128,940,0.1994
ACH-000463,Clotrimazole,5.0,1093,2687,501,0.1528
ACH-000463,Cloxacillin (sodium),5.0,951,1794,465,0.2039
ACH-000463,Cysteamine (hydrochloride),5.0,1062,2618,511,0.1612
ACH-000463,Cytarabine,0.05,1863,1756,544,0.1769
ACH-000463,Cytarabine,0.5,1359,3523,609,0.1425
ACH-000463,Cytarabine,5.0,1043,3978,522,0.116
ACH-000463,DTP3,0.05,7393,3947,245,0.0221
ACH-000463,Daidzin,0.05,1675,1071,380,0.1606
ACH-000463,Daidzin,0.5,1923,2251,510,0.1392
ACH-000463,Daidzin,5.0,1571,3059,552,0.1354
ACH-000463,Darinaparsin,5.0,2260,3824,1261,0.2615
ACH-000463,Demeclocycline,5.0,1408,1612,337,0.1256
ACH-000463,Diammonium Glycyrrhizinate,5.0,1128,3565,640,0.1579
ACH-000463,Docetaxel,5.0,2221,3756,1154,0.2393
ACH-000463,Elagolix sodium,5.0,2062,3481,962,0.21
ACH-000463,Flumatinib (mesylate),0.05,1722,1422,423,0.1555
ACH-000463,Flumatinib (mesylate),0.5,2437,4449,1237,0.219
ACH-000463,Flumatinib (mesylate),5.0,1257,2583,446,0.1314
ACH-000463,Fluvoxamine (maleate),5.0,951,3850,604,0.1439
ACH-000463,Folic acid,5.0,752,2991,367,0.1087
ACH-000463,Fumaric acid,0.05,1647,1387,353,0.1317
ACH-000463,Fumaric acid,0.5,1704,4018,766,0.1546
ACH-000463,Fumaric acid,5.0,2002,4254,896,0.1672
ACH-000463,Furosemide,5.0,1027,1898,395,0.1561
ACH-000463,Fusidic acid,5.0,1091,2329,590,0.2085
ACH-000463,Gallic acid,5.0,1278,2696,688,0.2094
ACH-000463,Gallic acid (hydrate),5.0,1562,2915,672,0.1766
ACH-000463,Gemfibrozil,5.0,1873,3320,931,0.2184
ACH-000463,Goserelin (acetate),5.0,1474,2824,748,0.2107
ACH-000463,Hexylresorcinol,5.0,1840,2829,994,0.2705
ACH-000463,Homoharringtonine,5.0,12935,14242,10976,0.6775
ACH-000463,Hydroxyfasudil,0.05,855,3137,190,0.05
ACH-000463,Idarubicin (hydrochloride),5.0,12343,15433,10560,0.6134
ACH-000463,Irinotecan (hydrochloride),0.05,3048,1171,488,0.1308
ACH-000463,Irinotecan (hydrochloride),0.5,2713,3775,1063,0.1959
ACH-000463,Irinotecan (hydrochloride),5.0,2533,3221,834,0.1695
ACH-000463,Isocorydine,5.0,1522,2698,715,0.204
ACH-000463,L-Thyroxine (sodium salt pentahydrate),5.0,528,2890,148,0.0453
ACH-000463,Larotrectinib,5.0,1391,2123,526,0.176
ACH-000463,Lenalidomide (hemihydrate),5.0,1006,2630,523,0.168
ACH-000463,Lidocaine (hydrochloride),5.0,2953,3576,1359,0.2629
ACH-000463,Lipoic acid,5.0,1050,1740,452,0.1933
ACH-000463,Lumateperone (tosylate),5.0,980,1926,436,0.1765
ACH-000463,Malotilate,0.05,6152,1315,766,0.1143
ACH-000463,Medroxyprogesterone acetate,5.0,1737,3390,829,0.1929
ACH-000463,Megestrol,5.0,1443,2192,621,0.206
ACH-000463,Methylprednisolone succinate,0.05,9696,1713,153,0.0136
ACH-000463,Mitoxantrone (dihydrochloride),5.0,2016,8595,1366,0.1478
ACH-000463,Naproxen,0.05,688,857,143,0.102
ACH-000463,Naproxen,0.5,1077,2631,413,0.1253
ACH-000463,Naproxen,5.0,777,752,162,0.1185
ACH-000463,Neratinib (maleate),5.0,1955,5962,1409,0.2165
ACH-000463,Norepinephrine (hydrochloride),5.0,1510,3037,645,0.1653
ACH-000463,Olanzapine,5.0,1698,3162,855,0.2135
ACH-000463,PF-06260933,0.05,639,1667,132,0.0607
ACH-000463,Palmatine (chloride),5.0,1020,2439,474,0.1588
ACH-000463,Pasireotide (acetate),5.0,1933,3327,904,0.2075
ACH-000463,Pentagastrin,5.0,980,3275,483,0.128
ACH-000463,Pentamidine (isethionate),0.5,1223,1911,333,0.1189
ACH-000463,Pentamidine (isethionate),5.0,1914,3819,1014,0.2149
ACH-000463,Pralsetinib,0.05,2859,1276,488,0.1338
ACH-000463,Pravastatin (sodium),0.05,1414,844,255,0.1273
ACH-000463,Pravastatin (sodium),0.5,1656,2158,486,0.146
ACH-000463,Pravastatin (sodium),5.0,1814,3027,758,0.1856
ACH-000463,Pyridoxine,5.0,1613,3066,647,0.1605
ACH-000463,Pyridoxine (hydrochloride),5.0,1371,2949,658,0.1797
ACH-000463,Quinestrol,5.0,1177,3180,673,0.1827
ACH-000463,Radotinib,5.0,2611,3168,1401,0.32
ACH-000463,Ralimetinib dimesylate,0.05,4594,2200,218,0.0332
ACH-000463,Raltitrexed,5.0,1323,4530,953,0.1945
ACH-000463,Rapamycin,5.0,1909,4900,1137,0.2005
ACH-000463,Regorafenib,0.05,1846,1424,470,0.1679
ACH-000463,Regorafenib,0.5,1212,4344,567,0.1137
ACH-000463,Regorafenib,5.0,1394,776,216,0.1105
ACH-000463,Relugolix,5.0,854,2273,412,0.1517
ACH-000463,Resveratrol,5.0,1861,3849,865,0.1785
ACH-000463,Retinoic acid,5.0,1471,3365,855,0.2148
ACH-000463,Riluzole hydrochloride,5.0,2587,4592,1523,0.2693
ACH-000463,Rimonabant,5.0,1488,2862,783,0.2195
ACH-000463,Ritonavir,5.0,1220,3009,722,0.2059
ACH-000463,Ropivacaine (hydrochloride monohydrate),5.0,1577,3275,1010,0.2629
ACH-000463,S-Adenosyl-L-methionine (disulfate tosylate),5.0,1969,4547,1305,0.2504
ACH-000463,Salicylic acid,5.0,1372,2766,640,0.183
ACH-000463,Saquinavir,5.0,1229,3374,598,0.1493
ACH-000463,Selinexor ,5.0,3117,6402,2184,0.2978
ACH-000463,Sinomenine,5.0,1187,1892,550,0.2175
ACH-000463,Sodium Salicylate,5.0,2087,3280,866,0.1924
ACH-000463,Sonidegib,0.05,572,2573,138,0.0459
ACH-000463,Sulfisoxazole,0.5,1981,1734,422,0.1282
ACH-000463,Sulfisoxazole,5.0,1265,3461,605,0.1468
ACH-000463,Temsirolimus,5.0,1376,3932,922,0.2102
ACH-000463,Terfenadine,0.5,1837,2298,562,0.1573
ACH-000463,Terfenadine,5.0,1290,3726,710,0.1649
ACH-000463,Thymol,5.0,2153,1975,744,0.2199
ACH-000463,Tofacitinib,5.0,1468,3011,647,0.1688
ACH-000463,Tofacitinib (citrate),5.0,1343,2765,702,0.2061
ACH-000463,Tolcapone,5.0,1080,4147,683,0.1503
ACH-000463,Topotecan (hydrochloride),0.05,2025,1590,470,0.1494
ACH-000463,Topotecan (hydrochloride),0.5,1638,5955,983,0.1487
ACH-000463,Topotecan (hydrochloride),5.0,1727,6132,928,0.1339
ACH-000463,Trametinib,0.05,3112,5293,1765,0.2658
ACH-000463,Trametinib,0.5,5554,7031,3180,0.3381
ACH-000463,Trametinib,5.0,6598,4337,2562,0.306
ACH-000463,Triamcinolone,5.0,2954,4494,1635,0.2813
ACH-000463,Triclosan,5.0,1334,3114,742,0.2002
ACH-000463,Trifluridine,5.0,893,3491,467,0.1192
ACH-000463,Trimetrexate,5.0,1204,3500,576,0.1395
ACH-000463,Tucidinostat,5.0,4412,10765,3670,0.3189
ACH-000463,Vilanterol,5.0,1242,3263,732,0.194
ACH-000463,Vinblastine (sulfate),5.0,2278,6018,1707,0.2591
ACH-000463,c-Kit-IN-1,0.05,4300,9377,607,0.0464
ACH-000463,olaparib,0.05,537,2096,96,0.0378
ACH-000493,(R)-Verapamil (hydrochloride),5.0,397,1587,212,0.1196
ACH-000493,18β-Glycyrrhetinic acid,5.0,772,1514,285,0.1424
ACH-000493,8-Hydroxyquinoline,5.0,743,2118,375,0.1508
ACH-000493,Abemaciclib,0.05,6989,869,51,0.0065
ACH-000493,Acetohexamide,5.0,635,1600,213,0.1053
ACH-000493,Adagrasib,0.05,2940,2992,1334,0.2901
ACH-000493,Adenine,5.0,883,1605,351,0.1642
ACH-000493,Adenosine,5.0,814,2179,381,0.1459
ACH-000493,Afatinib,0.05,1054,181,83,0.072
ACH-000493,Afatinib,0.5,561,2660,282,0.096
ACH-000493,Afatinib,5.0,505,3267,280,0.0802
ACH-000493,Aliskiren,5.0,491,1633,271,0.1462
ACH-000493,Allantoin,5.0,1553,2485,644,0.1897
ACH-000493,Almonertinib (hydrochloride),5.0,854,1789,352,0.1536
ACH-000493,Almonertinib (mesylate),0.05,260,223,33,0.0733
ACH-000493,Almonertinib (mesylate),0.5,451,1928,224,0.1039
ACH-000493,Almonertinib (mesylate),5.0,411,1228,120,0.079
ACH-000493,Amsacrine,5.0,1088,2955,626,0.1832
ACH-000493,Anethole trithione,5.0,792,2454,437,0.1556
ACH-000493,Artesunate,5.0,1179,2263,707,0.2585
ACH-000493,Azithromycin (hydrate),5.0,1032,1728,367,0.1534
ACH-000493,Baicalin,5.0,651,2114,372,0.1555
ACH-000493,Balsalazide (sodium hydrate),5.0,528,1905,286,0.1332
ACH-000493,Belumosudil,0.05,268,210,47,0.109
ACH-000493,Belumosudil,0.5,384,1077,121,0.0903
ACH-000493,Belumosudil,5.0,373,1811,127,0.0617
ACH-000493,Berbamine,0.5,854,989,217,0.1335
ACH-000493,Berbamine,5.0,589,2417,304,0.1125
ACH-000493,Berbamine (dihydrochloride),0.05,522,171,61,0.0965
ACH-000493,Berbamine (dihydrochloride),0.5,267,552,64,0.0848
ACH-000493,Berbamine (dihydrochloride),5.0,371,965,90,0.0722
ACH-000493,Berberine (chloride hydrate),5.0,630,3581,377,0.0983
ACH-000493,Bergenin,5.0,596,1527,253,0.1353
ACH-000493,Bimatoprost,5.0,957,1951,375,0.148
ACH-000493,Binimetinib,0.05,1675,1284,447,0.1779
ACH-000493,Binimetinib,0.5,1352,4686,754,0.1427
ACH-000493,Binimetinib,5.0,2119,1203,476,0.1673
ACH-000493,Busulfan,5.0,987,1637,355,0.1565
ACH-000493,Captopril,0.05,683,315,55,0.0583
ACH-000493,Cepharanthine,5.0,994,1361,334,0.1653
ACH-000493,Chlorhexidine (diacetate),0.5,600,1404,194,0.1072
ACH-000493,Chlorhexidine (diacetate),5.0,587,2817,384,0.1272
ACH-000493,Ciclopirox,5.0,663,2445,361,0.1314
ACH-000493,Clonidine (hydrochloride),5.0,675,3076,421,0.1264
ACH-000493,Clotrimazole,5.0,554,1848,274,0.1288
ACH-000493,Cloxacillin (sodium),5.0,462,1205,231,0.1609
ACH-000493,Cysteamine (hydrochloride),5.0,514,1590,248,0.1336
ACH-000493,Cytarabine,0.05,502,294,79,0.1102
ACH-000493,Cytarabine,0.5,377,1131,100,0.071
ACH-000493,Cytarabine,5.0,368,1163,131,0.0936
ACH-000493,DTP3,0.05,5366,1248,69,0.0105
ACH-000493,Daidzin,0.05,402,240,65,0.1127
ACH-000493,Daidzin,0.5,367,511,87,0.11
ACH-000493,Daidzin,5.0,450,1521,148,0.0812
ACH-000493,Darinaparsin,5.0,1247,2914,694,0.2002
ACH-000493,Demeclocycline,5.0,678,1158,171,0.1027
ACH-000493,Diammonium Glycyrrhizinate,5.0,770,2517,376,0.1292
ACH-000493,Docetaxel,5.0,1290,2875,644,0.1829
ACH-000493,Elagolix sodium,5.0,998,1951,376,0.1461
ACH-000493,Flumatinib (mesylate),0.05,451,385,75,0.0986
ACH-000493,Flumatinib (mesylate),0.5,564,2759,280,0.092
ACH-000493,Flumatinib (mesylate),5.0,217,784,79,0.0857
ACH-000493,Fluvoxamine (maleate),5.0,494,2689,278,0.0957
ACH-000493,Folic acid,5.0,374,1986,171,0.0781
ACH-000493,Fumaric acid,0.05,300,337,56,0.0964
ACH-000493,Fumaric acid,0.5,224,1545,103,0.0618
ACH-000493,Fumaric acid,5.0,349,1669,142,0.0757
ACH-000493,Furosemide,5.0,483,1039,164,0.1208
ACH-000493,Fusidic acid,5.0,530,1588,304,0.1676
ACH-000493,Gallic acid,5.0,726,1728,355,0.1691
ACH-000493,Gallic acid (hydrate),5.0,925,1983,389,0.1544
ACH-000493,Gemfibrozil,5.0,1141,2118,505,0.1834
ACH-000493,Goserelin (acetate),5.0,705,1859,365,0.166
ACH-000493,Hexylresorcinol,5.0,793,1709,412,0.1971
ACH-000493,Homoharringtonine,5.0,9706,10310,7563,0.6073
ACH-000493,Hydroxyfasudil,0.05,426,762,45,0.0394
ACH-000493,Idarubicin (hydrochloride),5.0,9432,12190,7619,0.5441
ACH-000493,Irinotecan (hydrochloride),0.05,1017,235,76,0.0646
ACH-000493,Irinotecan (hydrochloride),0.5,1451,1338,346,0.1416
ACH-000493,Irinotecan (hydrochloride),5.0,1580,870,278,0.128
ACH-000493,Isocorydine,5.0,562,1794,249,0.1182
ACH-000493,L-Thyroxine (sodium salt pentahydrate),5.0,166,2027,28,0.0129
ACH-000493,Larotrectinib,5.0,636,1534,273,0.1439
ACH-000493,Lenalidomide (hemihydrate),5.0,561,2167,320,0.1329
ACH-000493,Lidocaine (hydrochloride),5.0,1772,2812,825,0.2195
ACH-000493,Lipoic acid,5.0,520,1210,249,0.1681
ACH-000493,Lumateperone (tosylate),5.0,431,1526,238,0.1385
ACH-000493,Malotilate,0.05,3665,259,163,0.0433
ACH-000493,Medroxyprogesterone acetate,5.0,1082,2404,543,0.1845
ACH-000493,Megestrol,5.0,639,1395,278,0.1583
ACH-000493,Methylprednisolone succinate,0.05,184,490,23,0.0353
ACH-000493,Mitoxantrone (dihydrochloride),5.0,1103,6765,733,0.1027
ACH-000493,Naproxen,0.05,128,180,23,0.0807
ACH-000493,Naproxen,0.5,223,1167,80,0.0611
ACH-000493,Naproxen,5.0,137,188,35,0.1207
ACH-000493,Neratinib (maleate),5.0,824,3386,485,0.1302
ACH-000493,Norepinephrine (hydrochloride),5.0,713,1724,273,0.1262
ACH-000493,Olanzapine,5.0,812,2113,423,0.1691
