patient,drug,dose,n_gene_doses,var_lfc_mean,mean_se2_mean,sigma2_plate_pooled,between_plate_fraction_pooled,n_responder_gene_doses,var_lfc_mean_responders,mean_se2_mean_responders,sigma2_plate_pooled_responders,between_plate_fraction_pooled_responders,n_nonresponder_gene_doses,var_lfc_mean_nonresponders,mean_se2_mean_nonresponders,sigma2_plate_pooled_nonresponders,between_plate_fraction_pooled_nonresponders
ACH-000750,PF-06260933,0.05,24019,8.544316,3.457924,5.086392,0.595295,2620,20.231262,5.616469,14.614793,0.722387,21399,7.113417,3.193641,3.919776,0.55104
ACH-000750,Palmatine (chloride),5.0,24416,1.156235,2.639387,0.0,0.0,507,0.129496,0.029173,0.100323,0.774722,23909,1.178008,2.694737,0.0,0.0
ACH-000750,Pasireotide (acetate),5.0,25050,1.188471,2.590861,0.0,0.0,1123,0.386369,0.067601,0.318768,0.825036,23927,1.226117,2.709289,0.0,0.0
ACH-000750,Pentagastrin,5.0,25231,1.186676,2.539323,0.0,0.0,532,0.290799,0.04143,0.249369,0.857531,24699,1.205973,2.593126,0.0,0.0
ACH-000750,Pentamidine (isethionate),0.5,24294,1.251493,2.777335,0.0,0.0,936,0.879503,0.129396,0.750107,0.852876,23358,1.266399,2.883443,0.0,0.0
ACH-000750,Pentamidine (isethionate),5.0,25027,1.245883,2.741297,0.0,0.0,618,0.212868,0.053122,0.159746,0.750447,24409,1.272038,2.809358,0.0,0.0
ACH-000750,Pralsetinib,0.05,25089,1.274612,2.686689,0.0,0.0,1958,0.802639,0.216608,0.586031,0.73013,23131,1.314563,2.895778,0.0,0.0
ACH-000750,Pravastatin (sodium),0.05,22828,1.265552,2.803871,0.0,0.0,710,0.552869,0.137708,0.415161,0.750921,22118,1.28843,2.889456,0.0,0.0
ACH-000750,Pravastatin (sodium),0.5,25041,1.236527,2.668508,0.0,0.0,858,0.496028,0.056662,0.439366,0.885769,24183,1.2628,2.761174,0.0,0.0
ACH-000750,Pravastatin (sodium),5.0,23750,1.450748,2.807448,0.0,0.0,1465,1.239249,0.142219,1.09703,0.885238,22285,1.464652,2.982659,0.0,0.0
ACH-000750,Pyridoxine,5.0,24102,1.174745,2.814331,0.0,0.0,506,0.258703,0.052678,0.206024,0.796376,23596,1.194389,2.873552,0.0,0.0
ACH-000750,Pyridoxine (hydrochloride),5.0,24525,1.133126,2.583306,0.0,0.0,470,0.230821,0.040492,0.190329,0.824573,24055,1.150756,2.632988,0.0,0.0
ACH-000750,Quinestrol,5.0,25059,1.159422,2.602616,0.0,0.0,633,0.23061,0.069386,0.161224,0.699118,24426,1.183492,2.668264,0.0,0.0
ACH-000750,Radotinib,5.0,24264,1.143352,2.730544,0.0,0.0,1127,0.2938,0.100619,0.193181,0.657525,23137,1.184734,2.858647,0.0,0.0
ACH-000750,Raltitrexed,5.0,25010,1.108091,2.525524,0.0,0.0,573,0.164878,0.036988,0.12789,0.775662,24437,1.130208,2.583875,0.0,0.0
ACH-000750,Rapamycin,5.0,24539,1.177628,2.674998,0.0,0.0,619,0.274389,0.055222,0.219167,0.798745,23920,1.201002,2.742792,0.0,0.0
ACH-000750,Regorafenib,0.05,24954,1.271079,2.689167,0.0,0.0,923,0.852426,0.16096,0.691466,0.811174,24031,1.287159,2.786272,0.0,0.0
ACH-000750,Regorafenib,0.5,25367,1.259735,2.637776,0.0,0.0,771,0.587215,0.04644,0.540775,0.920915,24596,1.280816,2.719005,0.0,0.0
ACH-000750,Regorafenib,5.0,23047,1.369847,2.787382,0.0,0.0,792,0.731687,0.113579,0.618108,0.844771,22255,1.392558,2.882536,0.0,0.0
ACH-000750,Relugolix,5.0,25027,1.133599,2.559371,0.0,0.0,321,0.261747,0.039946,0.221801,0.847387,24706,1.144927,2.592105,0.0,0.0
ACH-000750,Resveratrol,5.0,23993,1.176854,2.706129,0.0,0.0,1028,0.341545,0.051714,0.289831,0.848588,22965,1.214245,2.824951,0.0,0.0
ACH-000750,Retinoic acid,5.0,25046,1.175978,2.548192,0.0,0.0,941,0.155046,0.034363,0.120683,0.778366,24105,1.215833,2.646326,0.0,0.0
ACH-000750,Riluzole hydrochloride,5.0,24954,1.163441,2.588798,0.0,0.0,982,0.188053,0.051445,0.136608,0.726431,23972,1.203397,2.692739,0.0,0.0
ACH-000750,Rimonabant,5.0,24820,1.170106,2.597939,0.0,0.0,690,0.160967,0.036297,0.124671,0.774508,24130,1.198962,2.671189,0.0,0.0
ACH-000750,Ritonavir,5.0,24489,1.161217,2.742721,0.0,0.0,471,0.12748,0.038556,0.088924,0.697551,24018,1.181489,2.79575,0.0,0.0
ACH-000750,Ropivacaine (hydrochloride monohydrate),5.0,24366,1.118469,2.620495,0.0,0.0,726,0.085928,0.031856,0.054072,0.629275,23640,1.150179,2.699994,0.0,0.0
ACH-000750,S-Adenosyl-L-methionine (disulfate tosylate),5.0,24602,1.146115,2.687607,0.0,0.0,901,0.112158,0.036551,0.075607,0.674113,23701,1.185421,2.788388,0.0,0.0
ACH-000750,Salicylic acid,5.0,24890,1.247532,2.829061,0.0,0.0,565,0.144511,0.042041,0.10247,0.709081,24325,1.273152,2.893796,0.0,0.0
ACH-000750,Saquinavir,5.0,23551,1.150961,2.933191,0.0,0.0,634,0.401783,0.080374,0.321409,0.799956,22917,1.171687,3.012115,0.0,0.0
ACH-000750,Selinexor ,5.0,23482,1.259963,2.944119,0.0,0.0,1568,0.897002,0.225827,0.671174,0.748242,21914,1.285934,3.138619,0.0,0.0
ACH-000750,Sinomenine,5.0,24493,1.133464,2.600225,0.0,0.0,527,0.212983,0.043385,0.169598,0.796297,23966,1.153705,2.656448,0.0,0.0
ACH-000750,Sodium Salicylate,5.0,25348,1.217549,2.692334,0.0,0.0,1197,0.286379,0.068872,0.217507,0.759506,24151,1.263701,2.822361,0.0,0.0
ACH-000750,Sonidegib,0.05,24247,6.51764,3.089765,3.427875,0.525938,2831,20.910024,6.070445,14.839579,0.709687,21416,4.615098,2.695747,1.919352,0.415885
ACH-000750,Sulfisoxazole,0.5,24357,1.293015,2.826764,0.0,0.0,2310,0.996126,0.176614,0.819513,0.8227,22047,1.324122,3.104436,0.0,0.0
ACH-000750,Sulfisoxazole,5.0,24675,1.201906,2.67976,0.0,0.0,520,0.363004,0.075708,0.287296,0.79144,24155,1.219966,2.735819,0.0,0.0
ACH-000750,Temsirolimus,5.0,24495,1.136588,2.774455,0.0,0.0,684,0.145595,0.046547,0.099048,0.680297,23811,1.165056,2.852818,0.0,0.0
ACH-000750,Terfenadine,0.5,23698,1.204367,2.988784,0.0,0.0,1290,1.024508,0.189704,0.834804,0.814834,22408,1.214722,3.149924,0.0,0.0
ACH-000750,Terfenadine,5.0,24211,1.154828,2.70819,0.0,0.0,1115,0.194443,0.053099,0.141343,0.726914,23096,1.201193,2.836369,0.0,0.0
ACH-000750,Thymol,5.0,24025,1.128889,2.817705,0.0,0.0,906,0.27364,0.06518,0.20846,0.761804,23119,1.162405,2.925573,0.0,0.0
ACH-000750,Tofacitinib,5.0,24434,1.166024,2.634986,0.0,0.0,531,0.289709,0.058686,0.231023,0.797433,23903,1.185491,2.692218,0.0,0.0
ACH-000750,Tofacitinib (citrate),5.0,24876,1.181068,2.700699,0.0,0.0,915,0.280579,0.070685,0.209894,0.748074,23961,1.215455,2.801132,0.0,0.0
ACH-000750,Tolcapone,5.0,24640,1.139574,2.602766,0.0,0.0,419,0.091014,0.024442,0.066572,0.731445,24221,1.157713,2.647368,0.0,0.0
ACH-000750,Topotecan (hydrochloride),0.05,22564,1.291089,2.85731,0.0,0.0,951,0.495308,0.093424,0.401885,0.811383,21613,1.326105,2.978924,0.0,0.0
ACH-000750,Topotecan (hydrochloride),0.5,25334,1.370291,2.676317,0.0,0.0,803,0.71119,0.035297,0.675893,0.95037,24531,1.391866,2.762769,0.0,0.0
ACH-000750,Topotecan (hydrochloride),5.0,23119,1.773707,3.080114,0.0,0.0,885,1.267742,0.135592,1.13215,0.893044,22234,1.793846,3.197317,0.0,0.0
ACH-000750,Trametinib,0.05,24706,1.176028,2.765169,0.0,0.0,1511,0.463351,0.083715,0.379637,0.819328,23195,1.222454,2.939848,0.0,0.0
ACH-000750,Trametinib,0.5,25263,1.211102,2.788002,0.0,0.0,2196,0.479865,0.097566,0.382298,0.796679,23067,1.280716,3.044134,0.0,0.0
ACH-000750,Trametinib,5.0,24427,1.400568,2.642298,0.0,0.0,4733,0.629051,0.250172,0.378878,0.602302,19694,1.585984,3.217191,0.0,0.0
ACH-000750,Triamcinolone,5.0,24738,1.206651,2.712813,0.0,0.0,1353,0.392309,0.091444,0.300866,0.766909,23385,1.253767,2.86448,0.0,0.0
ACH-000750,Triclosan,5.0,24895,1.19627,2.643448,0.0,0.0,699,0.147083,0.039583,0.1075,0.730879,24196,1.22658,2.718672,0.0,0.0
ACH-000750,Trifluridine,5.0,24297,1.159844,2.719449,0.0,0.0,445,0.325805,0.062875,0.262931,0.807017,23852,1.175405,2.769012,0.0,0.0
ACH-000750,Trimetrexate,5.0,24246,1.180499,2.758708,0.0,0.0,521,0.358793,0.085519,0.273274,0.761648,23725,1.198544,2.817411,0.0,0.0
ACH-000750,Tucidinostat,5.0,25627,1.312702,2.664302,0.0,0.0,2055,0.370432,0.126416,0.244016,0.658734,23572,1.394849,2.885555,0.0,0.0
ACH-000750,Vilanterol,5.0,24382,1.154635,2.781322,0.0,0.0,786,0.101032,0.032154,0.068878,0.681744,23596,1.189731,2.872899,0.0,0.0
ACH-000750,Vinblastine (sulfate),5.0,24419,1.223003,2.769626,0.0,0.0,954,0.206198,0.06443,0.141768,0.687535,23465,1.264342,2.879609,0.0,0.0
ACH-000750,c-Kit-IN-1,0.05,24044,9.410337,3.295278,6.11506,0.649824,7692,21.929079,5.826533,16.102546,0.734301,16352,3.521506,2.104572,1.416935,0.402366
ACH-000750,olaparib,0.05,24146,9.387102,3.17914,6.207962,0.661329,8443,21.409042,5.259369,16.149674,0.754339,15703,2.92329,2.060668,0.862622,0.295086
ACH-000757,(R)-Verapamil (hydrochloride),5.0,25558,1.031043,2.441429,0.0,0.0,50,0.284056,0.041729,0.242326,0.853094,25508,1.032508,2.446133,0.0,0.0
ACH-000757,18β-Glycyrrhetinic acid,5.0,25132,1.114553,2.617955,0.0,0.0,119,0.060229,0.015872,0.044357,0.736476,25013,1.119569,2.630335,0.0,0.0
ACH-000757,8-Hydroxyquinoline,5.0,25181,1.054632,2.434718,0.0,0.0,236,0.179471,0.033097,0.146374,0.815587,24945,1.062912,2.457439,0.0,0.0
ACH-000757,Acetohexamide,5.0,25327,1.122129,2.56373,0.0,0.0,142,0.313571,0.040272,0.2733,0.871571,25185,1.126688,2.577958,0.0,0.0
ACH-000757,Adagrasib,0.05,35773,1.494978,5.611914,0.0,0.0,2411,0.157033,0.099051,0.057982,0.369233,33362,1.591668,6.010317,0.0,0.0
ACH-000757,Adenine,5.0,25196,0.993769,2.313736,0.0,0.0,154,0.260588,0.036505,0.224083,0.859911,25042,0.998278,2.32774,0.0,0.0
ACH-000757,Adenosine,5.0,25577,1.113298,2.587742,0.0,0.0,256,0.226284,0.066682,0.159603,0.705319,25321,1.122265,2.61323,0.0,0.0
ACH-000757,Afatinib,0.05,26348,1.305661,3.510065,0.0,0.0,916,0.751734,0.261415,0.49032,0.652251,25432,1.325612,3.627074,0.0,0.0
ACH-000757,Afatinib,0.5,28686,1.243057,3.249415,0.0,0.0,802,0.431364,0.060235,0.371129,0.860362,27884,1.266403,3.341143,0.0,0.0
ACH-000757,Afatinib,5.0,26036,1.421889,3.505397,0.0,0.0,580,0.548435,0.106331,0.442104,0.806119,25456,1.44179,3.582842,0.0,0.0
ACH-000757,Aliskiren,5.0,25412,1.053525,2.443962,0.0,0.0,85,0.144128,0.031276,0.112852,0.783001,25327,1.056578,2.452059,0.0,0.0
ACH-000757,Allantoin,5.0,25036,1.023385,2.443449,0.0,0.0,550,0.305495,0.059467,0.246028,0.805342,24486,1.03951,2.496997,0.0,0.0
ACH-000757,Almonertinib (hydrochloride),5.0,24947,1.056637,2.539849,0.0,0.0,206,0.21815,0.046295,0.171855,0.787784,24741,1.063619,2.560611,0.0,0.0
ACH-000757,Almonertinib (mesylate),0.05,22805,1.130304,2.567098,0.0,0.0,149,0.106323,0.016864,0.089459,0.841392,22656,1.137038,2.58387,0.0,0.0
ACH-000757,Almonertinib (mesylate),0.5,25728,1.144498,2.457626,0.0,0.0,285,0.208672,0.027952,0.18072,0.866047,25443,1.15498,2.484842,0.0,0.0
ACH-000757,Almonertinib (mesylate),5.0,23473,1.290922,2.832939,0.0,0.0,626,1.444143,0.265654,1.17849,0.816048,22847,1.286724,2.903282,0.0,0.0
ACH-000757,Amsacrine,5.0,25548,1.04341,2.424996,0.0,0.0,272,0.197182,0.058834,0.138348,0.701624,25276,1.052516,2.450459,0.0,0.0
ACH-000757,Anethole trithione,5.0,25431,1.048722,2.427938,0.0,0.0,328,0.148848,0.036682,0.112166,0.753562,25103,1.06048,2.459182,0.0,0.0
ACH-000757,Artesunate,5.0,25439,1.023638,2.392515,0.0,0.0,661,0.090983,0.028857,0.062126,0.682828,24778,1.048518,2.45557,0.0,0.0
ACH-000757,Azithromycin (hydrate),5.0,25319,1.09341,2.581431,0.0,0.0,366,0.126299,0.02837,0.097929,0.775376,24953,1.107595,2.618878,0.0,0.0
ACH-000757,Baicalin,5.0,25715,1.028674,2.403787,0.0,0.0,239,0.307357,0.060715,0.246642,0.80246,25476,1.035441,2.425769,0.0,0.0
ACH-000757,Balsalazide (sodium hydrate),5.0,25947,1.033163,2.35427,0.0,0.0,85,0.174898,0.036354,0.138544,0.79214,25862,1.035984,2.361889,0.0,0.0
ACH-000757,Belumosudil,0.05,23409,1.120371,2.547646,0.0,0.0,223,0.239349,0.033959,0.20539,0.85812,23186,1.128844,2.571823,0.0,0.0
ACH-000757,Belumosudil,0.5,25673,1.10857,2.492934,0.0,0.0,245,0.109815,0.007573,0.102242,0.931043,25428,1.118193,2.51688,0.0,0.0
ACH-000757,Belumosudil,5.0,22971,1.181035,2.678567,0.0,0.0,817,0.537293,0.086052,0.451241,0.839842,22154,1.204775,2.774174,0.0,0.0
ACH-000757,Berbamine,0.5,25986,1.133948,2.469398,0.0,0.0,1562,0.404436,0.044101,0.360336,0.890958,24424,1.180603,2.624504,0.0,0.0
ACH-000757,Berbamine,5.0,24707,1.012172,2.461281,0.0,0.0,97,0.054118,0.012452,0.041666,0.769904,24610,1.015948,2.470934,0.0,0.0
ACH-000757,Berbamine (dihydrochloride),0.05,23241,1.133839,2.503522,0.0,0.0,515,0.224246,0.086158,0.138088,0.615788,22726,1.154452,2.558303,0.0,0.0
ACH-000757,Berbamine (dihydrochloride),0.5,25542,1.121995,2.443408,0.0,0.0,434,0.626592,0.05514,0.571452,0.912,25108,1.130558,2.48469,0.0,0.0
ACH-000757,Berbamine (dihydrochloride),5.0,23522,1.299834,2.782442,0.0,0.0,813,1.392709,0.285301,1.107407,0.795146,22709,1.296509,2.871841,0.0,0.0
ACH-000757,Berberine (chloride hydrate),5.0,25669,1.04853,2.343565,0.0,0.0,163,0.331143,0.041912,0.289231,0.873432,25506,1.053115,2.358274,0.0,0.0
ACH-000757,Bergenin,5.0,25423,1.067527,2.445017,0.0,0.0,132,0.07117,0.010722,0.060448,0.849351,25291,1.072727,2.457723,0.0,0.0
ACH-000757,Bimatoprost,5.0,25512,1.077306,2.489081,0.0,0.0,95,0.437295,0.097416,0.339879,0.777231,25417,1.079698,2.49802,0.0,0.0
ACH-000757,Binimetinib,0.05,25405,1.06671,2.513406,0.0,0.0,1417,0.414936,0.097031,0.317905,0.766155,23988,1.105211,2.656145,0.0,0.0
ACH-000757,Binimetinib,0.5,24783,1.181272,2.625473,0.0,0.0,975,0.482671,0.069569,0.413102,0.855867,23808,1.209882,2.730144,0.0,0.0
ACH-000757,Binimetinib,5.0,23570,1.145056,2.640994,0.0,0.0,3201,0.430811,0.268542,0.16227,0.37666,20369,1.2573,3.013826,0.0,0.0
ACH-000757,Busulfan,5.0,24707,1.039097,2.486061,0.0,0.0,502,0.473231,0.072256,0.400974,0.847313,24205,1.050833,2.536123,0.0,0.0
ACH-000757,Captopril,0.05,24164,1.123779,2.615544,0.0,0.0,696,0.795107,0.149294,0.645813,0.812234,23468,1.133527,2.688687,0.0,0.0
ACH-000757,Cepharanthine,5.0,24888,1.142035,2.73064,0.0,0.0,320,0.081866,0.032721,0.049145,0.600314,24568,1.155844,2.765781,0.0,0.0
ACH-000757,Chlorhexidine (diacetate),0.5,25927,1.162667,2.437522,0.0,0.0,1322,0.280482,0.028281,0.2522,0.899169,24605,1.210066,2.566968,0.0,0.0
ACH-000757,Chlorhexidine (diacetate),5.0,25255,1.055795,2.423326,0.0,0.0,577,0.153452,0.04233,0.111121,0.724146,24678,1.076893,2.478997,0.0,0.0
ACH-000757,Ciclopirox,5.0,24854,1.041617,2.573032,0.0,0.0,171,0.249542,0.052681,0.196861,0.788889,24683,1.047104,2.590493,0.0,0.0
ACH-000757,Clonidine (hydrochloride),5.0,26030,1.015125,2.325529,0.0,0.0,131,0.072619,0.018738,0.05388,0.741964,25899,1.019892,2.337197,0.0,0.0
ACH-000757,Clotrimazole,5.0,25674,1.108877,2.508416,0.0,0.0,172,0.369038,0.109668,0.259371,0.702828,25502,1.113867,2.524594,0.0,0.0
ACH-000757,Cloxacillin (sodium),5.0,25670,1.038614,2.351386,0.0,0.0,148,0.105235,0.01631,0.088925,0.845014,25522,1.044027,2.364927,0.0,0.0
ACH-000757,Cysteamine (hydrochloride),5.0,25028,1.034899,2.410541,0.0,0.0,81,0.308451,0.036064,0.272387,0.88308,24947,1.037258,2.418251,0.0,0.0
ACH-000757,Cytarabine,0.05,24017,1.155419,2.510035,0.0,0.0,589,0.546976,0.100802,0.446175,0.815711,23428,1.170716,2.570606,0.0,0.0
ACH-000757,Cytarabine,0.5,25337,1.117126,2.503701,0.0,0.0,234,0.29309,0.023938,0.269152,0.918326,25103,1.124807,2.526817,0.0,0.0
ACH-000757,Cytarabine,5.0,23720,1.167363,2.62839,0.0,0.0,246,0.435593,0.057235,0.378358,0.868606,23474,1.175031,2.655335,0.0,0.0
ACH-000757,Daidzin,0.05,23362,1.152506,2.494677,0.0,0.0,568,0.49739,0.06219,0.4352,0.874968,22794,1.168831,2.555292,0.0,0.0
ACH-000757,Daidzin,0.5,25319,1.094014,2.468199,0.0,0.0,292,0.21003,0.01845,0.19158,0.912156,25027,1.104328,2.496781,0.0,0.0
ACH-000757,Daidzin,5.0,23652,1.345671,2.794051,0.0,0.0,542,1.657022,0.316532,1.340491,0.808976,23110,1.338369,2.852156,0.0,0.0
ACH-000757,Darinaparsin,5.0,25144,1.076558,2.539144,0.0,0.0,289,0.077579,0.018509,0.05907,0.761423,24855,1.088174,2.568453,0.0,0.0
ACH-000757,Demeclocycline,5.0,25387,1.097468,2.59645,0.0,0.0,134,0.13448,0.026478,0.108002,0.80311,25253,1.102578,2.610087,0.0,0.0
ACH-000757,Diammonium Glycyrrhizinate,5.0,25177,1.06532,2.406233,0.0,0.0,145,0.257034,0.066749,0.190285,0.740312,25032,1.070002,2.419785,0.0,0.0
ACH-000757,Docetaxel,5.0,26003,1.135331,2.55892,0.0,0.0,331,0.11947,0.041621,0.077849,0.651618,25672,1.148429,2.591377,0.0,0.0
ACH-000757,Elagolix sodium,5.0,24851,1.042048,2.460169,0.0,0.0,551,0.158935,0.031229,0.127706,0.803511,24300,1.062072,2.515245,0.0,0.0
ACH-000757,Flumatinib (mesylate),0.05,23054,1.114979,2.543786,0.0,0.0,441,0.190698,0.036082,0.154616,0.810788,22613,1.133004,2.592691,0.0,0.0
ACH-000757,Flumatinib (mesylate),0.5,25194,1.123493,2.500802,0.0,0.0,306,0.321333,0.045407,0.275926,0.858692,24888,1.133356,2.530991,0.0,0.0
ACH-000757,Flumatinib (mesylate),5.0,23283,1.159474,2.628888,0.0,0.0,326,0.510577,0.042293,0.468284,0.917167,22957,1.168689,2.665619,0.0,0.0
ACH-000757,Fluvoxamine (maleate),5.0,24941,1.064496,2.49716,0.0,0.0,74,0.312527,0.060055,0.252472,0.807841,24867,1.066734,2.504412,0.0,0.0
ACH-000757,Folic acid,5.0,24904,1.023301,2.354593,0.0,0.0,123,0.330976,0.038544,0.292432,0.883545,24781,1.026737,2.366089,0.0,0.0
ACH-000757,Fumaric acid,0.05,23120,1.193375,2.461004,0.0,0.0,420,0.635022,0.108638,0.526384,0.828922,22700,1.203706,2.504528,0.0,0.0
ACH-000757,Fumaric acid,0.5,25480,1.158102,2.468316,0.0,0.0,419,0.262089,0.034824,0.227265,0.867129,25061,1.173083,2.509002,0.0,0.0
ACH-000757,Fumaric acid,5.0,24006,1.316033,2.538949,0.0,0.0,516,0.790644,0.064426,0.726218,0.918515,23490,1.327574,2.593306,0.0,0.0
ACH-000757,Furosemide,5.0,25566,1.101031,2.54779,0.0,0.0,175,0.067994,0.010398,0.057596,0.847078,25391,1.108151,2.565278,0.0,0.0
ACH-000757,Fusidic acid,5.0,25461,1.02467,2.392004,0.0,0.0,59,0.2721,0.052902,0.219198,0.805579,25402,1.026418,2.397437,0.0,0.0
ACH-000757,Gallic acid,5.0,25424,1.018489,2.379518,0.0,0.0,134,0.306517,0.051506,0.255011,0.831965,25290,1.022261,2.391853,0.0,0.0
ACH-000757,Gallic acid (hydrate),5.0,25026,1.054545,2.51982,0.0,0.0,235,0.321402,0.060155,0.261247,0.812835,24791,1.061495,2.543135,0.0,0.0
ACH-000757,Gemfibrozil,5.0,25349,1.066271,2.513191,0.0,0.0,440,0.228192,0.043761,0.184431,0.808226,24909,1.081076,2.556812,0.0,0.0
ACH-000757,Goserelin (acetate),5.0,25866,1.046416,2.354168,0.0,0.0,152,0.053724,0.009233,0.044491,0.828132,25714,1.052284,2.36803,0.0,0.0
ACH-000757,Hexylresorcinol,5.0,26195,1.06309,2.391855,0.0,0.0,279,0.031325,0.00835,0.022975,0.733435,25916,1.074197,2.417515,0.0,0.0
ACH-000757,Homoharringtonine,5.0,23819,1.670712,3.904753,0.0,0.0,2950,1.227631,0.979462,0.24817,0.202153,20869,1.733345,4.318266,0.0,0.0
ACH-000757,Hydroxyfasudil,0.05,24758,4.364496,2.985015,1.379481,0.316069,431,8.050321,1.221791,6.82853,0.848231,24327,4.299195,3.016254,1.282941,0.298414
ACH-000757,Idarubicin (hydrochloride),5.0,23699,1.746797,3.985041,0.0,0.0,1501,1.709979,1.625478,0.084501,0.049416,22198,1.749287,4.144591,0.0,0.0
ACH-000757,Irinotecan (hydrochloride),0.05,22416,1.159124,2.631974,0.0,0.0,1652,0.571315,0.13746,0.433854,0.759396,20764,1.20589,2.83044,0.0,0.0
ACH-000757,Irinotecan (hydrochloride),0.5,24744,1.192063,2.521148,0.0,0.0,2075,0.803265,0.102891,0.700374,0.87191,22669,1.227651,2.742502,0.0,0.0
ACH-000757,Irinotecan (hydrochloride),5.0,23204,1.477908,2.897802,0.0,0.0,1452,1.897898,0.389912,1.507987,0.794556,21752,1.449872,3.06521,0.0,0.0
ACH-000757,Isocorydine,5.0,25104,1.048094,2.423274,0.0,0.0,95,0.063997,0.00923,0.054766,0.855767,25009,1.051832,2.432444,0.0,0.0
ACH-000757,L-Thyroxine (sodium salt pentahydrate),5.0,23755,5.615761,3.349561,2.2662,0.403543,202,9.160665,0.704685,8.45598,0.923075,23553,5.585358,3.372244,2.213114,0.396235
ACH-000757,Larotrectinib,5.0,25518,1.130151,2.657311,0.0,0.0,136,0.367504,0.096024,0.271481,0.738714,25382,1.134237,2.671035,0.0,0.0
ACH-000757,Lenalidomide (hemihydrate),5.0,24810,1.021534,2.470989,0.0,0.0,154,0.067128,0.013228,0.0539,0.802948,24656,1.027495,2.48634,0.0,0.0
ACH-000757,Lidocaine (hydrochloride),5.0,24918,1.128112,2.687268,0.0,0.0,796,0.327894,0.080737,0.247158,0.753772,24122,1.154518,2.773281,0.0,0.0
ACH-000757,Lipoic acid,5.0,25722,1.031953,2.362823,0.0,0.0,81,0.025224,0.007014,0.01821,0.721948,25641,1.035133,2.370265,0.0,0.0
ACH-000757,Lumateperone (tosylate),5.0,25415,1.022353,2.360749,0.0,0.0,96,0.135672,0.031101,0.104571,0.770764,25319,1.025715,2.369582,0.0,0.0
ACH-000757,Malotilate,0.05,24296,1.180268,2.628799,0.0,0.0,2269,0.725736,0.121031,0.604705,0.83323,22027,1.227089,2.887124,0.0,0.0
ACH-000757,Medroxyprogesterone acetate,5.0,25019,1.042273,2.508021,0.0,0.0,280,0.401201,0.05102,0.350181,0.872832,24739,1.049529,2.53583,0.0,0.0
ACH-000757,Megestrol,5.0,25790,1.09017,2.434512,0.0,0.0,162,0.305863,0.048128,0.257735,0.84265,25628,1.095127,2.449597,0.0,0.0
ACH-000757,Mitoxantrone (dihydrochloride),5.0,24930,3.24908,3.102091,0.146989,0.04524,213,1.696434,0.370611,1.325822,0.781535,24717,3.26246,3.12563,0.136831,0.041941
ACH-000757,Naproxen,0.05,22512,1.120925,2.529043,0.0,0.0,196,0.538252,0.063551,0.474701,0.88193,22316,1.126042,2.550697,0.0,0.0
ACH-000757,Naproxen,0.5,25398,1.155052,2.502475,0.0,0.0,222,0.342478,0.014702,0.327776,0.957073,25176,1.162217,2.524412,0.0,0.0
ACH-000757,Naproxen,5.0,23386,1.153476,2.601673,0.0,0.0,301,0.884161,0.093873,0.790288,0.893828,23085,1.156987,2.634372,0.0,0.0
ACH-000757,Neratinib (maleate),5.0,25377,1.038426,2.368489,0.0,0.0,246,0.124546,0.037078,0.087468,0.702297,25131,1.047371,2.391311,0.0,0.0
ACH-000757,Norepinephrine (hydrochloride),5.0,25059,1.062292,2.5488,0.0,0.0,234,0.385764,0.072755,0.313009,0.8114,24825,1.068669,2.572139,0.0,0.0
ACH-000757,Olanzapine,5.0,25158,1.036099,2.434242,0.0,0.0,152,0.217097,0.056716,0.160381,0.738754,25006,1.041077,2.448694,0.0,0.0
ACH-000757,PF-06260933,0.05,24715,9.433917,3.169708,6.264209,0.664009,7927,22.984457,5.535221,17.449236,0.759175,16788,3.035589,2.052754,0.982835,0.323771
ACH-000757,Palmatine (chloride),5.0,24981,1.047611,2.500184,0.0,0.0,121,0.269826,0.071404,0.198422,0.735371,24860,1.051397,2.512005,0.0,0.0
ACH-000757,Pasireotide (acetate),5.0,25240,1.067132,2.407663,0.0,0.0,245,0.560345,0.079181,0.481164,0.858692,24995,1.072099,2.430487,0.0,0.0
ACH-000757,Pentagastrin,5.0,25959,1.02499,2.31403,0.0,0.0,106,0.241148,0.044842,0.196306,0.814048,25853,1.028204,2.323334,0.0,0.0
ACH-000757,Pentamidine (isethionate),0.5,24880,1.132935,2.654522,0.0,0.0,508,0.847863,0.088097,0.759766,0.896095,24372,1.138877,2.708015,0.0,0.0
ACH-000757,Pentamidine (isethionate),5.0,25486,1.133525,2.600139,0.0,0.0,300,0.183642,0.062072,0.12157,0.661993,25186,1.144839,2.630371,0.0,0.0
ACH-000757,Pralsetinib,0.05,25473,1.140174,2.410156,0.0,0.0,1286,0.793456,0.222503,0.570953,0.719578,24187,1.158609,2.526472,0.0,0.0
ACH-000757,Pravastatin (sodium),0.05,22458,1.125519,2.529305,0.0,0.0,356,0.215168,0.035047,0.180121,0.837116,22102,1.140182,2.56948,0.0,0.0
ACH-000757,Pravastatin (sodium),0.5,25072,1.113591,2.466978,0.0,0.0,354,0.370962,0.033407,0.337554,0.909944,24718,1.124226,2.501831,0.0,0.0
ACH-000757,Pravastatin (sodium),5.0,23554,1.344709,2.711437,0.0,0.0,1020,1.233234,0.161053,1.072181,0.869406,22534,1.349755,2.82688,0.0,0.0
