patient,drug,dose,n_gene_doses,var_lfc_mean,mean_se2_mean,sigma2_plate_pooled,between_plate_fraction_pooled,n_responder_gene_doses,var_lfc_mean_responders,mean_se2_mean_responders,sigma2_plate_pooled_responders,between_plate_fraction_pooled_responders,n_nonresponder_gene_doses,var_lfc_mean_nonresponders,mean_se2_mean_nonresponders,sigma2_plate_pooled_nonresponders,between_plate_fraction_pooled_nonresponders
ACH-000389,Ralimetinib dimesylate,0.05,20991,5.433028,3.330051,2.102976,0.387073,55,7.874567,0.598165,7.276401,0.924038,20936,5.426614,3.337228,2.089385,0.385026
ACH-000389,Raltitrexed,5.0,22397,1.167689,2.676563,0.0,0.0,117,0.28433,0.065767,0.218564,0.768696,22280,1.172328,2.690273,0.0,0.0
ACH-000389,Rapamycin,5.0,21785,1.299221,2.803494,0.0,0.0,255,0.434719,0.104233,0.330485,0.760228,21530,1.30946,2.835464,0.0,0.0
ACH-000389,Regorafenib,0.05,22084,1.30029,2.74135,0.0,0.0,258,0.607942,0.056149,0.551793,0.907641,21826,1.308474,2.773091,0.0,0.0
ACH-000389,Regorafenib,0.5,22435,1.249739,2.688791,0.0,0.0,150,1.367097,0.138211,1.228885,0.898901,22285,1.248949,2.705958,0.0,0.0
ACH-000389,Regorafenib,5.0,18580,1.459884,2.952759,0.0,0.0,144,0.525685,0.147786,0.377899,0.71887,18436,1.46718,2.974668,0.0,0.0
ACH-000389,Relugolix,5.0,22000,1.218628,2.6757,0.0,0.0,54,0.177761,0.025863,0.151898,0.854508,21946,1.221189,2.68222,0.0,0.0
ACH-000389,Resveratrol,5.0,21224,1.227779,2.872205,0.0,0.0,253,0.537683,0.083527,0.454156,0.844653,20971,1.236105,2.905849,0.0,0.0
ACH-000389,Retinoic acid,5.0,21937,1.207594,2.685305,0.0,0.0,152,0.36094,0.079797,0.281143,0.778918,21785,1.213501,2.703484,0.0,0.0
ACH-000389,Riluzole hydrochloride,5.0,22264,1.241656,2.740772,0.0,0.0,240,0.294164,0.088003,0.206161,0.700837,22024,1.251981,2.76968,0.0,0.0
ACH-000389,Rimonabant,5.0,21796,1.206378,2.722175,0.0,0.0,96,0.272536,0.107725,0.164811,0.604731,21700,1.210509,2.733741,0.0,0.0
ACH-000389,Ritonavir,5.0,21452,1.224431,2.94067,0.0,0.0,74,0.371361,0.100535,0.270825,0.729279,21378,1.227384,2.950502,0.0,0.0
ACH-000389,Ropivacaine (hydrochloride monohydrate),5.0,21420,1.199422,2.824377,0.0,0.0,205,0.276063,0.066699,0.209364,0.758393,21215,1.208344,2.851025,0.0,0.0
ACH-000389,S-Adenosyl-L-methionine (disulfate tosylate),5.0,21952,1.212712,2.743564,0.0,0.0,154,0.271654,0.085776,0.185878,0.684247,21798,1.21936,2.762341,0.0,0.0
ACH-000389,Salicylic acid,5.0,21873,1.348577,2.984321,0.0,0.0,112,0.331646,0.189545,0.142101,0.428472,21761,1.353811,2.998705,0.0,0.0
ACH-000389,Saquinavir,5.0,20828,1.317085,3.13357,0.0,0.0,158,0.404744,0.088596,0.316148,0.781106,20670,1.324059,3.156846,0.0,0.0
ACH-000389,Selinexor ,5.0,20863,1.319384,3.164546,0.0,0.0,732,0.588366,0.144821,0.443545,0.75386,20131,1.345965,3.274349,0.0,0.0
ACH-000389,Sinomenine,5.0,21616,1.224777,2.84499,0.0,0.0,163,0.533518,0.08162,0.451898,0.847015,21453,1.230029,2.865986,0.0,0.0
ACH-000389,Sodium Salicylate,5.0,22124,1.295507,2.680886,0.0,0.0,102,0.437654,0.234512,0.203142,0.464162,22022,1.29948,2.692217,0.0,0.0
ACH-000389,Sonidegib,0.05,21277,4.728109,3.785673,0.942436,0.199326,163,7.919214,0.838872,7.080342,0.894071,21114,4.703474,3.808423,0.895051,0.190296
ACH-000389,Sulfisoxazole,0.5,20801,1.293525,2.956824,0.0,0.0,356,0.57239,0.107288,0.465102,0.812561,20445,1.306082,3.006442,0.0,0.0
ACH-000389,Sulfisoxazole,5.0,21662,1.251273,2.812814,0.0,0.0,46,0.677097,0.129519,0.547578,0.808715,21616,1.252495,2.818524,0.0,0.0
ACH-000389,Temsirolimus,5.0,21571,1.313283,2.928819,0.0,0.0,123,0.365304,0.126047,0.239257,0.654953,21448,1.31872,2.944892,0.0,0.0
ACH-000389,Terfenadine,0.5,20411,1.266405,3.088947,0.0,0.0,398,0.600059,0.080689,0.51937,0.865531,20013,1.279656,3.148772,0.0,0.0
ACH-000389,Terfenadine,5.0,21473,1.220733,2.846048,0.0,0.0,203,0.297171,0.07187,0.225301,0.758153,21270,1.229547,2.872525,0.0,0.0
ACH-000389,Thymol,5.0,21456,1.270123,2.938597,0.0,0.0,177,0.515091,0.09095,0.424141,0.82343,21279,1.276404,2.962284,0.0,0.0
ACH-000389,Tofacitinib,5.0,21592,1.228969,2.807468,0.0,0.0,99,0.250988,0.071215,0.179773,0.716262,21493,1.233474,2.820071,0.0,0.0
ACH-000389,Tofacitinib (citrate),5.0,21806,1.247071,2.930871,0.0,0.0,211,0.276249,0.087029,0.189221,0.684963,21595,1.256557,2.958657,0.0,0.0
ACH-000389,Tolcapone,5.0,21996,1.252505,2.680371,0.0,0.0,69,0.472769,0.122418,0.350351,0.741061,21927,1.254958,2.68842,0.0,0.0
ACH-000389,Topotecan (hydrochloride),0.05,19567,1.310523,2.901065,0.0,0.0,203,0.753338,0.150865,0.602473,0.799738,19364,1.316364,2.929896,0.0,0.0
ACH-000389,Topotecan (hydrochloride),0.5,22381,1.358065,2.76911,0.0,0.0,101,0.597165,0.023782,0.573383,0.960174,22280,1.361514,2.781555,0.0,0.0
ACH-000389,Topotecan (hydrochloride),5.0,20389,1.771297,3.201432,0.0,0.0,204,1.595391,0.15116,1.444231,0.905252,20185,1.773075,3.23226,0.0,0.0
ACH-000389,Trametinib,0.05,22220,1.19582,2.834728,0.0,0.0,505,0.516683,0.099296,0.417387,0.80782,21715,1.211614,2.898343,0.0,0.0
ACH-000389,Trametinib,0.5,23321,1.281686,2.953492,0.0,0.0,1399,0.526833,0.153201,0.373631,0.709203,21922,1.329858,3.132198,0.0,0.0
ACH-000389,Trametinib,5.0,19456,1.366144,2.630059,0.0,0.0,2305,0.800989,0.587782,0.213207,0.266179,17151,1.442097,2.90453,0.0,0.0
ACH-000389,Triamcinolone,5.0,21588,1.269833,2.907411,0.0,0.0,429,0.466231,0.142476,0.323754,0.694408,21159,1.286126,2.963471,0.0,0.0
ACH-000389,Triclosan,5.0,21887,1.258494,2.79816,0.0,0.0,136,0.31668,0.106593,0.210087,0.663404,21751,1.264383,2.81499,0.0,0.0
ACH-000389,Trifluridine,5.0,21367,1.236135,2.829643,0.0,0.0,53,0.194803,0.030299,0.164505,0.844466,21314,1.238725,2.836604,0.0,0.0
ACH-000389,Trimetrexate,5.0,21445,1.269961,2.953473,0.0,0.0,58,0.281234,0.08317,0.198064,0.704269,21387,1.272643,2.961257,0.0,0.0
ACH-000389,Tucidinostat,5.0,22134,1.457684,2.870082,0.0,0.0,252,0.528523,0.164203,0.36432,0.689317,21882,1.468385,2.901243,0.0,0.0
ACH-000389,Vilanterol,5.0,21443,1.256552,2.994737,0.0,0.0,150,0.207841,0.058226,0.149616,0.719855,21293,1.26394,3.015424,0.0,0.0
ACH-000389,Vinblastine (sulfate),5.0,21367,1.360222,3.068202,0.0,0.0,255,0.485022,0.150943,0.334079,0.688791,21112,1.370793,3.103438,0.0,0.0
ACH-000389,c-Kit-IN-1,0.05,20969,4.533048,3.804123,0.728925,0.160802,226,7.58682,0.935508,6.651312,0.876693,20743,4.499777,3.835378,0.664399,0.147652
ACH-000389,olaparib,0.05,21172,7.418919,3.369207,4.049712,0.545863,3201,22.507251,6.686625,15.820626,0.702912,17971,4.73138,2.778307,1.953073,0.412791
ACH-000396,(R)-Verapamil (hydrochloride),5.0,26060,1.131318,2.566697,0.0,0.0,448,0.144056,0.033872,0.110184,0.764872,25612,1.148587,2.611001,0.0,0.0
ACH-000396,18β-Glycyrrhetinic acid,5.0,25427,1.143333,2.725203,0.0,0.0,618,0.198022,0.064566,0.133456,0.673946,24809,1.166881,2.79148,0.0,0.0
ACH-000396,8-Hydroxyquinoline,5.0,25915,1.068018,2.480667,0.0,0.0,671,0.178214,0.045707,0.132507,0.743528,25244,1.09167,2.545389,0.0,0.0
ACH-000396,Acetohexamide,5.0,25776,1.134904,2.639214,0.0,0.0,527,0.349351,0.056025,0.293327,0.839632,25249,1.1513,2.693131,0.0,0.0
ACH-000396,Adagrasib,0.05,36003,1.540968,5.761611,0.0,0.0,3939,0.186632,0.104105,0.082527,0.44219,32064,1.707346,6.456625,0.0,0.0
ACH-000396,Adenine,5.0,25753,1.076006,2.412045,0.0,0.0,641,0.173493,0.031572,0.141921,0.81802,25112,1.099044,2.472808,0.0,0.0
ACH-000396,Adenosine,5.0,25953,1.183375,2.708404,0.0,0.0,887,0.234952,0.094833,0.140119,0.596374,25066,1.216936,2.800889,0.0,0.0
ACH-000396,Afatinib,0.05,26177,1.351454,3.586447,0.0,0.0,1595,0.63775,0.230887,0.406863,0.637966,24582,1.397763,3.804172,0.0,0.0
ACH-000396,Afatinib,0.5,28732,1.330703,3.351881,0.0,0.0,1178,0.348535,0.035203,0.313332,0.898997,27554,1.372693,3.493677,0.0,0.0
ACH-000396,Afatinib,5.0,26297,1.446847,3.587093,0.0,0.0,923,0.585235,0.090764,0.494471,0.84491,25374,1.478189,3.714275,0.0,0.0
ACH-000396,Aliskiren,5.0,26009,1.098169,2.530423,0.0,0.0,529,0.354627,0.064379,0.290248,0.818459,25480,1.113606,2.581621,0.0,0.0
ACH-000396,Allantoin,5.0,25540,1.091471,2.551466,0.0,0.0,1350,0.29394,0.069832,0.224108,0.762428,24190,1.13598,2.689962,0.0,0.0
ACH-000396,Almonertinib (hydrochloride),5.0,25276,1.128434,2.662155,0.0,0.0,918,0.320851,0.070551,0.2503,0.780112,24358,1.158871,2.759827,0.0,0.0
ACH-000396,Almonertinib (mesylate),0.05,22682,1.209868,2.675478,0.0,0.0,515,0.431254,0.082411,0.348843,0.808904,22167,1.227958,2.735722,0.0,0.0
ACH-000396,Almonertinib (mesylate),0.5,25543,1.20065,2.534874,0.0,0.0,960,0.188511,0.021092,0.16742,0.888115,24583,1.240176,2.63304,0.0,0.0
ACH-000396,Almonertinib (mesylate),5.0,23321,1.316843,2.842296,0.0,0.0,596,1.021718,0.165213,0.856506,0.838299,22725,1.324583,2.912507,0.0,0.0
ACH-000396,Amsacrine,5.0,26193,1.177511,2.569705,0.0,0.0,1619,0.25321,0.064782,0.188428,0.744156,24574,1.238407,2.734736,0.0,0.0
ACH-000396,Anethole trithione,5.0,26008,1.094658,2.49645,0.0,0.0,993,0.136895,0.037726,0.099169,0.724419,25015,1.132678,2.594052,0.0,0.0
ACH-000396,Artesunate,5.0,25670,1.060902,2.536841,0.0,0.0,1332,0.215576,0.063451,0.152125,0.705669,24338,1.107166,2.672208,0.0,0.0
ACH-000396,Azithromycin (hydrate),5.0,25638,1.12084,2.653919,0.0,0.0,922,0.268251,0.078859,0.189392,0.706027,24716,1.152645,2.749978,0.0,0.0
ACH-000396,Baicalin,5.0,26298,1.074618,2.443053,0.0,0.0,549,0.232339,0.056448,0.175891,0.757044,25749,1.092576,2.493938,0.0,0.0
ACH-000396,Balsalazide (sodium hydrate),5.0,26632,1.100755,2.441064,0.0,0.0,538,0.277138,0.04913,0.228008,0.822722,26094,1.117736,2.49038,0.0,0.0
ACH-000396,Belumosudil,0.05,23336,1.194497,2.651156,0.0,0.0,758,0.169536,0.043634,0.125902,0.742626,22578,1.228907,2.738697,0.0,0.0
ACH-000396,Belumosudil,0.5,25184,1.162264,2.545131,0.0,0.0,812,0.184266,0.019247,0.16502,0.89555,24372,1.194848,2.629286,0.0,0.0
ACH-000396,Belumosudil,5.0,22551,1.261562,2.846284,0.0,0.0,914,0.559859,0.092268,0.46759,0.835194,21637,1.291204,2.962621,0.0,0.0
ACH-000396,Berbamine,0.5,25507,1.2321,2.58069,0.0,0.0,1602,0.528984,0.042161,0.486823,0.920299,23905,1.27922,2.75081,0.0,0.0
ACH-000396,Berbamine,5.0,25555,1.094272,2.511079,0.0,0.0,338,0.09342,0.021427,0.071993,0.770634,25217,1.107687,2.54445,0.0,0.0
ACH-000396,Berbamine (dihydrochloride),0.05,23276,1.190893,2.64032,0.0,0.0,1090,0.244648,0.072703,0.171945,0.702826,22186,1.237382,2.766467,0.0,0.0
ACH-000396,Berbamine (dihydrochloride),0.5,25260,1.204811,2.562582,0.0,0.0,1062,0.381091,0.03709,0.344001,0.902674,24198,1.240963,2.673421,0.0,0.0
ACH-000396,Berbamine (dihydrochloride),5.0,22913,1.299428,2.867747,0.0,0.0,769,1.065576,0.183208,0.882368,0.828066,22144,1.307549,2.960974,0.0,0.0
ACH-000396,Berberine (chloride hydrate),5.0,26199,1.080885,2.429397,0.0,0.0,589,0.343414,0.056119,0.287295,0.836584,25610,1.097846,2.483979,0.0,0.0
ACH-000396,Bergenin,5.0,25694,1.094588,2.531562,0.0,0.0,677,0.280231,0.051875,0.228356,0.814885,25017,1.116626,2.598666,0.0,0.0
ACH-000396,Bimatoprost,5.0,26163,1.139839,2.52497,0.0,0.0,647,0.271809,0.070127,0.201682,0.741999,25516,1.16185,2.587217,0.0,0.0
ACH-000396,Binimetinib,0.05,25649,1.129317,2.546506,0.0,0.0,1724,0.363956,0.079694,0.284262,0.781035,23925,1.184468,2.724261,0.0,0.0
ACH-000396,Binimetinib,0.5,25893,1.228714,2.727024,0.0,0.0,1069,0.456838,0.053392,0.403447,0.883128,24824,1.261953,2.84216,0.0,0.0
ACH-000396,Binimetinib,5.0,23977,1.152438,2.584159,0.0,0.0,3148,0.376119,0.210572,0.165547,0.440146,20829,1.269767,2.942892,0.0,0.0
ACH-000396,Busulfan,5.0,25002,1.077889,2.614693,0.0,0.0,914,0.343503,0.063017,0.280485,0.816544,24088,1.105755,2.711514,0.0,0.0
ACH-000396,Captopril,0.05,23819,1.186936,2.86958,0.0,0.0,861,0.874006,0.180968,0.693038,0.792945,22958,1.198672,2.970411,0.0,0.0
ACH-000396,Cepharanthine,5.0,25464,1.253151,2.820045,0.0,0.0,872,0.202534,0.066937,0.135597,0.669502,24592,1.290404,2.917667,0.0,0.0
ACH-000396,Chlorhexidine (diacetate),0.5,25293,1.22796,2.563678,0.0,0.0,1642,0.46761,0.040459,0.42715,0.913476,23651,1.280748,2.738855,0.0,0.0
ACH-000396,Chlorhexidine (diacetate),5.0,25958,1.094595,2.446454,0.0,0.0,457,0.18253,0.044401,0.138129,0.756748,25501,1.11094,2.489501,0.0,0.0
ACH-000396,Ciclopirox,5.0,25037,1.065036,2.720114,0.0,0.0,592,0.278919,0.073467,0.205452,0.7366,24445,1.084074,2.784209,0.0,0.0
ACH-000396,Clonidine (hydrochloride),5.0,26562,1.054236,2.397564,0.0,0.0,632,0.175514,0.037177,0.138338,0.788185,25930,1.075653,2.455094,0.0,0.0
ACH-000396,Clotrimazole,5.0,26137,1.120807,2.542482,0.0,0.0,726,0.304385,0.085248,0.219137,0.719932,25411,1.144132,2.612686,0.0,0.0
ACH-000396,Cloxacillin (sodium),5.0,26021,1.064827,2.425232,0.0,0.0,447,0.145185,0.030596,0.114589,0.789261,25574,1.080901,2.467087,0.0,0.0
ACH-000396,Cysteamine (hydrochloride),5.0,25760,1.091358,2.463361,0.0,0.0,504,0.32932,0.048728,0.280592,0.852034,25256,1.106565,2.511547,0.0,0.0
ACH-000396,Cytarabine,0.05,24090,1.249241,2.672005,0.0,0.0,1122,0.384931,0.083195,0.301736,0.783871,22968,1.291463,2.798469,0.0,0.0
ACH-000396,Cytarabine,0.5,24716,1.165283,2.562888,0.0,0.0,692,0.234289,0.021084,0.213206,0.91001,24024,1.1921,2.636104,0.0,0.0
ACH-000396,Cytarabine,5.0,23275,1.243868,2.727091,0.0,0.0,701,0.202939,0.032828,0.170111,0.838239,22574,1.276193,2.810757,0.0,0.0
ACH-000396,DTP3,0.05,24307,9.465148,3.194246,6.270902,0.662526,8463,22.2199,5.476194,16.743705,0.753546,15844,2.652255,1.975353,0.676902,0.255217
ACH-000396,Daidzin,0.05,23439,1.253982,2.698682,0.0,0.0,1028,0.433347,0.057523,0.375823,0.867258,22411,1.291624,2.819832,0.0,0.0
ACH-000396,Daidzin,0.5,24863,1.17746,2.540602,0.0,0.0,729,0.269535,0.022989,0.246546,0.914708,24134,1.204885,2.61665,0.0,0.0
ACH-000396,Daidzin,5.0,23106,1.292654,2.865324,0.0,0.0,816,0.836886,0.159266,0.67762,0.809692,22290,1.309339,2.964388,0.0,0.0
ACH-000396,Darinaparsin,5.0,25745,1.145793,2.714889,0.0,0.0,1066,0.245329,0.080892,0.164437,0.670269,24679,1.184688,2.828663,0.0,0.0
ACH-000396,Demeclocycline,5.0,25825,1.154537,2.652237,0.0,0.0,578,0.246787,0.041484,0.205303,0.831903,25247,1.175319,2.712007,0.0,0.0
ACH-000396,Diammonium Glycyrrhizinate,5.0,25456,1.088889,2.512683,0.0,0.0,645,0.351177,0.065427,0.28575,0.813691,24811,1.108067,2.576303,0.0,0.0
ACH-000396,Docetaxel,5.0,26660,1.196755,2.579783,0.0,0.0,1328,0.140063,0.04152,0.098542,0.703558,25332,1.25215,2.712848,0.0,0.0
ACH-000396,Elagolix sodium,5.0,25181,1.068723,2.542705,0.0,0.0,1096,0.279442,0.060472,0.21897,0.783597,24085,1.10464,2.65566,0.0,0.0
ACH-000396,Flumatinib (mesylate),0.05,23060,1.230145,2.658981,0.0,0.0,1112,0.197598,0.03857,0.159028,0.804804,21948,1.282459,2.791745,0.0,0.0
ACH-000396,Flumatinib (mesylate),0.5,24831,1.22154,2.618291,0.0,0.0,1223,0.22798,0.027358,0.200622,0.88,23608,1.273011,2.752513,0.0,0.0
ACH-000396,Flumatinib (mesylate),5.0,22984,1.257757,2.730273,0.0,0.0,732,0.486335,0.042475,0.443859,0.912662,22252,1.283133,2.81869,0.0,0.0
ACH-000396,Fluvoxamine (maleate),5.0,25556,1.116085,2.65082,0.0,0.0,413,0.13682,0.036874,0.099947,0.730494,25143,1.132171,2.693757,0.0,0.0
ACH-000396,Folic acid,5.0,25516,1.071263,2.471284,0.0,0.0,370,0.276001,0.04058,0.235421,0.852971,25146,1.082965,2.507049,0.0,0.0
ACH-000396,Fumaric acid,0.05,23277,1.287109,2.701255,0.0,0.0,934,0.427121,0.080983,0.346138,0.810397,22343,1.323059,2.81079,0.0,0.0
ACH-000396,Fumaric acid,0.5,25132,1.217564,2.564902,0.0,0.0,803,0.322489,0.037512,0.284977,0.883679,24329,1.247107,2.64832,0.0,0.0
ACH-000396,Fumaric acid,5.0,23767,1.352492,2.717867,0.0,0.0,900,0.509949,0.045322,0.464627,0.911124,22867,1.385653,2.823053,0.0,0.0
ACH-000396,Furosemide,5.0,25977,1.117387,2.558911,0.0,0.0,450,0.154434,0.044832,0.109602,0.709701,25527,1.134363,2.60323,0.0,0.0
ACH-000396,Fusidic acid,5.0,25751,1.068245,2.477252,0.0,0.0,424,0.155467,0.040727,0.11474,0.738036,25327,1.083525,2.518042,0.0,0.0
ACH-000396,Gallic acid,5.0,25869,1.086074,2.440439,0.0,0.0,635,0.241354,0.047571,0.193783,0.802899,25234,1.107331,2.500654,0.0,0.0
ACH-000396,Gallic acid (hydrate),5.0,25570,1.091871,2.572391,0.0,0.0,885,0.308652,0.078962,0.22969,0.744171,24685,1.11995,2.661785,0.0,0.0
ACH-000396,Gemfibrozil,5.0,25938,1.141757,2.561259,0.0,0.0,1118,0.190629,0.048682,0.141948,0.744626,24820,1.1846,2.674436,0.0,0.0
ACH-000396,Goserelin (acetate),5.0,26217,1.055542,2.417768,0.0,0.0,583,0.100351,0.024124,0.076227,0.759603,25634,1.077267,2.472207,0.0,0.0
ACH-000396,Hexylresorcinol,5.0,26780,1.097983,2.455756,0.0,0.0,877,0.165679,0.04415,0.121529,0.73352,25903,1.129548,2.537406,0.0,0.0
ACH-000396,Homoharringtonine,5.0,26552,1.298289,2.813378,0.0,0.0,9822,0.536212,0.360226,0.175986,0.328202,16730,1.745696,4.253596,0.0,0.0
ACH-000396,Hydroxyfasudil,0.05,24215,5.09288,3.19029,1.902589,0.373578,406,7.043111,0.916048,6.127064,0.869937,23809,5.059623,3.229071,1.830552,0.361796
ACH-000396,Idarubicin (hydrochloride),5.0,27056,1.251004,2.774236,0.0,0.0,7829,0.6069,0.42965,0.17725,0.292059,19227,1.513275,3.728923,0.0,0.0
ACH-000396,Irinotecan (hydrochloride),0.05,22524,1.215801,2.771668,0.0,0.0,1829,0.512766,0.093211,0.419554,0.818218,20695,1.277934,3.008387,0.0,0.0
ACH-000396,Irinotecan (hydrochloride),0.5,24714,1.309048,2.556897,0.0,0.0,2541,0.715501,0.075229,0.640273,0.894859,22173,1.377067,2.841293,0.0,0.0
ACH-000396,Irinotecan (hydrochloride),5.0,23368,1.386178,2.730681,0.0,0.0,2435,0.989352,0.124262,0.865091,0.874401,20933,1.432338,3.033869,0.0,0.0
ACH-000396,Isocorydine,5.0,25729,1.101015,2.48028,0.0,0.0,635,0.22108,0.046092,0.174988,0.791515,25094,1.123281,2.541877,0.0,0.0
ACH-000396,L-Thyroxine (sodium salt pentahydrate),5.0,24264,8.952214,3.510012,5.442202,0.607917,48,12.953627,1.114332,11.839295,0.913975,24216,8.944283,3.514761,5.429522,0.607038
ACH-000396,Larotrectinib,5.0,25755,1.172625,2.706368,0.0,0.0,566,0.448042,0.142254,0.305788,0.682498,25189,1.188906,2.763984,0.0,0.0
ACH-000396,Lenalidomide (hemihydrate),5.0,25279,1.046006,2.592669,0.0,0.0,494,0.194025,0.050618,0.143407,0.739114,24785,1.062987,2.643335,0.0,0.0
ACH-000396,Lidocaine (hydrochloride),5.0,25177,1.131646,2.772169,0.0,0.0,1640,0.222639,0.054966,0.167673,0.753115,23537,1.194983,2.961497,0.0,0.0
ACH-000396,Lipoic acid,5.0,26291,1.100897,2.485242,0.0,0.0,574,0.238165,0.042402,0.195763,0.821963,25717,1.120153,2.539766,0.0,0.0
ACH-000396,Lumateperone (tosylate),5.0,25892,1.065455,2.466779,0.0,0.0,421,0.206949,0.049867,0.157081,0.759035,25471,1.079645,2.506727,0.0,0.0
ACH-000396,Malotilate,0.05,24210,1.293843,2.715043,0.0,0.0,3842,0.657825,0.123752,0.534072,0.811876,20368,1.413814,3.203836,0.0,0.0
ACH-000396,Medroxyprogesterone acetate,5.0,25195,1.077659,2.601127,0.0,0.0,925,0.353623,0.071436,0.282187,0.797987,24270,1.105254,2.69754,0.0,0.0
ACH-000396,Megestrol,5.0,26289,1.146109,2.484206,0.0,0.0,476,0.184958,0.057816,0.127142,0.687412,25813,1.163833,2.52895,0.0,0.0
ACH-000396,Methylprednisolone succinate,0.05,24055,8.882492,3.306041,5.576451,0.627803,7061,22.312606,6.109157,16.203449,0.726202,16994,3.302285,2.141347,1.160938,0.351556
ACH-000396,Mitoxantrone (dihydrochloride),5.0,26108,1.671519,2.695242,0.0,0.0,983,0.588995,0.062674,0.526321,0.893591,25125,1.713872,2.79824,0.0,0.0
ACH-000396,Naproxen,0.05,22593,1.175021,2.720711,0.0,0.0,500,0.343701,0.049706,0.293995,0.85538,22093,1.193835,2.78116,0.0,0.0
ACH-000396,Naproxen,0.5,24919,1.196416,2.60372,0.0,0.0,540,0.424881,0.03181,0.393071,0.925133,24379,1.213506,2.660688,0.0,0.0
ACH-000396,Naproxen,5.0,22905,1.227539,2.778176,0.0,0.0,510,0.871442,0.10564,0.765801,0.878775,22395,1.235649,2.839038,0.0,0.0
ACH-000396,Neratinib (maleate),5.0,25724,1.103405,2.471603,0.0,0.0,847,0.296096,0.062768,0.233329,0.788015,24877,1.130891,2.553617,0.0,0.0
ACH-000396,Norepinephrine (hydrochloride),5.0,25449,1.119773,2.639868,0.0,0.0,604,0.236482,0.05842,0.178062,0.752962,24845,1.141247,2.702625,0.0,0.0
ACH-000396,Olanzapine,5.0,25801,1.08264,2.560003,0.0,0.0,621,0.172159,0.049277,0.122882,0.713772,25180,1.105095,2.621923,0.0,0.0
ACH-000396,PF-06260933,0.05,24158,9.741188,3.276214,6.464974,0.663674,8267,22.942002,5.670915,17.271087,0.752815,15891,2.873707,2.030414,0.843293,0.293451
ACH-000396,Palmatine (chloride),5.0,25607,1.108567,2.591161,0.0,0.0,485,0.168745,0.03994,0.128805,0.763312,25122,1.126711,2.640415,0.0,0.0
ACH-000396,Pasireotide (acetate),5.0,26108,1.109841,2.492987,0.0,0.0,961,0.301979,0.060112,0.241867,0.80094,25147,1.140714,2.58596,0.0,0.0
ACH-000396,Pentagastrin,5.0,26425,1.075647,2.408087,0.0,0.0,493,0.22669,0.032921,0.193769,0.854775,25932,1.091787,2.453242,0.0,0.0
ACH-000396,Pentamidine (isethionate),0.5,24447,1.197824,2.669472,0.0,0.0,726,0.7829,0.078731,0.704169,0.899437,23721,1.210523,2.748764,0.0,0.0
ACH-000396,Pentamidine (isethionate),5.0,26003,1.165069,2.674487,0.0,0.0,800,0.324464,0.104237,0.220227,0.678741,25203,1.191752,2.756072,0.0,0.0
ACH-000396,Pralsetinib,0.05,25091,1.235899,2.567145,0.0,0.0,1506,0.851018,0.200794,0.650223,0.764054,23585,1.260476,2.718246,0.0,0.0
ACH-000396,Pravastatin (sodium),0.05,22444,1.173913,2.772621,0.0,0.0,727,0.396834,0.081041,0.315793,0.795782,21717,1.199927,2.862725,0.0,0.0
ACH-000396,Pravastatin (sodium),0.5,24404,1.160696,2.616927,0.0,0.0,775,0.262244,0.027223,0.235022,0.896193,23629,1.190164,2.701866,0.0,0.0
ACH-000396,Pravastatin (sodium),5.0,23201,1.369361,2.731139,0.0,0.0,1029,0.924043,0.096649,0.827394,0.895407,22172,1.390029,2.853405,0.0,0.0
ACH-000396,Pyridoxine,5.0,25429,1.116605,2.660339,0.0,0.0,764,0.224781,0.058448,0.166333,0.739978,24665,1.144229,2.740933,0.0,0.0
ACH-000396,Pyridoxine (hydrochloride),5.0,25723,1.096616,2.456915,0.0,0.0,603,0.246269,0.046339,0.199931,0.811837,25120,1.117029,2.514781,0.0,0.0
ACH-000396,Quinestrol,5.0,26160,1.083919,2.548558,0.0,0.0,658,0.196357,0.060002,0.136354,0.694421,25502,1.10682,2.612767,0.0,0.0
ACH-000396,Radotinib,5.0,25245,1.06601,2.661103,0.0,0.0,1234,0.244053,0.076916,0.167137,0.684839,24011,1.108253,2.793913,0.0,0.0
ACH-000396,Raltitrexed,5.0,26288,1.084308,2.369687,0.0,0.0,454,0.106521,0.024827,0.081694,0.766925,25834,1.101491,2.410895,0.0,0.0
ACH-000396,Rapamycin,5.0,25812,1.12832,2.530253,0.0,0.0,946,0.25484,0.054584,0.200256,0.78581,24866,1.161551,2.624438,0.0,0.0
ACH-000396,Regorafenib,0.05,24902,1.24419,2.605761,0.0,0.0,883,0.713387,0.114191,0.599196,0.839932,24019,1.263703,2.697358,0.0,0.0
ACH-000396,Regorafenib,0.5,25212,1.176538,2.47649,0.0,0.0,632,0.7297,0.069292,0.660408,0.90504,24580,1.188027,2.538383,0.0,0.0
ACH-000396,Regorafenib,5.0,23198,1.267451,2.663862,0.0,0.0,734,0.40437,0.039746,0.364624,0.901709,22464,1.295651,2.749604,0.0,0.0
ACH-000396,Relugolix,5.0,26191,1.085418,2.38314,0.0,0.0,360,0.172703,0.029582,0.143121,0.82871,25831,1.098138,2.415941,0.0,0.0
ACH-000396,Resveratrol,5.0,25194,1.098572,2.511696,0.0,0.0,1170,0.348152,0.060092,0.28806,0.827396,24024,1.135118,2.631092,0.0,0.0
