patient,drug,dose,n_genes_scored,mean_abs_half0,mean_abs_half1,r,r_responder,n_responders,n_plates_even
ACH-000437,Almonertinib (mesylate),0.5,11995,1.179,0.9626,-0.012,,1,True
ACH-000437,Almonertinib (mesylate),5.0,10439,1.212,1.101,-0.012,,12,True
ACH-000437,Amsacrine,5.0,14920,0.9627,1.0403,0.0577,,6,True
ACH-000437,Anethole trithione,5.0,15056,0.9884,0.9231,0.0537,,21,True
ACH-000437,Artesunate,5.0,15104,0.9866,0.9262,0.0562,,8,True
ACH-000437,Azithromycin (hydrate),5.0,14668,1.0098,1.0354,0.085,,39,True
ACH-000437,Baicalin,5.0,15817,1.0121,0.8791,0.0424,,6,True
ACH-000437,Balsalazide (sodium hydrate),5.0,15642,0.9459,0.9269,0.0138,,2,True
ACH-000437,Belumosudil,0.05,10393,1.1062,1.2486,0.007,,1,True
ACH-000437,Belumosudil,0.5,11772,1.141,1.0546,-0.0033,,1,True
ACH-000437,Belumosudil,5.0,10271,1.17,1.1681,0.0033,,0,True
ACH-000437,Berbamine,0.5,12509,1.2083,0.8888,-0.0234,,1,True
ACH-000437,Berbamine,5.0,15091,0.9816,0.9026,0.041,,11,True
ACH-000437,Berbamine (dihydrochloride),0.05,9872,1.1633,1.2368,0.0263,,4,True
ACH-000437,Berbamine (dihydrochloride),0.5,11421,1.2179,1.026,-0.0083,,1,True
ACH-000437,Berbamine (dihydrochloride),5.0,10005,1.1952,1.162,0.0063,,5,True
ACH-000437,Berberine (chloride hydrate),5.0,15782,0.9974,0.8542,0.0367,,4,True
ACH-000437,Bergenin,5.0,14895,0.9803,0.9527,0.0638,,11,True
ACH-000437,Bimatoprost,5.0,15288,0.9256,0.9957,0.0243,,5,True
ACH-000437,Binimetinib,0.05,14533,1.0671,1.0009,0.0317,0.1573,231,True
ACH-000437,Binimetinib,0.5,14095,1.0711,0.837,0.0042,,1,True
ACH-000437,Binimetinib,5.0,12706,0.9762,1.1397,0.0173,,33,True
ACH-000437,Busulfan,5.0,15283,0.9903,0.9618,0.0444,,10,True
ACH-000437,Captopril,0.05,10934,1.1324,1.2054,0.0924,,48,True
ACH-000437,Cepharanthine,5.0,14812,0.9687,1.0953,0.0668,,20,True
ACH-000437,Chlorhexidine (diacetate),0.5,12750,1.1799,0.886,-0.0137,,2,True
ACH-000437,Chlorhexidine (diacetate),5.0,15635,0.9695,0.936,0.0463,,20,True
ACH-000437,Ciclopirox,5.0,14551,0.9979,1.0538,0.0879,,18,True
ACH-000437,Clonidine (hydrochloride),5.0,16133,0.9931,0.8388,0.0171,,5,True
ACH-000437,Clotrimazole,5.0,15145,0.9574,1.0003,0.0391,,14,True
ACH-000437,Cloxacillin (sodium),5.0,14971,0.9916,0.932,0.0336,,26,True
ACH-000437,Cysteamine (hydrochloride),5.0,15516,0.9373,0.9189,0.0162,,3,True
ACH-000437,Cytarabine,0.05,10821,1.1103,1.2366,0.0239,,3,True
ACH-000437,Cytarabine,0.5,11642,1.1616,1.0326,-0.009,,1,True
ACH-000437,Cytarabine,5.0,10916,1.152,1.1743,0.0062,,4,True
ACH-000437,DTP3,0.05,12571,1.5152,1.1656,-0.0456,-0.0492,57,True
ACH-000437,Daidzin,0.05,10410,1.1731,1.2142,0.0018,,2,True
ACH-000437,Daidzin,0.5,11352,1.2012,0.9939,-0.0315,,0,True
ACH-000437,Daidzin,5.0,10442,1.2162,1.1536,0.0108,,2,True
ACH-000437,Darinaparsin,5.0,15062,0.9289,1.0998,0.0081,,5,True
ACH-000437,Demeclocycline,5.0,15291,0.9247,0.9823,0.0057,,5,True
ACH-000437,Diammonium Glycyrrhizinate,5.0,15698,0.9661,0.9171,0.0299,,14,True
ACH-000437,Docetaxel,5.0,15808,0.8843,1.0273,0.0107,0.439,59,True
ACH-000437,Elagolix sodium,5.0,14878,1.002,0.9402,0.0589,,26,True
ACH-000437,Flumatinib (mesylate),0.05,9642,1.164,1.2385,0.0063,,3,True
ACH-000437,Flumatinib (mesylate),0.5,11046,1.1709,1.0819,0.0308,,2,True
ACH-000437,Flumatinib (mesylate),5.0,10266,1.2084,1.1589,0.0145,,3,True
ACH-000437,Fluvoxamine (maleate),5.0,14885,0.9818,0.9681,0.0722,,14,True
ACH-000437,Folic acid,5.0,14984,1.013,0.8878,0.0439,,17,True
ACH-000437,Fumaric acid,0.05,10031,1.1428,1.2481,-0.0001,,3,True
ACH-000437,Fumaric acid,0.5,11540,1.1811,1.0696,-0.012,,3,True
ACH-000437,Fumaric acid,5.0,10803,1.1858,1.156,-0.0168,,1,True
ACH-000437,Furosemide,5.0,15413,0.9296,0.952,0.0287,,1,True
ACH-000437,Fusidic acid,5.0,15070,0.9767,0.9604,0.0485,,1,True
ACH-000437,Gallic acid,5.0,15184,0.9819,0.898,0.0294,,6,True
ACH-000437,Gallic acid (hydrate),5.0,14927,0.981,1.0181,0.0498,,26,True
ACH-000437,Gemfibrozil,5.0,15147,0.9824,0.9929,0.0508,,22,True
ACH-000437,Goserelin (acetate),5.0,15322,1.0087,0.9007,0.0468,,34,True
ACH-000437,Hexylresorcinol,5.0,15853,0.9715,0.9126,0.0457,,9,True
ACH-000437,Homoharringtonine,5.0,15508,1.4332,1.5007,0.5225,0.8559,1996,True
ACH-000437,Hydroxyfasudil,0.05,12821,1.5982,1.1311,-0.038,-0.1294,82,True
ACH-000437,Idarubicin (hydrochloride),5.0,16996,1.297,1.3027,0.4093,0.857,911,True
ACH-000437,Irinotecan (hydrochloride),0.05,9921,1.1842,1.2485,0.0215,,3,True
ACH-000437,Irinotecan (hydrochloride),0.5,11921,1.1837,1.0132,-0.0182,,4,True
ACH-000437,Irinotecan (hydrochloride),5.0,10365,1.2642,1.1634,-0.0098,,12,True
ACH-000437,Isocorydine,5.0,15559,0.9972,0.9264,0.0321,0.3833,58,True
ACH-000437,L-Thyroxine (sodium salt pentahydrate),5.0,14339,1.8432,0.8826,0.01,,23,True
ACH-000437,Larotrectinib,5.0,14859,0.9445,1.1382,0.0732,,16,True
ACH-000437,Lenalidomide (hemihydrate),5.0,14566,0.9797,1.0088,0.0829,,8,True
ACH-000437,Lidocaine (hydrochloride),5.0,14996,0.937,1.1125,0.0037,,28,True
ACH-000437,Lipoic acid,5.0,15339,0.9299,0.9665,0.0057,,2,True
ACH-000437,Lumateperone (tosylate),5.0,15176,0.9834,0.918,0.0252,,5,True
ACH-000437,Malotilate,0.05,11406,1.0847,1.1954,0.012,-0.2088,102,True
ACH-000437,Medroxyprogesterone acetate,5.0,14513,1.0042,1.0168,0.0966,,30,True
ACH-000437,Megestrol,5.0,15624,0.9124,0.9779,0.0252,,21,True
ACH-000437,Mitoxantrone (dihydrochloride),5.0,15647,0.9079,1.168,0.0527,,17,True
ACH-000437,Naproxen,0.05,9817,1.1628,1.2343,0.0207,,1,True
ACH-000437,Naproxen,0.5,11192,1.1374,1.1037,-0.0039,,1,True
ACH-000437,Naproxen,5.0,10139,1.1895,1.1538,0.0331,,1,True
ACH-000437,Neratinib (maleate),5.0,14908,1.0469,0.9167,0.0494,0.4747,86,True
ACH-000437,Norepinephrine (hydrochloride),5.0,15135,0.9532,1.0212,0.0211,,14,True
ACH-000437,Olanzapine,5.0,15431,0.9364,0.9888,0.0272,,6,True
ACH-000437,PF-06260933,0.05,12359,1.5844,1.1846,0.0053,,11,True
ACH-000437,Palmatine (chloride),5.0,15173,0.9495,0.9552,0.0254,,7,True
ACH-000437,Pasireotide (acetate),5.0,15291,1.0244,0.916,0.0451,,38,True
ACH-000437,Pentagastrin,5.0,15548,1.0059,0.8421,0.0035,,10,True
ACH-000437,Pentamidine (isethionate),0.5,11151,1.158,0.8868,0.0594,,2,True
ACH-000437,Pentamidine (isethionate),5.0,15282,0.9299,1.0091,0.0394,,23,True
ACH-000437,Pralsetinib,0.05,12460,0.8935,1.1988,0.0037,-0.4828,75,True
ACH-000437,Pravastatin (sodium),0.05,10020,1.1407,1.2409,-0.0048,,1,True
ACH-000437,Pravastatin (sodium),0.5,11431,1.1753,1.0676,0.0056,,2,True
ACH-000437,Pravastatin (sodium),5.0,10380,1.2518,1.1053,-0.0451,,25,True
ACH-000437,Pyridoxine,5.0,15062,0.9434,0.9832,-0.0024,,11,True
ACH-000437,Pyridoxine (hydrochloride),5.0,14965,1.0227,0.9118,0.039,,28,True
ACH-000437,Quinestrol,5.0,15167,0.9618,0.9436,0.0547,,5,True
ACH-000437,Radotinib,5.0,15060,0.9883,1.0086,0.0716,,4,True
ACH-000437,Raltitrexed,5.0,16085,1.0115,0.8418,0.0497,,12,True
ACH-000437,Rapamycin,5.0,15357,0.9688,1.01,0.0486,,27,True
ACH-000437,Regorafenib,0.05,12747,0.8217,1.1604,-0.0075,,35,True
ACH-000437,Regorafenib,0.5,11820,1.1984,0.6906,0.0052,,5,True
ACH-000437,Regorafenib,5.0,12025,1.16,1.0884,0.0097,,0,True
ACH-000437,Relugolix,5.0,15068,1.0002,0.8849,0.0128,,28,True
ACH-000437,Resveratrol,5.0,14909,1.0377,0.9427,0.0227,0.4356,57,True
ACH-000437,Retinoic acid,5.0,15217,0.9803,0.9422,0.0459,,29,True
ACH-000437,Riluzole hydrochloride,5.0,15778,0.9046,0.974,0.0253,,4,True
ACH-000437,Rimonabant,5.0,15070,0.9815,0.9374,0.0379,,3,True
ACH-000437,Ritonavir,5.0,14986,0.976,0.9845,0.0544,,13,True
ACH-000437,Ropivacaine (hydrochloride monohydrate),5.0,14809,0.998,0.9382,0.0642,,20,True
ACH-000437,S-Adenosyl-L-methionine (disulfate tosylate),5.0,15618,0.9787,0.9521,0.071,,9,True
ACH-000437,Salicylic acid,5.0,14996,0.9341,1.0886,0.0313,,6,True
ACH-000437,Saquinavir,5.0,14398,1.0168,1.0672,0.1236,,26,True
ACH-000437,Selinexor ,5.0,14602,1.1959,0.9966,0.1584,0.4008,154,True
ACH-000437,Sinomenine,5.0,14816,0.9782,0.9756,0.0684,,16,True
ACH-000437,Sodium Salicylate,5.0,15492,0.9473,1.0024,0.0242,,4,True
ACH-000437,Sonidegib,0.05,12346,1.768,1.2146,0.0079,,8,True
ACH-000437,Sulfisoxazole,0.5,11385,1.2062,0.9326,0.0948,,5,True
ACH-000437,Sulfisoxazole,5.0,15056,0.9924,0.9706,0.0784,,16,True
ACH-000437,Temsirolimus,5.0,15025,0.9658,1.0188,0.064,,9,True
ACH-000437,Terfenadine,0.5,11545,1.2092,0.8721,0.0184,,6,True
ACH-000437,Terfenadine,5.0,14852,0.9918,0.9835,0.0663,,17,True
ACH-000437,Thymol,5.0,15029,0.9445,0.9987,0.0026,,5,True
ACH-000437,Tofacitinib,5.0,14872,0.9977,0.9592,0.0503,,8,True
ACH-000437,Tofacitinib (citrate),5.0,14847,0.9813,0.9933,0.0485,,9,True
ACH-000437,Tolcapone,5.0,15630,0.9697,0.9329,0.0542,,5,True
ACH-000437,Topotecan (hydrochloride),0.05,10015,1.0834,1.226,-0.0027,,4,True
ACH-000437,Topotecan (hydrochloride),0.5,11115,1.1456,1.1676,-0.0193,,1,True
ACH-000437,Topotecan (hydrochloride),5.0,10262,1.1608,1.2902,-0.005,,3,True
ACH-000437,Trametinib,0.05,13914,0.8901,1.0652,0.0508,0.4828,77,True
ACH-000437,Trametinib,0.5,14006,1.0905,0.8483,0.0731,,20,True
ACH-000437,Trametinib,5.0,13158,1.0706,1.1737,0.0563,0.6149,95,True
ACH-000437,Triamcinolone,5.0,14805,1.0068,1.06,0.1043,0.8426,69,True
ACH-000437,Triclosan,5.0,15231,0.9806,0.9574,0.0476,,7,True
ACH-000437,Trifluridine,5.0,14817,0.9796,0.9781,0.0399,,7,True
ACH-000437,Trimetrexate,5.0,14699,1.0067,1.0123,0.0804,,26,True
ACH-000437,Tucidinostat,5.0,15375,1.0032,1.2224,0.1545,,47,True
ACH-000437,Vilanterol,5.0,14855,0.9874,0.9676,0.0786,,23,True
ACH-000437,Vinblastine (sulfate),5.0,14842,1.0036,1.0213,0.0938,0.5631,66,True
ACH-000437,olaparib,0.05,12245,1.5004,1.1971,0.0177,,25,True
ACH-000463,(R)-Verapamil (hydrochloride),5.0,28162,0.7104,0.6994,0.0525,0.6669,875,True
ACH-000463,18β-Glycyrrhetinic acid,5.0,27146,0.721,0.7743,0.0828,0.6652,1195,True
ACH-000463,8-Hydroxyquinoline,5.0,27993,0.7494,0.6934,0.0975,0.7376,1389,True
ACH-000463,Abemaciclib,0.05,27165,3.1032,0.6961,0.0022,-0.0006,7618,True
ACH-000463,Acetohexamide,5.0,27946,0.7221,0.7319,0.0598,0.4024,1285,True
ACH-000463,Adagrasib,0.05,36734,0.4267,0.5035,0.1179,0.6859,6156,True
ACH-000463,Adenine,5.0,27779,0.7404,0.6517,0.0789,0.6825,1304,True
ACH-000463,Adenosine,5.0,27992,0.716,0.7592,0.0785,0.6122,1568,True
ACH-000463,Afatinib,0.05,28099,0.6084,0.7447,0.0268,-0.009,2946,False
ACH-000463,Afatinib,0.5,31489,0.5889,0.6892,0.0099,-0.098,2387,False
ACH-000463,Afatinib,5.0,27413,0.5724,0.8945,-0.0112,0.2206,2214,False
ACH-000463,Aliskiren,5.0,28098,0.7241,0.7023,0.0647,0.6388,944,True
ACH-000463,Allantoin,5.0,27511,0.7735,0.737,0.1198,0.6635,2649,True
ACH-000463,Almonertinib (hydrochloride),5.0,27239,0.7448,0.7189,0.0932,0.5042,1598,True
ACH-000463,Almonertinib (mesylate),0.05,25341,0.6662,0.768,0.0175,0.13,1060,True
ACH-000463,Almonertinib (mesylate),0.5,29519,0.7484,0.6428,0.0179,0.3618,1768,True
ACH-000463,Almonertinib (mesylate),5.0,26629,0.8436,0.6812,-0.0332,-0.1213,1037,True
ACH-000463,Amsacrine,5.0,27727,0.7518,0.7935,0.152,0.6876,1927,True
ACH-000463,Anethole trithione,5.0,27964,0.7589,0.702,0.1006,0.6518,2074,True
ACH-000463,Artesunate,5.0,27708,0.7625,0.6942,0.1065,0.7788,2062,True
ACH-000463,Azithromycin (hydrate),5.0,27393,0.7499,0.7342,0.1125,0.5454,1683,True
ACH-000463,Baicalin,5.0,28514,0.7562,0.6842,0.0916,0.6042,1533,True
ACH-000463,Balsalazide (sodium hydrate),5.0,28694,0.7252,0.679,0.0914,0.6408,1010,True
ACH-000463,Belumosudil,0.05,26335,0.6569,0.7765,0.02,0.2874,1126,True
ACH-000463,Belumosudil,0.5,29085,0.7209,0.6702,0.0323,0.213,1682,True
ACH-000463,Belumosudil,5.0,26150,0.7376,0.7938,0.0422,-0.1087,1566,True
ACH-000463,Berbamine,0.5,27161,0.7076,0.728,-0.0379,-0.3166,3211,True
ACH-000463,Berbamine,5.0,27601,0.7228,0.6844,0.0698,0.5229,848,True
ACH-000463,Berbamine (dihydrochloride),0.05,25988,0.6544,0.7714,0.0405,0.3515,1663,True
ACH-000463,Berbamine (dihydrochloride),0.5,28324,0.7548,0.6362,0.0179,0.0623,1801,True
ACH-000463,Berbamine (dihydrochloride),5.0,26373,0.8187,0.7353,0.0329,0.1396,1780,True
ACH-000463,Berberine (chloride hydrate),5.0,28538,0.7609,0.6575,0.0652,0.6012,1343,True
ACH-000463,Bergenin,5.0,27716,0.7291,0.6979,0.0584,0.4754,1064,True
ACH-000463,Bimatoprost,5.0,28266,0.73,0.7519,0.0916,0.5707,1755,True
ACH-000463,Binimetinib,0.05,28525,0.8027,0.6796,0.0947,0.5042,3018,True
ACH-000463,Binimetinib,0.5,29893,0.7704,0.8465,0.1446,0.4486,5435,True
ACH-000463,Binimetinib,5.0,23567,0.6219,0.9229,0.1746,0.515,6179,True
ACH-000463,Busulfan,5.0,27274,0.7562,0.7114,0.1202,0.5608,1837,True
ACH-000463,Captopril,0.05,27354,0.6964,0.7587,0.0585,0.0143,2837,True
ACH-000463,Cepharanthine,5.0,27123,0.7262,0.8368,0.1039,0.5646,1799,True
ACH-000463,Chlorhexidine (diacetate),0.5,27374,0.7207,0.7318,-0.0196,-0.1658,2951,True
ACH-000463,Chlorhexidine (diacetate),5.0,28130,0.7758,0.7885,0.1545,0.7754,2432,True
ACH-000463,Ciclopirox,5.0,26931,0.7351,0.7718,0.1197,0.5131,1213,True
ACH-000463,Clonidine (hydrochloride),5.0,28909,0.7629,0.6595,0.0849,0.7394,1526,True
ACH-000463,Clotrimazole,5.0,28050,0.7263,0.7188,0.0609,0.5664,1093,True
ACH-000463,Cloxacillin (sodium),5.0,27770,0.7212,0.6566,0.0551,0.637,951,True
ACH-000463,Cysteamine (hydrochloride),5.0,28094,0.7247,0.6808,0.0567,0.6105,1062,True
ACH-000463,Cytarabine,0.05,26843,0.6999,0.7842,0.0695,0.3272,1863,True
ACH-000463,Cytarabine,0.5,28731,0.7421,0.6686,-0.0037,0.0806,1359,True
ACH-000463,Cytarabine,5.0,27135,0.6772,0.8117,0.016,0.3042,1043,True
ACH-000463,DTP3,0.05,27355,3.2591,0.7192,-0.0058,-0.0134,7393,True
ACH-000463,Daidzin,0.05,26094,0.6951,0.7611,-0.0009,-0.0017,1675,True
ACH-000463,Daidzin,0.5,28335,0.7564,0.62,0.0187,-0.0062,1923,True
ACH-000463,Daidzin,5.0,26630,0.8424,0.6866,0.0149,0.1517,1571,True
ACH-000463,Darinaparsin,5.0,27667,0.7466,0.786,0.0986,0.7073,2260,True
ACH-000463,Demeclocycline,5.0,27766,0.7083,0.7095,0.0462,0.44,1408,True
ACH-000463,Diammonium Glycyrrhizinate,5.0,27904,0.7345,0.7165,0.0801,0.692,1128,True
ACH-000463,Docetaxel,5.0,28607,0.7095,0.7704,0.0884,0.6527,2221,True
ACH-000463,Elagolix sodium,5.0,27266,0.7608,0.7128,0.1177,0.5787,2062,True
ACH-000463,Flumatinib (mesylate),0.05,25556,0.6514,0.7879,0.0302,0.0952,1722,True
ACH-000463,Flumatinib (mesylate),0.5,28700,0.7336,0.7368,0.056,0.4034,2437,True
ACH-000463,Flumatinib (mesylate),5.0,26430,0.6954,0.747,-0.0038,-0.2616,1257,True
ACH-000463,Fluvoxamine (maleate),5.0,27761,0.7319,0.7217,0.0942,0.6997,951,True
ACH-000463,Folic acid,5.0,27710,0.7479,0.635,0.0714,0.5553,752,True
ACH-000463,Fumaric acid,0.05,25938,0.6856,0.8079,0.0137,0.1699,1647,True
ACH-000463,Fumaric acid,0.5,28590,0.7615,0.6936,0.0322,0.2067,1704,True
ACH-000463,Fumaric acid,5.0,27270,0.7541,0.7669,-0.0503,-0.329,2002,True
ACH-000463,Furosemide,5.0,27854,0.7037,0.7023,0.0648,0.6405,1027,True
ACH-000463,Fusidic acid,5.0,28093,0.74,0.683,0.0871,0.6873,1091,True
ACH-000463,Gallic acid,5.0,28072,0.7509,0.6586,0.0711,0.7258,1278,True
ACH-000463,Gallic acid (hydrate),5.0,27564,0.7541,0.717,0.08,0.5932,1562,True
ACH-000463,Gemfibrozil,5.0,27661,0.7446,0.7142,0.0627,0.5809,1873,True
ACH-000463,Goserelin (acetate),5.0,28276,0.7516,0.6634,0.0895,0.6412,1474,True
ACH-000463,Hexylresorcinol,5.0,28893,0.758,0.6872,0.0977,0.7186,1840,True
ACH-000463,Homoharringtonine,5.0,29151,1.5646,1.6717,0.7349,0.9142,12935,True
ACH-000463,Hydroxyfasudil,0.05,27366,1.8118,0.6953,-0.0126,0.0106,855,True
ACH-000463,Idarubicin (hydrochloride),5.0,30114,1.5083,1.6197,0.701,0.8926,12343,True
ACH-000463,Irinotecan (hydrochloride),0.05,25197,0.7266,0.7631,0.0476,0.1224,3048,True
ACH-000463,Irinotecan (hydrochloride),0.5,28620,0.7762,0.6612,-0.039,-0.2261,2713,True
ACH-000463,Irinotecan (hydrochloride),5.0,26462,0.8135,0.7243,-0.0103,-0.0617,2533,True
ACH-000463,Isocorydine,5.0,28243,0.7449,0.6859,0.063,0.6662,1522,True
ACH-000463,L-Thyroxine (sodium salt pentahydrate),5.0,26331,2.0571,0.6396,0.0498,0.1211,528,True
ACH-000463,Larotrectinib,5.0,27561,0.736,0.8097,0.1066,0.5635,1391,True
ACH-000463,Lenalidomide (hemihydrate),5.0,27018,0.7187,0.7144,0.0879,0.5456,1006,True
ACH-000463,Lidocaine (hydrochloride),5.0,27038,0.7543,0.8686,0.096,0.5366,2953,True
ACH-000463,Lipoic acid,5.0,28100,0.7251,0.6748,0.0596,0.6305,1050,True
ACH-000463,Lumateperone (tosylate),5.0,27899,0.7351,0.6651,0.076,0.658,980,True
ACH-000463,Malotilate,0.05,27470,0.7712,0.7424,0.0473,-0.0113,6152,True
ACH-000463,Medroxyprogesterone acetate,5.0,27049,0.7557,0.7216,0.1192,0.58,1737,True
ACH-000463,Megestrol,5.0,28353,0.7148,0.71,0.0814,0.6446,1443,True
ACH-000463,Methylprednisolone succinate,0.05,26886,3.4654,0.7037,-0.0291,-0.0038,9696,True
ACH-000463,Mitoxantrone (dihydrochloride),5.0,28301,0.7383,1.0498,0.1134,0.4334,2016,True
ACH-000463,Naproxen,0.05,24849,0.6325,0.767,0.0152,-0.0906,688,True
ACH-000463,Naproxen,0.5,28540,0.7169,0.6851,-0.0149,-0.1571,1077,True
ACH-000463,Naproxen,5.0,26338,0.6919,0.7256,0.0045,-0.2882,777,True
ACH-000463,Neratinib (maleate),5.0,27811,0.7674,0.7517,0.115,0.6694,1955,True
ACH-000463,Norepinephrine (hydrochloride),5.0,27445,0.7448,0.7435,0.0845,0.4354,1510,True
ACH-000463,Olanzapine,5.0,27904,0.7403,0.7265,0.082,0.6956,1698,True
ACH-000463,PF-06260933,0.05,27104,2.4141,0.6774,-0.051,-0.0465,639,True
ACH-000463,Palmatine (chloride),5.0,27489,0.7247,0.7118,0.0792,0.6111,1020,True
ACH-000463,Pasireotide (acetate),5.0,28186,0.7792,0.6961,0.0973,0.5679,1933,True
ACH-000463,Pentagastrin,5.0,28631,0.7431,0.6571,0.0595,0.574,980,True
ACH-000463,Pentamidine (isethionate),0.5,26401,0.7481,0.7171,0.0451,0.1029,1223,True
ACH-000463,Pentamidine (isethionate),5.0,28019,0.7312,0.7585,0.1113,0.6835,1914,True
ACH-000463,Pralsetinib,0.05,27967,0.7522,0.7007,0.0066,0.0903,2859,True
ACH-000463,Pravastatin (sodium),0.05,25034,0.6654,0.7531,0.0267,0.0839,1414,True
ACH-000463,Pravastatin (sodium),0.5,27901,0.745,0.6652,0.0008,0.0322,1656,True
ACH-000463,Pravastatin (sodium),5.0,26653,0.7583,0.7221,-0.0588,-0.4983,1814,True
ACH-000463,Pyridoxine,5.0,27549,0.738,0.7219,0.0676,0.5925,1613,True
ACH-000463,Pyridoxine (hydrochloride),5.0,27896,0.7619,0.6662,0.0955,0.6253,1371,True
ACH-000463,Quinestrol,5.0,28118,0.7286,0.7079,0.0902,0.6871,1177,True
ACH-000463,Radotinib,5.0,27614,0.7649,0.7326,0.1061,0.6794,2611,True
ACH-000463,Ralimetinib dimesylate,0.05,26945,2.8005,0.6965,0.0027,-0.0061,4594,True
ACH-000463,Raltitrexed,5.0,28495,0.7594,0.6631,0.0942,0.7497,1323,True
ACH-000463,Rapamycin,5.0,28128,0.7546,0.7683,0.0901,0.6085,1909,True
ACH-000463,Regorafenib,0.05,28030,0.7158,0.6938,-0.0237,-0.1145,1846,True
ACH-000463,Regorafenib,0.5,28351,0.757,0.6211,0.0184,-0.2682,1212,True
ACH-000463,Regorafenib,5.0,24522,0.6337,0.8692,0.0154,-0.1472,1394,True
ACH-000463,Relugolix,5.0,28138,0.7356,0.6379,0.0495,0.6774,854,True
ACH-000463,Resveratrol,5.0,27126,0.7669,0.6975,0.0928,0.479,1861,True
ACH-000463,Retinoic acid,5.0,28339,0.7396,0.7098,0.0865,0.7257,1471,True
ACH-000463,Riluzole hydrochloride,5.0,28228,0.7651,0.7573,0.1287,0.7286,2587,True
ACH-000463,Rimonabant,5.0,27935,0.7379,0.7041,0.1025,0.7266,1488,True
ACH-000463,Ritonavir,5.0,27414,0.7225,0.7413,0.0823,0.7703,1220,True
ACH-000463,Ropivacaine (hydrochloride monohydrate),5.0,27346,0.7342,0.7174,0.0867,0.7608,1577,True
ACH-000463,S-Adenosyl-L-methionine (disulfate tosylate),5.0,28077,0.7615,0.7453,0.1065,0.7809,1969,True
ACH-000463,Salicylic acid,5.0,27923,0.7029,0.7789,0.076,0.6714,1372,True
ACH-000463,Saquinavir,5.0,26623,0.7364,0.791,0.1285,0.501,1229,True
ACH-000463,Selinexor ,5.0,27052,0.9221,0.7633,0.2311,0.7125,3117,True
ACH-000463,Sinomenine,5.0,27506,0.727,0.6732,0.0956,0.4969,1187,True
ACH-000463,Sodium Salicylate,5.0,28162,0.7367,0.7574,0.0979,0.6018,2087,True
ACH-000463,Sonidegib,0.05,27433,2.4556,0.6707,-0.0187,-0.092,572,True
ACH-000463,Sulfisoxazole,0.5,26399,0.7587,0.7508,0.1055,0.2189,1981,True
ACH-000463,Sulfisoxazole,5.0,27726,0.7497,0.7406,0.1094,0.5341,1265,True
ACH-000463,Temsirolimus,5.0,27640,0.7343,0.7611,0.1096,0.7192,1376,True
ACH-000463,Terfenadine,0.5,26010,0.7707,0.7293,0.0789,0.0255,1837,True
ACH-000463,Terfenadine,5.0,27468,0.7295,0.7314,0.0881,0.5769,1290,True
ACH-000463,Thymol,5.0,27256,0.7465,0.7138,0.0791,0.4713,2153,True
ACH-000463,Tofacitinib,5.0,27452,0.7422,0.731,0.1168,0.6118,1468,True
ACH-000463,Tofacitinib (citrate),5.0,27781,0.7309,0.7276,0.0916,0.5991,1343,True
ACH-000463,Tolcapone,5.0,28008,0.7432,0.7205,0.0859,0.68,1080,True
ACH-000463,Topotecan (hydrochloride),0.05,24976,0.6482,0.7993,0.0064,0.06,2025,True
ACH-000463,Topotecan (hydrochloride),0.5,28692,0.7174,0.7853,-0.0306,-0.2985,1638,True
ACH-000463,Topotecan (hydrochloride),5.0,26148,0.705,0.9999,-0.0048,-0.1082,1727,True
ACH-000463,Trametinib,0.05,28230,0.7665,0.7783,0.1618,0.5154,3112,True
ACH-000463,Trametinib,0.5,29662,0.7961,0.8621,0.2032,0.5379,5554,True
ACH-000463,Trametinib,5.0,25887,0.7065,0.9997,0.1682,0.5597,6598,True
ACH-000463,Triamcinolone,5.0,27798,0.7939,0.8044,0.1454,0.5316,2954,True
ACH-000463,Triclosan,5.0,27951,0.7327,0.7287,0.0823,0.7124,1334,True
ACH-000463,Trifluridine,5.0,27314,0.7158,0.7205,0.0929,0.6076,893,True
ACH-000463,Trimetrexate,5.0,27328,0.7261,0.7386,0.093,0.5374,1204,True
ACH-000463,Tucidinostat,5.0,28792,0.8627,1.1383,0.3696,0.85,4412,True
ACH-000463,Vilanterol,5.0,27348,0.7278,0.7306,0.078,0.5854,1242,True
ACH-000463,Vinblastine (sulfate),5.0,27587,0.7641,0.8326,0.1491,0.7275,2278,True
ACH-000463,c-Kit-IN-1,0.05,27254,2.8169,0.9493,0.039,0.0724,4300,True
ACH-000463,olaparib,0.05,27258,2.8504,0.6912,0.0451,0.0966,537,True
ACH-000493,(R)-Verapamil (hydrochloride),5.0,25906,0.7508,0.7087,0.0485,0.7376,397,True
ACH-000493,18β-Glycyrrhetinic acid,5.0,25083,0.7512,0.8221,0.0913,0.5999,772,True
ACH-000493,8-Hydroxyquinoline,5.0,25582,0.7602,0.6898,0.0867,0.7718,743,True
ACH-000493,Abemaciclib,0.05,23551,3.2879,0.7821,0.0047,-0.0254,6989,True
ACH-000493,Acetohexamide,5.0,25435,0.7468,0.7506,0.0551,0.4854,635,True
ACH-000493,Adagrasib,0.05,33689,0.4469,0.5188,0.118,0.7459,2940,True
ACH-000493,Adenine,5.0,25748,0.7658,0.6683,0.0606,0.5915,883,True
ACH-000493,Adenosine,5.0,25514,0.7436,0.8211,0.0505,0.6341,814,True
