patient,drug,dose,n_genes_scored,mean_abs_half0,mean_abs_half1,r,r_responder,n_responders,n_plates_even
ACH-000750,Flumatinib (mesylate),0.05,23233,0.7207,0.8151,0.0181,0.2704,1022,True
ACH-000750,Flumatinib (mesylate),0.5,25335,0.7864,0.7627,0.0469,0.3906,1079,True
ACH-000750,Flumatinib (mesylate),5.0,23523,0.7459,0.807,-0.0034,-0.3445,650,True
ACH-000750,Fluvoxamine (maleate),5.0,24433,0.8053,0.7278,0.0785,0.7685,509,True
ACH-000750,Folic acid,5.0,24284,0.8122,0.6322,0.0485,0.4873,382,True
ACH-000750,Fumaric acid,0.05,23666,0.762,0.8263,0.0108,0.0075,833,True
ACH-000750,Fumaric acid,0.5,25648,0.7999,0.7361,-0.0045,0.0273,868,True
ACH-000750,Fumaric acid,5.0,24310,0.7998,0.8203,-0.0581,-0.3116,1266,True
ACH-000750,Furosemide,5.0,24808,0.7842,0.7033,0.0415,0.6687,358,True
ACH-000750,Fusidic acid,5.0,24682,0.8097,0.6805,0.0902,0.8103,374,True
ACH-000750,Gallic acid,5.0,24602,0.8177,0.6624,0.074,0.6995,539,True
ACH-000750,Gallic acid (hydrate),5.0,24537,0.8271,0.7285,0.0871,0.6504,665,True
ACH-000750,Gemfibrozil,5.0,24742,0.8266,0.7311,0.0865,0.6885,879,True
ACH-000750,Goserelin (acetate),5.0,24978,0.8297,0.6744,0.0555,0.7264,756,True
ACH-000750,Hexylresorcinol,5.0,25397,0.8315,0.6855,0.0999,0.6809,1046,True
ACH-000750,Homoharringtonine,5.0,24712,1.4702,1.6357,0.6728,0.8854,7598,True
ACH-000750,Hydroxyfasudil,0.05,24040,2.4369,0.7423,0.0015,0.0765,440,True
ACH-000750,Idarubicin (hydrochloride),5.0,25547,1.519,1.6791,0.6566,0.8524,7229,True
ACH-000750,Irinotecan (hydrochloride),0.05,22900,0.7912,0.8034,0.0212,-0.0064,1664,True
ACH-000750,Irinotecan (hydrochloride),0.5,25057,0.8487,0.7102,-0.0472,-0.3079,2348,True
ACH-000750,Irinotecan (hydrochloride),5.0,23615,0.9034,0.8031,-0.0546,-0.2904,2481,True
ACH-000750,Isocorydine,5.0,24730,0.8187,0.6733,0.0619,0.675,618,True
ACH-000750,L-Thyroxine (sodium salt pentahydrate),5.0,23057,2.6993,0.6524,0.027,0.109,318,True
ACH-000750,Larotrectinib,5.0,24690,0.8111,0.78,0.1036,0.5932,456,True
ACH-000750,Lenalidomide (hemihydrate),5.0,24142,0.7868,0.7304,0.0952,0.7159,506,True
ACH-000750,Lidocaine (hydrochloride),5.0,23895,0.8079,0.8141,0.1259,0.694,1295,True
ACH-000750,Lipoic acid,5.0,24865,0.8041,0.6824,0.0702,0.7562,426,True
ACH-000750,Lumateperone (tosylate),5.0,24709,0.8126,0.6723,0.0761,0.753,342,True
ACH-000750,Malotilate,0.05,24259,0.8342,0.7781,0.0675,0.0817,3561,True
ACH-000750,Medroxyprogesterone acetate,5.0,24026,0.821,0.7116,0.1025,0.5836,755,True
ACH-000750,Megestrol,5.0,25202,0.7986,0.7056,0.0655,0.5881,580,True
ACH-000750,Methylprednisolone succinate,0.05,23949,3.3689,0.7455,-0.0046,0.0063,6387,True
ACH-000750,Mitoxantrone (dihydrochloride),5.0,24760,0.816,1.2462,0.0736,0.1378,602,True
ACH-000750,Naproxen,0.05,22733,0.6911,0.8062,0.009,0.0149,421,True
ACH-000750,Naproxen,0.5,25511,0.7682,0.7013,-0.0026,-0.3014,533,True
ACH-000750,Naproxen,5.0,23423,0.7346,0.7731,0.0121,-0.3418,547,True
ACH-000750,Neratinib (maleate),5.0,24426,0.8383,0.7187,0.1114,0.627,913,True
ACH-000750,Norepinephrine (hydrochloride),5.0,24440,0.8212,0.7593,0.0761,0.4231,639,True
ACH-000750,Olanzapine,5.0,24716,0.8155,0.7305,0.0959,0.7037,535,True
ACH-000750,PF-06260933,0.05,24019,3.2097,0.7197,-0.022,-0.0148,2620,True
ACH-000750,Palmatine (chloride),5.0,24416,0.8,0.7115,0.0681,0.75,507,True
ACH-000750,Pasireotide (acetate),5.0,25050,0.8716,0.6841,0.0927,0.5697,1123,True
ACH-000750,Pentagastrin,5.0,25231,0.8227,0.6831,0.0395,0.5809,532,True
ACH-000750,Pentamidine (isethionate),0.5,24294,0.8209,0.7251,0.0619,0.1166,936,True
ACH-000750,Pentamidine (isethionate),5.0,25027,0.7917,0.7689,0.0525,0.7307,618,True
ACH-000750,Pralsetinib,0.05,25089,0.7978,0.7616,0.0376,0.1356,1958,True
ACH-000750,Pravastatin (sodium),0.05,22828,0.731,0.7886,0.0221,0.182,710,True
ACH-000750,Pravastatin (sodium),0.5,25041,0.7911,0.6994,0.0167,-0.041,858,True
ACH-000750,Pravastatin (sodium),5.0,23750,0.8088,0.7848,-0.0604,-0.4315,1465,True
ACH-000750,Pyridoxine,5.0,24102,0.802,0.7513,0.0798,0.5933,506,True
ACH-000750,Pyridoxine (hydrochloride),5.0,24525,0.8102,0.6513,0.0745,0.7164,470,True
ACH-000750,Quinestrol,5.0,25059,0.8045,0.7194,0.0812,0.7246,633,True
ACH-000750,Radotinib,5.0,24264,0.8525,0.7475,0.1553,0.7311,1127,True
ACH-000750,Raltitrexed,5.0,25010,0.8141,0.659,0.0666,0.7579,573,True
ACH-000750,Rapamycin,5.0,24539,0.8192,0.7549,0.1036,0.631,619,True
ACH-000750,Regorafenib,0.05,24954,0.7547,0.7431,-0.0148,-0.0804,923,True
ACH-000750,Regorafenib,0.5,25367,0.7996,0.6884,0.0055,-0.317,771,True
ACH-000750,Regorafenib,5.0,23047,0.7298,0.8844,0.02,-0.0921,792,True
ACH-000750,Relugolix,5.0,25027,0.8044,0.6494,0.0474,0.6242,321,True
ACH-000750,Resveratrol,5.0,23993,0.8457,0.7215,0.1048,0.5392,1028,True
ACH-000750,Retinoic acid,5.0,25046,0.8369,0.7112,0.0849,0.7366,941,True
ACH-000750,Riluzole hydrochloride,5.0,24954,0.841,0.7406,0.12,0.7617,982,True
ACH-000750,Rimonabant,5.0,24820,0.8238,0.7008,0.0777,0.7278,690,True
ACH-000750,Ritonavir,5.0,24489,0.8002,0.7477,0.0902,0.7685,471,True
ACH-000750,Ropivacaine (hydrochloride monohydrate),5.0,24366,0.8134,0.7101,0.1057,0.8489,726,True
ACH-000750,S-Adenosyl-L-methionine (disulfate tosylate),5.0,24602,0.8257,0.7461,0.1114,0.8258,901,True
ACH-000750,Salicylic acid,5.0,24890,0.7782,0.8186,0.075,0.7071,565,True
ACH-000750,Saquinavir,5.0,23551,0.8103,0.7958,0.1398,0.5516,634,True
ACH-000750,Selinexor ,5.0,23482,1.0391,0.8026,0.2422,0.6879,1568,True
ACH-000750,Sinomenine,5.0,24493,0.8121,0.6695,0.0815,0.6619,527,True
ACH-000750,Sodium Salicylate,5.0,25348,0.8126,0.7818,0.0933,0.6347,1197,True
ACH-000750,Sonidegib,0.05,24247,2.7375,0.7263,-0.0074,-0.0244,2831,True
ACH-000750,Sulfisoxazole,0.5,24357,0.8965,0.7485,0.1103,0.1657,2310,True
ACH-000750,Sulfisoxazole,5.0,24675,0.8283,0.7389,0.0921,0.6278,520,True
ACH-000750,Temsirolimus,5.0,24495,0.8091,0.7562,0.1171,0.7771,684,True
ACH-000750,Terfenadine,0.5,23698,0.8467,0.7515,0.1247,0.0505,1290,True
ACH-000750,Terfenadine,5.0,24211,0.8265,0.7489,0.1049,0.7008,1115,True
ACH-000750,Thymol,5.0,24025,0.8102,0.6983,0.0849,0.6262,906,True
ACH-000750,Tofacitinib,5.0,24434,0.8241,0.7337,0.1161,0.6583,531,True
ACH-000750,Tofacitinib (citrate),5.0,24876,0.8232,0.7396,0.0974,0.6243,915,True
ACH-000750,Tolcapone,5.0,24640,0.8123,0.722,0.0943,0.8063,419,True
ACH-000750,Topotecan (hydrochloride),0.05,22564,0.7059,0.8429,0.0056,-0.0283,951,True
ACH-000750,Topotecan (hydrochloride),0.5,25334,0.7656,0.8136,-0.0307,-0.4521,803,True
ACH-000750,Topotecan (hydrochloride),5.0,23119,0.7343,1.1249,-0.0121,-0.1791,885,True
ACH-000750,Trametinib,0.05,24706,0.7824,0.8004,0.1259,0.4274,1511,True
ACH-000750,Trametinib,0.5,25263,0.8177,0.8603,0.1564,0.544,2196,True
ACH-000750,Trametinib,5.0,24427,0.7949,1.0157,0.1101,0.5068,4733,True
ACH-000750,Triamcinolone,5.0,24738,0.8479,0.7838,0.1211,0.607,1353,True
ACH-000750,Triclosan,5.0,24895,0.8133,0.7434,0.0743,0.7162,699,True
ACH-000750,Trifluridine,5.0,24297,0.7966,0.7353,0.0998,0.6427,445,True
ACH-000750,Trimetrexate,5.0,24246,0.8221,0.7573,0.1119,0.6614,521,True
ACH-000750,Tucidinostat,5.0,25627,0.8954,1.054,0.2873,0.8461,2055,True
ACH-000750,Vilanterol,5.0,24382,0.8082,0.7513,0.0963,0.7779,786,True
ACH-000750,Vinblastine (sulfate),5.0,24419,0.8369,0.8358,0.138,0.7679,954,True
ACH-000750,c-Kit-IN-1,0.05,24044,3.3895,0.9045,0.0215,0.0193,7692,True
ACH-000750,olaparib,0.05,24146,3.5349,0.7342,0.0663,0.0076,8443,True
ACH-000757,(R)-Verapamil (hydrochloride),5.0,25558,0.7436,0.6235,0.0578,0.6428,50,True
ACH-000757,18β-Glycyrrhetinic acid,5.0,25132,0.7608,0.704,0.0679,0.8053,119,True
ACH-000757,8-Hydroxyquinoline,5.0,25181,0.7709,0.6374,0.0874,0.8117,236,True
ACH-000757,Acetohexamide,5.0,25327,0.7572,0.6771,0.0461,0.5279,142,True
ACH-000757,Adagrasib,0.05,34184,0.4419,0.496,0.1392,0.8062,2411,True
ACH-000757,Adenine,5.0,25196,0.7493,0.5812,0.07,0.6662,154,True
ACH-000757,Adenosine,5.0,25577,0.748,0.7225,0.0655,0.7175,256,True
ACH-000757,Afatinib,0.05,25357,0.6036,0.7106,0.0378,0.0004,915,False
ACH-000757,Afatinib,0.5,28099,0.5765,0.6832,0.0331,0.0877,802,False
ACH-000757,Afatinib,5.0,24896,0.593,0.9386,0.0364,0.4134,580,False
ACH-000757,Aliskiren,5.0,25412,0.7537,0.6394,0.0652,0.7672,85,True
ACH-000757,Allantoin,5.0,25036,0.7849,0.6498,0.1111,0.6439,550,True
ACH-000757,Almonertinib (hydrochloride),5.0,24947,0.7709,0.657,0.0846,0.7179,206,True
ACH-000757,Almonertinib (mesylate),0.05,22805,0.6351,0.7685,0.007,0.145,149,True
ACH-000757,Almonertinib (mesylate),0.5,25728,0.7249,0.6731,0.0001,0.4395,285,True
ACH-000757,Almonertinib (mesylate),5.0,23473,0.796,0.7415,-0.0044,-0.0264,626,True
ACH-000757,Amsacrine,5.0,25548,0.775,0.685,0.1173,0.8344,272,True
ACH-000757,Anethole trithione,5.0,25431,0.7796,0.6464,0.1017,0.8132,328,True
ACH-000757,Artesunate,5.0,25439,0.7932,0.6571,0.1323,0.8552,661,True
ACH-000757,Azithromycin (hydrate),5.0,25319,0.7773,0.6712,0.0691,0.7375,366,True
ACH-000757,Baicalin,5.0,25715,0.7852,0.6135,0.0996,0.7684,239,True
ACH-000757,Balsalazide (sodium hydrate),5.0,25947,0.7719,0.6096,0.0703,0.8118,85,True
ACH-000757,Belumosudil,0.05,23409,0.6524,0.7489,0.0102,-0.024,223,True
ACH-000757,Belumosudil,0.5,25673,0.7217,0.6684,0.0232,-0.0312,245,True
ACH-000757,Belumosudil,5.0,22971,0.705,0.79,0.0383,-0.0297,817,True
ACH-000757,Berbamine,0.5,25986,0.7415,0.6577,-0.0102,-0.3485,1562,True
ACH-000757,Berbamine,5.0,24707,0.7488,0.6132,0.0667,0.8178,97,True
ACH-000757,Berbamine (dihydrochloride),0.05,23241,0.6477,0.7743,0.0163,0.4857,515,True
ACH-000757,Berbamine (dihydrochloride),0.5,25542,0.7338,0.6334,0.0015,0.0093,434,True
ACH-000757,Berbamine (dihydrochloride),5.0,23522,0.8159,0.7407,0.0196,0.1249,813,True
ACH-000757,Berberine (chloride hydrate),5.0,25669,0.784,0.6122,0.0631,0.5962,163,True
ACH-000757,Bergenin,5.0,25423,0.7616,0.6228,0.0405,0.6513,132,True
ACH-000757,Bimatoprost,5.0,25512,0.7646,0.6651,0.081,0.7258,95,True
ACH-000757,Binimetinib,0.05,25405,0.7241,0.6988,0.0934,0.4233,1417,True
ACH-000757,Binimetinib,0.5,24783,0.7735,0.7918,0.0888,0.4002,975,True
ACH-000757,Binimetinib,5.0,23570,0.6708,0.9136,0.1338,0.6069,3201,True
ACH-000757,Busulfan,5.0,24707,0.8026,0.6291,0.1084,0.5343,502,True
ACH-000757,Captopril,0.05,24164,0.7016,0.7218,0.0454,-0.0654,696,True
ACH-000757,Cepharanthine,5.0,24888,0.7704,0.7777,0.1214,0.8661,320,True
ACH-000757,Chlorhexidine (diacetate),0.5,25927,0.761,0.6632,-0.002,0.045,1322,True
ACH-000757,Chlorhexidine (diacetate),5.0,25255,0.7858,0.6889,0.1172,0.8283,577,True
ACH-000757,Ciclopirox,5.0,24854,0.7438,0.6741,0.0955,0.6929,171,True
ACH-000757,Clonidine (hydrochloride),5.0,26030,0.7791,0.6136,0.0918,0.8758,131,True
ACH-000757,Clotrimazole,5.0,25674,0.7524,0.6913,0.0585,0.6913,172,True
ACH-000757,Cloxacillin (sodium),5.0,25670,0.7555,0.5905,0.0379,0.736,148,True
ACH-000757,Cysteamine (hydrochloride),5.0,25028,0.7495,0.5963,0.0506,0.6125,81,True
ACH-000757,Cytarabine,0.05,24017,0.6853,0.7657,0.0285,0.1417,589,True
ACH-000757,Cytarabine,0.5,25337,0.7165,0.6576,0.0047,-0.103,234,True
ACH-000757,Cytarabine,5.0,23720,0.6452,0.8304,0.0395,0.0197,246,True
ACH-000757,Daidzin,0.05,23362,0.671,0.7534,0.0043,-0.1186,568,True
ACH-000757,Daidzin,0.5,25319,0.7258,0.6342,0.0192,-0.0571,292,True
ACH-000757,Daidzin,5.0,23652,0.847,0.7218,-0.0084,0.0501,542,True
ACH-000757,Darinaparsin,5.0,25144,0.7756,0.6995,0.1014,0.8174,289,True
ACH-000757,Demeclocycline,5.0,25387,0.7609,0.668,0.0518,0.7562,134,True
ACH-000757,Diammonium Glycyrrhizinate,5.0,25177,0.7634,0.6314,0.0613,0.7619,145,True
ACH-000757,Docetaxel,5.0,26003,0.7589,0.7054,0.0635,0.8152,331,True
ACH-000757,Elagolix sodium,5.0,24851,0.7737,0.6457,0.1033,0.716,551,True
ACH-000757,Flumatinib (mesylate),0.05,23054,0.6332,0.7834,0.0186,0.2153,441,True
ACH-000757,Flumatinib (mesylate),0.5,25194,0.717,0.6945,0.0341,0.4067,306,True
ACH-000757,Flumatinib (mesylate),5.0,23283,0.6706,0.7758,0.0246,-0.2957,326,True
ACH-000757,Fluvoxamine (maleate),5.0,24941,0.7473,0.6607,0.071,0.7396,74,True
ACH-000757,Folic acid,5.0,24904,0.7681,0.5804,0.0504,0.5894,123,True
ACH-000757,Fumaric acid,0.05,23120,0.6621,0.7952,0.0088,-0.0017,420,True
ACH-000757,Fumaric acid,0.5,25480,0.7289,0.6933,0.0149,0.2846,419,True
ACH-000757,Fumaric acid,5.0,24006,0.7155,0.7868,-0.0467,-0.4779,516,True
ACH-000757,Furosemide,5.0,25566,0.7378,0.6678,0.0412,0.7554,175,True
ACH-000757,Fusidic acid,5.0,25461,0.7627,0.6107,0.0684,0.7971,59,True
ACH-000757,Gallic acid,5.0,25424,0.754,0.594,0.0645,0.7716,134,True
ACH-000757,Gallic acid (hydrate),5.0,25026,0.7745,0.6512,0.0772,0.6736,235,True
ACH-000757,Gemfibrozil,5.0,25349,0.7767,0.6507,0.0663,0.6505,440,True
ACH-000757,Goserelin (acetate),5.0,25866,0.772,0.6045,0.0529,0.792,152,True
ACH-000757,Hexylresorcinol,5.0,26195,0.7626,0.6283,0.0553,0.801,279,True
ACH-000757,Homoharringtonine,5.0,23819,1.4739,2.0587,0.6952,0.8223,2950,True
ACH-000757,Hydroxyfasudil,0.05,24758,2.1665,0.7091,0.0296,0.0392,431,True
ACH-000757,Idarubicin (hydrochloride),5.0,23699,1.5287,2.2308,0.7034,0.8095,1501,True
ACH-000757,Irinotecan (hydrochloride),0.05,22416,0.727,0.7716,0.0538,0.0453,1652,True
ACH-000757,Irinotecan (hydrochloride),0.5,24744,0.7908,0.6512,0.0019,-0.118,2075,True
ACH-000757,Irinotecan (hydrochloride),5.0,23204,0.9413,0.7507,-0.0019,-0.0886,1452,True
ACH-000757,Isocorydine,5.0,25104,0.745,0.6159,0.0579,0.6648,95,True
ACH-000757,L-Thyroxine (sodium salt pentahydrate),5.0,23755,2.5454,0.5673,-0.0031,-0.0511,202,True
ACH-000757,Larotrectinib,5.0,25518,0.7717,0.7292,0.0905,0.6622,136,True
ACH-000757,Lenalidomide (hemihydrate),5.0,24810,0.7467,0.6421,0.0862,0.7318,154,True
ACH-000757,Lidocaine (hydrochloride),5.0,24918,0.7899,0.7527,0.1117,0.6484,796,True
ACH-000757,Lipoic acid,5.0,25722,0.7581,0.5956,0.057,0.9004,81,True
ACH-000757,Lumateperone (tosylate),5.0,25415,0.7645,0.5857,0.0673,0.8244,96,True
ACH-000757,Malotilate,0.05,24296,0.757,0.7158,0.0313,-0.069,2269,True
ACH-000757,Medroxyprogesterone acetate,5.0,25019,0.7579,0.6372,0.0834,0.4533,280,True
ACH-000757,Megestrol,5.0,25790,0.7488,0.644,0.0362,0.4939,162,True
ACH-000757,Mitoxantrone (dihydrochloride),5.0,24930,0.7608,1.7352,0.0111,0.0132,213,True
ACH-000757,Naproxen,0.05,22512,0.6217,0.7534,-0.0102,-0.2615,196,True
ACH-000757,Naproxen,0.5,25398,0.7174,0.6661,-0.0107,-0.4904,222,True
ACH-000757,Naproxen,5.0,23386,0.6649,0.7424,0.0078,-0.4484,301,True
ACH-000757,Neratinib (maleate),5.0,25377,0.7704,0.6775,0.1108,0.8777,246,True
ACH-000757,Norepinephrine (hydrochloride),5.0,25059,0.7726,0.661,0.0773,0.6812,234,True
ACH-000757,Olanzapine,5.0,25158,0.7637,0.6438,0.0989,0.8422,152,True
ACH-000757,PF-06260933,0.05,24715,3.371,0.683,0.0017,0.0072,7927,True
ACH-000757,Palmatine (chloride),5.0,24981,0.7516,0.6464,0.0811,0.8112,121,True
ACH-000757,Pasireotide (acetate),5.0,25240,0.7822,0.6104,0.0734,0.6433,245,True
ACH-000757,Pentagastrin,5.0,25959,0.7704,0.59,0.064,0.8175,106,True
ACH-000757,Pentamidine (isethionate),0.5,24880,0.7764,0.6497,0.0457,0.0142,508,True
ACH-000757,Pentamidine (isethionate),5.0,25486,0.7585,0.7383,0.08,0.8693,300,True
ACH-000757,Pralsetinib,0.05,25473,0.709,0.7243,0.0448,0.0864,1286,True
ACH-000757,Pravastatin (sodium),0.05,22458,0.6454,0.7495,0.0143,-0.1341,356,True
ACH-000757,Pravastatin (sodium),0.5,25072,0.7112,0.6506,-0.0015,-0.2042,354,True
ACH-000757,Pravastatin (sodium),5.0,23554,0.7581,0.7576,-0.0557,-0.4455,1020,True
ACH-000757,Pyridoxine,5.0,24879,0.7643,0.6763,0.0735,0.7777,220,True
ACH-000757,Pyridoxine (hydrochloride),5.0,25232,0.7532,0.5915,0.0715,0.7866,166,True
ACH-000757,Quinestrol,5.0,25591,0.751,0.652,0.069,0.8447,137,True
ACH-000757,Radotinib,5.0,24944,0.7795,0.6833,0.1127,0.7981,645,True
ACH-000757,Raltitrexed,5.0,25539,0.763,0.5984,0.0591,0.7769,172,True
ACH-000757,Rapamycin,5.0,25322,0.7626,0.6694,0.0876,0.797,221,True
ACH-000757,Regorafenib,0.05,25310,0.7092,0.7027,0.0183,-0.1145,543,True
ACH-000757,Regorafenib,0.5,25637,0.7295,0.6352,0.0201,-0.2456,289,True
ACH-000757,Regorafenib,5.0,23279,0.6422,0.8526,0.0346,0.0343,230,True
ACH-000757,Relugolix,5.0,25847,0.7645,0.5805,0.042,0.4925,152,True
ACH-000757,Resveratrol,5.0,24861,0.7742,0.6281,0.0758,0.5815,571,True
ACH-000757,Retinoic acid,5.0,25459,0.7685,0.6291,0.0749,0.7862,197,True
ACH-000757,Riluzole hydrochloride,5.0,25049,0.7738,0.6586,0.1368,0.7445,637,True
ACH-000757,Rimonabant,5.0,25469,0.7659,0.6229,0.1036,0.8871,158,True
ACH-000757,Ritonavir,5.0,25051,0.762,0.6732,0.0756,0.7381,126,True
ACH-000757,Ropivacaine (hydrochloride monohydrate),5.0,25183,0.7625,0.6528,0.083,0.7849,427,True
ACH-000757,S-Adenosyl-L-methionine (disulfate tosylate),5.0,25107,0.7626,0.6902,0.0994,0.7762,239,True
ACH-000757,Salicylic acid,5.0,25778,0.7518,0.7188,0.0414,0.7283,259,True
ACH-000757,Saquinavir,5.0,24499,0.7704,0.7206,0.1274,0.6109,219,True
ACH-000757,Selinexor ,5.0,23940,1.1486,0.7966,0.2976,0.6276,1393,True
ACH-000757,Sinomenine,5.0,25293,0.7595,0.6073,0.0732,0.7661,92,True
ACH-000757,Sodium Salicylate,5.0,25942,0.7665,0.6979,0.0745,0.7085,628,True
ACH-000757,Sonidegib,0.05,24743,3.1442,0.701,0.0462,-0.0094,7082,True
ACH-000757,Sulfisoxazole,0.5,25123,0.794,0.6602,0.0592,0.196,1311,True
ACH-000757,Sulfisoxazole,5.0,25525,0.7789,0.6615,0.0931,0.4161,97,True
ACH-000757,Temsirolimus,5.0,25365,0.765,0.6717,0.1021,0.7121,239,True
ACH-000757,Terfenadine,0.5,24451,0.8376,0.6702,0.1062,0.0154,891,True
ACH-000757,Terfenadine,5.0,24858,0.7573,0.6726,0.0843,0.6429,195,True
ACH-000757,Thymol,5.0,24806,0.756,0.641,0.0905,0.5159,433,True
ACH-000757,Tofacitinib,5.0,25083,0.7699,0.6685,0.1119,0.6624,169,True
ACH-000757,Tofacitinib (citrate),5.0,25617,0.7502,0.6761,0.0659,0.7375,157,True
ACH-000757,Tolcapone,5.0,25125,0.7523,0.6435,0.0763,0.784,118,True
ACH-000757,Topotecan (hydrochloride),0.05,22256,0.6285,0.7756,-0.0127,-0.12,478,True
ACH-000757,Topotecan (hydrochloride),0.5,25367,0.703,0.7116,-0.0292,-0.371,349,True
ACH-000757,Topotecan (hydrochloride),5.0,22825,0.659,1.017,0.0043,-0.1197,547,True
ACH-000757,Trametinib,0.05,25034,0.7513,0.7639,0.1353,0.5069,1426,True
ACH-000757,Trametinib,0.5,24447,0.8165,0.8104,0.1565,0.6252,1715,True
ACH-000757,Trametinib,5.0,24247,0.7033,0.9834,0.1784,0.6294,3546,True
ACH-000757,Triamcinolone,5.0,25073,0.7623,0.665,0.1123,0.8065,264,True
ACH-000757,Triclosan,5.0,25590,0.76,0.6669,0.0634,0.6325,191,True
ACH-000757,Trifluridine,5.0,24750,0.7547,0.6724,0.0954,0.7776,156,True
ACH-000757,Trimetrexate,5.0,24903,0.7565,0.6795,0.0942,0.6407,182,True
ACH-000757,Tucidinostat,5.0,26037,0.841,0.9604,0.2897,0.8752,898,True
ACH-000757,Vilanterol,5.0,25025,0.7537,0.6596,0.0686,0.8345,161,True
ACH-000757,Vinblastine (sulfate),5.0,25146,0.7672,0.7222,0.1304,0.8119,362,True
ACH-000757,c-Kit-IN-1,0.05,23945,2.9736,0.8263,0.1536,0.1083,4574,True
ACH-000757,olaparib,0.05,24589,2.9836,0.7191,0.1078,0.0396,5492,True
ACH-000790,(R)-Verapamil (hydrochloride),5.0,22486,0.8234,0.6849,0.0422,,45,True
ACH-000790,18β-Glycyrrhetinic acid,5.0,21653,0.8333,0.7419,0.0748,0.6203,62,True
ACH-000790,8-Hydroxyquinoline,5.0,22096,0.8536,0.6421,0.0583,0.8998,70,True
ACH-000790,Acetohexamide,5.0,22349,0.8378,0.7344,0.0515,0.7228,69,True
ACH-000790,Adagrasib,0.05,33792,0.4698,0.5287,0.1158,0.6699,1517,True
ACH-000790,Adenine,5.0,22344,0.8459,0.6244,0.0463,0.79,65,True
ACH-000790,Adenosine,5.0,22696,0.8141,0.736,0.0477,0.8056,102,True
ACH-000790,Afatinib,0.05,25546,0.6549,0.7038,0.0151,0.0629,647,False
ACH-000790,Afatinib,0.5,27239,0.5338,0.7778,0.0057,-0.0389,1013,False
ACH-000790,Afatinib,5.0,22742,0.5332,0.9514,-0.0226,0.1761,494,False
ACH-000790,Aliskiren,5.0,22397,0.8386,0.6715,0.0451,0.8098,57,True
ACH-000790,Allantoin,5.0,21790,0.8577,0.7002,0.0781,0.6625,158,True
ACH-000790,Almonertinib (hydrochloride),5.0,21600,0.8426,0.6772,0.0683,0.7324,97,True
ACH-000790,Almonertinib (mesylate),0.05,24209,0.6621,0.7616,0.0343,0.2209,319,True
ACH-000790,Almonertinib (mesylate),0.5,27450,0.7511,0.6405,0.0106,0.1236,358,True
ACH-000790,Almonertinib (mesylate),5.0,24664,0.8138,0.7357,-0.0492,0.0964,471,True
ACH-000790,Amsacrine,5.0,22886,0.8443,0.6987,0.0787,0.7785,177,True
ACH-000790,Anethole trithione,5.0,22340,0.8675,0.6528,0.0997,0.7829,149,True
ACH-000790,Artesunate,5.0,21323,0.9178,0.7441,0.1713,0.8023,662,True
ACH-000790,Azithromycin (hydrate),5.0,22020,0.859,0.705,0.0764,0.8644,91,True
ACH-000790,Baicalin,5.0,22693,0.8578,0.6688,0.066,0.7717,121,True
ACH-000790,Balsalazide (sodium hydrate),5.0,22797,0.8438,0.6514,0.0497,,48,True
ACH-000790,Belumosudil,0.05,24958,0.6717,0.7749,0.0205,0.2557,348,True
ACH-000790,Belumosudil,0.5,27173,0.7301,0.6696,0.0081,-0.0764,388,True
ACH-000790,Belumosudil,5.0,23883,0.717,0.7998,0.0283,-0.0093,815,True
ACH-000790,Berbamine,0.5,24012,0.6364,0.7891,-0.0173,-0.2128,1615,True
ACH-000790,Berbamine,5.0,21794,0.8257,0.6227,0.0421,,44,True
ACH-000790,Berbamine (dihydrochloride),0.05,24608,0.6671,0.7703,0.0589,0.4565,551,True
ACH-000790,Berbamine (dihydrochloride),0.5,27169,0.7615,0.6373,0.0118,0.0996,624,True
ACH-000790,Berbamine (dihydrochloride),5.0,24637,0.7597,0.7572,-0.0051,0.0824,681,True
ACH-000790,Berberine (chloride hydrate),5.0,22463,0.865,0.6252,0.0628,0.8676,68,True
ACH-000790,Bergenin,5.0,21953,0.845,0.6636,0.0451,0.8149,73,True
ACH-000790,Bimatoprost,5.0,22754,0.838,0.744,0.062,0.6304,151,True
ACH-000790,Binimetinib,0.05,23539,0.8508,0.6356,0.1203,0.7278,666,True
ACH-000790,Binimetinib,0.5,24510,0.7398,0.8572,0.1157,0.6571,1163,True
ACH-000790,Binimetinib,5.0,19137,0.4519,0.9996,0.1188,0.4394,2729,True
ACH-000790,Busulfan,5.0,21520,0.8557,0.681,0.0646,0.6646,97,True
ACH-000790,Captopril,0.05,25561,0.6999,0.7576,0.0649,-0.0627,644,True
ACH-000790,Cepharanthine,5.0,21876,0.8427,0.7956,0.0565,0.8351,68,True
ACH-000790,Chlorhexidine (diacetate),0.5,24368,0.6609,0.7892,-0.0018,-0.1087,1452,True
ACH-000790,Chlorhexidine (diacetate),5.0,22242,0.8424,0.6453,0.068,,37,True
ACH-000790,Ciclopirox,5.0,21548,0.8424,0.736,0.069,0.5864,85,True
ACH-000790,Clonidine (hydrochloride),5.0,22728,0.8604,0.6099,0.0592,0.8445,74,True
ACH-000790,Clotrimazole,5.0,22685,0.839,0.722,0.0649,0.7623,95,True
ACH-000790,Cloxacillin (sodium),5.0,22227,0.8402,0.6336,0.0434,,43,True
